Block,Time,NR/11012024/11012024/DD20240111NR22177,NR/30092023/31122025/SH-07,NR/01012024/31012024/52,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/06012024/31012024/NVVN/OA/16855,NR/01012024/31012024/HP-27,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01012024/31012024/HP-28,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31032024/ ChanjuII,NR/22102023/11042047/L_NR_2021_17,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/15012024/IEX_231227_05966,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31012024/HP-26,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/30042040/GNA_LT_36,NR/01012024/15012024/IEX_231227_05965,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/23072042/L_NR_2012_04,NR/11012024/11012024/DD20240111NR22184,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/05012024/31012024/SJVN050124NR1341,NR/26072023/25122043/L_NR_2023_10,NR/05012024/31012024/SJVN050124NR1342,NR/01102023/02012046/L_NR_2021_17
6,01:15-01:30,0.000000,25.810000,0.000000,69.950000,0.770000,47.980000,57.140000,0,57.69,47.980000,24.460000,11.510000,1.470000,0,1.070000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.480000,18.230000,36.35,19.23,36.35,47.980000,8.160000,111.300000,22.05,19.23,0,0,29.99,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0.000000,25.810000,0.000000,69.950000,0.770000,47.980000,57.140000,0,54.58,47.980000,24.460000,11.510000,1.470000,0,1.070000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.480000,18.230000,35.82,18.19,35.82,47.980000,8.160000,111.300000,20.94,18.19,0,0,29.41,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0.000000,25.810000,0.000000,69.950000,0.770000,47.980000,57.140000,0,51.2,47.980000,24.460000,11.510000,1.470000,0,1.070000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.480000,18.230000,35.15,17.06,35.15,47.980000,8.160000,111.300000,20.1,17.07,0,0,28.81,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,60.26,47.980000,24.460000,11.510000,1.550000,0,1.030000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.480000,18.230000,43.51,20.08,43.51,47.980000,8.160000,111.300000,19.4,20.09,0,0,28.61,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,60.06,47.980000,24.460000,11.510000,1.550000,0,1.030000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.480000,18.230000,43.17,20.01,43.17,47.980000,8.160000,111.300000,19.06,20.02,0,0,28.41,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,58.76,47.980000,24.460000,11.510000,1.550000,0,1.030000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.480000,18.230000,42.51,19.58,42.51,47.980000,8.160000,111.300000,18.51,19.59,0,0,28.4,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,57.76,47.980000,24.460000,11.510000,1.550000,0,1.030000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.480000,18.230000,41.84,19.26,41.84,47.980000,8.160000,111.300000,18.04,19.25,0,0,28.11,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,56.76,47.980000,24.460000,11.510000,1.550000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,32.16,18.92,32.16,47.980000,8.160000,111.300000,13.49,18.92,0,0,27.71,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,54.76,47.980000,24.460000,11.510000,1.550000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,32.15,18.26,32.15,47.980000,8.160000,111.300000,13.17,18.25,0,0,27.42,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,42.76,47.980000,24.460000,11.510000,1.550000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,22.070000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,32.07,14.26,32.07,47.980000,8.160000,111.300000,12.51,14.25,0,0,27.42,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,41.76,47.980000,24.460000,11.510000,1.550000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,22.070000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,31.48,13.92,31.48,47.980000,8.160000,111.300000,11.84,13.92,0,0,27.22,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,36.69,47.980000,24.460000,11.510000,1.470000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,22.070000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,26.45,12.22,26.45,47.980000,8.160000,111.300000,7.34,12.23,0,0,27.45,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,35.78,47.980000,24.460000,11.510000,1.470000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,22.070000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,26.14,11.93,26.14,47.980000,8.160000,111.300000,7.34,11.93,0,0,26.93,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0.000000,25.810000,0.000000,69.950000,0.690000,47.980000,57.140000,0,27.76,47.980000,24.460000,11.510000,1.470000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,22.070000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,9.26,14,47.980000,8.160000,111.300000,7.34,9.25,0,0,29.41,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0.000000,25.810000,0.000000,65.810000,0.690000,47.980000,57.140000,0,27.55,47.980000,24.460000,11.510000,1.470000,0,0.990000,25.810000,6.720000,0.000000,47.980000,52.770000,31.660000,22.070000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,9.2,14,47.980000,8.160000,111.300000,7.34,9.18,0,0,29.01,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,25.810000,0.000000,65.810000,0.690000,47.980000,57.140000,0,22.5,47.980000,24.460000,11.510000,1.470000,0,0.950000,25.810000,6.720000,0.000000,47.980000,50.630000,31.660000,22.070000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,7.5,14,47.980000,8.160000,109.980000,7.34,7.5,0,0,28.76,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,25.810000,0.000000,65.810000,0.690000,47.980000,57.140000,0,22.5,47.980000,24.460000,11.510000,1.470000,0,0.950000,25.810000,6.720000,0.000000,47.980000,50.630000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,7.5,14,47.980000,8.160000,109.980000,7.34,7.5,0,0,28.01,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0.000000,25.810000,0.000000,65.810000,0.690000,47.980000,57.140000,0,22.5,47.980000,24.460000,11.510000,1.470000,0,0.950000,25.810000,6.720000,0.000000,47.980000,50.630000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,7.5,14,47.980000,8.160000,129.170000,7.34,7.5,0,0,26.73,148.420000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0.000000,25.810000,0.000000,65.810000,0.690000,47.980000,57.140000,0,22.5,47.980000,24.460000,11.510000,1.470000,0,0.950000,25.810000,6.720000,0.000000,47.980000,50.630000,31.660000,23.030000,152.060000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,7.5,14,47.980000,8.160000,177.140000,7.34,7.5,0,0,26.17,191.900000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0.000000,30.700000,95.950000,65.810000,0.690000,47.980000,0.000000,0,22.5,47.980000,0.000000,11.510000,1.550000,0,1.070000,30.700000,6.720000,0.000000,47.980000,50.630000,55.290000,23.030000,77.380000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,7.5,14,47.980000,8.160000,225.120000,7.34,7.5,0,0,25.76,230.280000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0.000000,30.700000,95.950000,65.810000,0.690000,47.980000,0.000000,0,22.5,47.980000,0.000000,11.510000,1.550000,0,1.070000,30.700000,6.720000,0.000000,47.980000,79.420000,55.290000,23.030000,77.380000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,14,7.5,14,47.980000,8.160000,259.640000,7.34,7.5,0,0,25.15,269.860000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0.000000,30.700000,95.950000,65.810000,0.690000,47.980000,0.000000,0,22.5,47.980000,0.000000,11.510000,1.550000,0,1.070000,30.700000,6.720000,0.000000,47.980000,100.500000,74.160000,23.030000,77.380000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,24.62,7.5,24.62,47.980000,8.160000,259.640000,7.34,7.5,0,0,21.07,269.860000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0.000000,30.700000,95.950000,94.020000,0.690000,47.980000,0.000000,4.5,22.5,47.980000,0.000000,11.510000,1.550000,0,1.070000,30.700000,6.720000,0.000000,47.980000,100.500000,74.160000,22.070000,77.380000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,25.51,7.5,25.51,47.980000,8.160000,259.640000,7.34,7.5,0,0,20.97,269.860000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,9.2,32.39,47.980000,0.000000,11.510000,1.550000,0,1.070000,30.700000,6.720000,0.000000,47.980000,100.500000,74.160000,22.070000,77.380000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,36.56,10.79,36.56,47.980000,8.160000,259.640000,7.34,10.8,0.9,0.9,25.22,269.860000,0.000000,0.320793,0.12,0,0,0,0,0,0.02,0,0,0,0

30,07:15-07:30,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,15.6,32.92,47.980000,0.000000,11.510000,1.550000,0,1.070000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,22.070000,77.380000,5.760000,0.000000,95.950000,0.000000,0.000000,1.430000,18.230000,36.21,10.98,36.21,47.980000,8.160000,259.640000,7.34,10.97,2.57,2.57,25.62,269.860000,0.000000,3.577328,1.08,0,0,0,1,0,0.22,0,0,0,0

31,07:30-07:45,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,23,43.88,47.980000,0.000000,11.510000,1.550000,1,1.070000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,77.380000,5.760000,0.050000,95.950000,0.050000,0.050000,1.430000,18.230000,35.73,14.63,35.73,47.980000,8.160000,259.640000,7.34,14.62,6.04,6.04,28.01,269.860000,130.490000,9.380765,1.47,5,0,2,3,0.33,0.29,0,1,0,0

32,07:45:08:00,28.780000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,33,42.94,47.980000,0.000000,11.510000,1.550000,3,1.070000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,77.380000,5.760000,0.320000,95.950000,0.310000,0.310000,1.430000,18.230000,34.37,14.32,34.37,47.980000,8.160000,259.640000,7.34,14.31,21.69,21.69,29.01,269.860000,130.490000,15.407785,6.92,5,0,7,5,1,1.38,0,3,0,0

33,08:00-08:15,95.950000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32.52,42.03,47.980000,0.000000,11.510000,1.470000,4,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,77.380000,5.760000,0.930000,95.950000,0.900000,0.900000,1.430000,18.230000,28.02,14.01,28.02,47.980000,8.160000,259.640000,7.34,14.01,26.09,26.09,29.61,269.860000,130.490000,22.45551,16.08,5,0,18,8,1.67,3.22,0,7,0,0

34,08:15-08:30,136.250000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,30.9,41.12,47.980000,0.000000,11.510000,1.470000,5,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,77.380000,5.760000,1.780000,95.950000,1.740000,1.740000,1.430000,18.230000,27.42,13.71,27.42,47.980000,8.160000,259.640000,7.34,13.71,30.05,30.05,30.41,269.860000,130.490000,32.040416,27.49,5,0,32,10,3,5.5,0,13,0,0

35,08:30-08:45,137.210000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32,32.76,47.980000,0.000000,11.510000,1.470000,9,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,77.380000,5.760000,2.980000,95.950000,2.910000,2.910000,1.430000,18.230000,18.51,10.92,18.51,47.980000,8.160000,259.640000,7.34,10.92,32,32,31.01,269.860000,130.490000,44.512459,55.83,10,0,42,18,5,11.16,0,18,0,0

36,08:45:09:00,137.210000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32,31.76,47.980000,0.000000,11.510000,1.470000,11,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,77.380000,5.760000,4.570000,95.950000,4.460000,4.460000,1.430000,18.230000,17.84,10.58,17.84,47.980000,8.160000,259.640000,7.34,10.59,32,32,31.01,269.860000,130.490000,58.413489,78.84,15,0,56,22,6.67,15.77,0,24,0,0

37,09:00:09:15,56.610000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32,29.83,47.980000,0.000000,11.510000,1.470000,19,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,6.030000,95.950000,5.880000,5.880000,1.430000,18.230000,16.55,9.95,16.55,47.980000,8.160000,259.640000,7.34,9.94,32,32,31.57,269.860000,130.490000,72.295077,101.05,20,0,81,38,37.17,20.21,0,34,0,0

38,09:15-09:30,60.450000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32,29.27,47.980000,0.000000,11.510000,1.470000,22,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,7.370000,95.950000,7.190000,7.190000,1.430000,18.230000,16.18,9.76,16.18,47.980000,8.160000,259.640000,7.34,9.76,32,32,31.46,269.860000,130.490000,85.097634,122.34,25,0,98,45,45.36,24.47,0,42,0,0

39,09:30-09:45,46.060000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32,29.26,47.980000,0.000000,11.510000,1.470000,28,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,8.780000,95.950000,8.570000,8.570000,1.430000,18.230000,16.17,9.76,16.17,47.980000,8.160000,259.640000,7.34,9.75,32,32,31.31,269.860000,322.390000,96.373994,142.15,32.26,0,119,56,52.56,28.43,0,51,0,0

40,09:45-10:00,43.180000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32.5,27.5,47.980000,0.000000,11.510000,1.470000,32,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,10.810000,95.950000,10.550000,10.550000,1.430000,18.230000,15,9.16,15,47.980000,8.160000,259.640000,7.34,9.17,32.5,32.5,31.03,269.860000,322.390000,106.54216,161.85,35.19,0,133,63,58.43,32.37,0,57,0,0

41,10:00-10:15,0.000000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32.5,26.5,47.980000,0.000000,11.510000,1.550000,35,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,11.990000,95.950000,11.700000,11.700000,1.430000,18.230000,21.17,8.84,21.17,47.980000,8.160000,259.640000,7.34,8.83,32.5,32.5,31.46,269.860000,322.390000,115.456317,175.8,37.71,0,147,70,64.11,35.16,0,63,0,0

42,10:15-10:30,0.000000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32.5,25,47.980000,0.000000,11.510000,1.550000,38,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,13.030000,95.950000,12.710000,12.710000,1.430000,18.230000,20.51,8.34,20.51,47.980000,8.160000,259.640000,7.34,8.33,32.5,32.5,31.47,269.860000,322.390000,122.892882,200.07,39.72,0,158,77,69.2,40.01,0,67,0,0

43,10:30-10:45,0.000000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32.5,24,47.980000,0.000000,11.510000,1.550000,42,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,13.980000,95.950000,13.640000,13.640000,1.430000,18.230000,19.22,8,19.22,47.980000,8.160000,259.640000,7.34,8,32.5,32.5,31.44,269.860000,322.390000,129.522604,222.61,41.4,0,172,83,74.09,44.52,0,73,0,0

44,10:45-11:00,0.000000,30.700000,47.980000,115.080000,0.690000,47.980000,0.000000,32.5,23.5,47.980000,0.000000,11.510000,1.550000,43,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,14.730000,95.950000,14.360000,14.360000,1.430000,18.230000,18.85,7.84,18.85,47.980000,8.160000,259.640000,7.34,7.83,32.5,32.5,31.24,269.860000,322.390000,134.227568,237.55,42.82,0,182,87,78.34,47.51,0,78,0,0

45,11:00-11:15,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,32.5,22.5,47.980000,0.000000,11.510000,1.550000,44,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,15.200000,95.950000,14.830000,14.830000,1.480000,18.230000,15.17,7.5,15.17,47.980000,8.160000,259.640000,7.34,7.5,32.5,32.5,31.07,269.860000,0.000000,138.145131,237.55,44.06,0,189,89,81.64,47.51,0,81,0,0

46,11:15-11:30,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,32.5,21,47.980000,0.000000,11.510000,1.550000,46,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,15.530000,95.950000,15.150000,15.150000,1.480000,18.230000,14.88,7,14.88,47.980000,8.160000,259.640000,7.34,7,32.5,32.5,30.95,269.860000,0.000000,141.508597,237.55,45.11,0,193,91,84.54,47.51,0,82,0,0

47,11:30-11:45,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,32.5,20,47.980000,0.000000,11.510000,1.550000,47,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,15.770000,95.950000,15.390000,15.390000,1.480000,18.230000,14.44,6.66,14.44,47.980000,8.160000,259.640000,7.34,6.67,32.5,32.5,34.4,269.860000,0.000000,144.541549,237.55,46.01,0,196,93,86.31,47.51,0,84,0,0

48,11:45-12:00,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,32.5,20,47.980000,0.000000,11.510000,1.550000,47,0.950000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,16.810000,95.950000,16.400000,16.400000,1.480000,18.230000,13.78,6.66,13.78,47.980000,8.160000,259.640000,7.34,6.67,32.5,32.5,34.34,269.860000,0.000000,146.728774,237.55,46.8,0,196,93,88.73,47.51,0,84,0,0

49,12:00-12:15,0.000000,30.700000,95.950000,115.080000,0.690000,47.980000,0.000000,32.5,20,47.980000,0.000000,11.510000,1.470000,47,0.990000,30.700000,6.720000,0.000000,47.980000,100.500000,86.550000,0.000000,229.450000,5.760000,16.970000,95.950000,16.560000,16.560000,1.480000,18.230000,13.33,6.66,13.33,47.980000,8.160000,259.640000,7.34,6.67,32.5,32.5,40.23,269.860000,0.000000,151.880904,237.55,47.39,0,196,93,93.15,47.51,19.67,84,23.03,0

