Block,Time,UNCHAHAR3,URI2,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,TEHRI,SINGRAULI_HYDRO,RIHAND2,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,URI,TANAKPUR,SALAL,BSIUL,RAPPB,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
11,02:30-02:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,1.9245,0,0,53.9325,1.656,0,12.782,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

12,02:45-03:00,26.39091,6.726,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,1.9245,0,0,53.9325,1.656,0,12.782,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

13,03:00-03:15,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,1.9245,0,0,53.9325,33.12,0,41.832,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

14,03:15-03:30,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,1.9245,0,0,53.9325,33.12,0,41.832,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

15,03:30-03:45,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,1.9245,0,0,53.9325,1.656,0,41.832,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

16,03:45-04:00,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,1.9245,0,0,53.9325,1.656,0,6.972,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

17,04:00-04:15,26.39091,6.726,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,0,53.9325,1.656,0,1.3944,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

18,04:15-04:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,0,53.9325,1.656,0,1.3944,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

19,04:30-04:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,0,53.9325,1.656,0,1.3944,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

20,04:45-05:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,0,53.9325,1.656,0,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

21,05:00-05:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,0,53.9325,1.656,0,12.782,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

22,05:15-05:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,18.94,53.9325,1.656,0,12.782,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

23,05:30-05:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,37.88,53.9325,1.656,0,12.782,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

24,05:45-06:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,37.88,53.9325,1.656,0,12.782,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

25,06:00-06:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.493168,16.478852,0,46.7818,53.9325,1.656,0,12.782,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

26,06:15-06:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,44.226,0.80346,118.125,0,0,43.4676,0,3.3325,435.435,17.748,0,0,87,679.193168,16.478852,0,70.078,53.9325,1.656,0,12.782,0,0,6.557,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

27,06:30-06:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,3.3325,21.82362,0,44.226,0.80346,118.125,0,7.926,43.4676,0,5.332,435.435,26.622,0,0,87,679.193168,16.478852,0,93.5636,53.9325,36.432,0,25.564,1.1,0,14.04146,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

28,06:45-07:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,14.76964,21.82362,0,44.226,0.80346,118.125,0,18.2298,43.4676,0,26.34008,435.435,37.468,0,0,87,679.193168,32.957704,0,113.64,53.9325,36.432,0,55.776,19.5624,0,28.09872,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

29,07:00-07:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,21.82362,0,44.226,0.80346,118.125,0,27.408108,43.4676,0,26.34008,435.435,37.468,0,0,87,679.193168,32.957704,0,113.64,53.9325,1.656,0,55.776,13.0416,0,28.09872,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

30,07:15-07:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,21.82362,0,44.226,0.80346,118.125,0,27.408108,43.4676,0,26.34008,435.435,37.468,0,0,87,679.193168,32.957704,0,113.64,53.9325,1.656,0,55.776,13.0416,0,28.09872,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

31,07:30-07:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,21.82362,0,44.226,0.80346,118.125,0,27.3447,43.4676,0,26.34008,435.435,37.468,0,0,87,679.193168,32.957704,0,113.64,53.9325,1.656,0.6405,55.776,13.0416,0,28.09872,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

32,07:45:08:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,21.82362,0,44.226,0.80346,118.125,0,27.3447,43.4676,0,26.34008,435.435,37.468,0,0,87,679.193168,32.957704,0,113.64,53.9325,1.656,0.6405,55.776,13.0416,0,14.04936,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

33,08:00-08:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,21.82362,0,44.226,0.80346,118.125,0,17.9656,43.4676,0,26.34008,435.435,37.468,0,0,87,679.193168,32.957704,0,85.23,53.9325,1.656,0.6405,55.776,13.0416,0,14.04936,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

34,08:15-08:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,21.82362,0,44.226,0.80346,118.125,0,17.173,43.4676,0,3.3325,435.435,17.748,0,0,87,679.193168,16.478852,0,75.76,53.9325,1.656,0.6405,12.782,0,0,8.69,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

35,08:30-08:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,21.82362,0,44.226,0.80346,118.125,0,8.1902,43.4676,0,0,435.435,8.874,0,0,87,679.193168,16.478852,0,56.82,53.9325,36.432,0.6405,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

36,08:45:09:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,3.3325,21.82362,0,44.226,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.193168,16.478852,0,28.41,53.9325,36.432,0.6405,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

37,09:00:09:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.193168,16.478852,0,20.834,53.9325,1.656,0.6405,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

38,09:15-09:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.193168,16.478852,0,0,53.9325,1.656,0.6405,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,15.00135,418.77

39,09:30-09:45,26.39091,5.3808,0,61.832812,125.5875,42.392196,0,21.82362,0,28.224,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.193168,16.478852,0,0,53.9325,7.728,0.6405,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,18.2434,418.77

40,09:45-10:00,26.39091,24.2136,0,61.832812,125.5875,42.392196,0,21.82362,0,28.224,0.80346,118.125,0,0,43.4676,0,0,435.435,8.874,0,0,87,679.193168,16.478852,0,0,53.9325,26.496,0.6405,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,19.1226,418.77

41,10:00-10:15,26.39091,24.2136,0,61.832812,125.5875,42.392196,0,21.82362,0,28.224,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.193168,1.9245,0,0,53.9325,26.496,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,19.1226,418.77

42,10:15-10:30,26.39091,24.2136,0,61.832812,125.5875,42.392196,0,21.82362,0,14.112,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.193168,1.9245,0,0,53.9325,26.496,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,19.1226,418.77

43,10:30-10:45,26.39091,24.2136,0,61.832812,125.5875,42.392196,0,21.82362,0,14.112,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.193168,1.9245,0,0,53.9325,3.312,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,19.1226,418.77

44,10:45-11:00,26.39091,24.2136,0,61.832812,125.5875,42.392196,0,21.82362,0,14.112,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,1.656,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,15.225,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,19.1226,418.77

45,11:00-11:15,26.39091,24.2136,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,2.208,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,19.1226,418.77

46,11:15-11:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,2.208,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,19.1226,418.77

47,11:30-11:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,2.208,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

48,11:45-12:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,2.208,0.5124,2.324,0,0,0,0,0,18.0276,53.214,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

49,12:00-12:15,26.39091,8.0712,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,26.496,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

50,12:15-12:30,26.39091,8.0712,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,26.496,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

51,12:30-12:45,26.39091,4.57368,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,4.416,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

52,12:45-13:00,26.39091,4.57368,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,1.9245,0,0,53.9325,2.208,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

53,13:00-13:15,26.39091,4.57368,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,0,0,0,53.9325,2.76,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

54,13:15-13:30,26.39091,4.57368,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,0,0,0,53.9325,2.76,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

55,13:30-13:45,26.39091,4.57368,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,0,0,0,53.9325,2.76,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

56,13:45-14:00,26.39091,4.57368,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,0,0,0,53.9325,2.76,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

57,14:00-14:15,26.39091,4.57368,0,61.832812,125.5875,42.392196,0,21.82362,0,13.986,0.80346,118.125,0,0,43.4676,0,0,435.435,0,0,0,87,679.493168,0,0,0,53.9325,2.76,0.5124,2.324,0,0,0,0,0,0,55.386,0,0,14.7,30.45,0,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,407.295

