Block,Time,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/03112023/30112023/IEX-231101-05680,NR/01102023/06022042/L_NR_2012_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/02112023/15112023/D20231102NR21539,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2020_06,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-09,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01112023/30112023/HP-10,NR/01102023/30042040/GNA_LT_36
11,02:30-02:45,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,15,0,0,0,190.560000,26.080000,2.550000,15,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,2.000000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

12,02:45-03:00,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,15,0,0,0,190.560000,26.080000,2.550000,15,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,2.000000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

13,03:00-03:15,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,15,0,0,0,190.560000,26.080000,2.550000,15,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

14,03:15-03:30,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,15,0,0,0,190.560000,26.080000,2.550000,15,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

15,03:30-03:45,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,15,0,0,0,190.560000,26.080000,2.550000,15,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

16,03:45-04:00,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,15,0,0,0,190.560000,26.080000,2.550000,15,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

17,04:00-04:15,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,190.560000,26.080000,2.550000,13.33,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

18,04:15-04:30,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,190.560000,26.080000,2.550000,13.33,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

19,04:30-04:45,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,190.560000,26.080000,2.550000,13.33,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

20,04:45-05:00,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,205.060000,26.080000,2.550000,13.33,89.860000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,71.890000,48.310000,48.970000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

21,05:00-05:15,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,86.960000,48.310000,58.120000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

22,05:15-05:30,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,96.620000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

23,05:30-05:45,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,261.450000,22.420000,2.550000,13.33,101.200000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,104.350000,48.310000,74.090000,144.93,48.310000,22.420000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

24,05:45-06:00,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,261.450000,22.420000,2.550000,13.33,101.200000,271.740000,6.61,0,2.020000,0.000000,26.090000,1.920000,117.880000,48.310000,74.090000,144.93,48.310000,22.420000,6.66,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

25,06:00-06:15,0,0,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,261.450000,25.300000,2.550000,13.33,101.200000,271.740000,6.61,0,1.940000,0.000000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,0.000000,231.280000,0.000000

26,06:15-06:30,0,1,20,6.67,0,0,0,0,0,0,0,0,6.66,13.33,0,0,0,261.450000,25.300000,2.550000,13.33,101.200000,271.740000,6.61,0,1.940000,0.000000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,0.000000,231.280000,0.000000

27,06:30-06:45,1.838403,5,20,6.67,0,0.32,0,0,0,0,0,0,6.66,13.33,0,0,1,261.450000,25.300000,2.550000,13.33,101.200000,271.740000,6.61,3,1.940000,0.010000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,0.010000,231.280000,0.010000

28,06:45-07:00,10.31062,10,20,6.67,0,1.08,0.33,0.02,3.5,1.5,0,0,6.66,13.33,0.1,0,4.19,261.450000,25.300000,2.550000,13.33,101.200000,271.740000,6.61,15,1.940000,0.020000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,0.020000,231.280000,0.020000

29,07:00-07:15,19.84308,18,20,6.67,0,2.55,2.33,0.45,7,3,0,0,6.66,13.33,2.24,1,20,261.450000,25.300000,2.510000,13.33,101.200000,271.740000,6.61,26.02,1.940000,0.240000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,0.240000,231.280000,0.240000

30,07:15-07:30,28.733558,27,20,6.67,2,5,5,1.79,10.5,4.5,0,0,6.66,13.33,8.93,4,27.98,261.450000,25.300000,2.510000,13.33,101.200000,271.740000,6.61,27.97,1.940000,0.700000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,0.700000,231.280000,0.720000

31,07:30-07:45,36.86533,29.98,20,6.67,4,9,4.42,3.78,14,6,0,0,6.66,13.33,18.92,9,29.98,261.450000,25.300000,2.510000,13.33,101.200000,271.740000,6.61,29.99,1.940000,1.510000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,1.510000,231.280000,1.550000

32,07:45:08:00,46.125434,30.48,20,6.67,6,12,10.92,6.58,22.4,9.6,0,0,6.66,13.33,32.93,12,30.48,261.450000,25.300000,2.510000,13.33,101.200000,271.740000,6.61,30.49,1.940000,2.560000,26.090000,1.850000,117.880000,48.310000,74.090000,144.93,48.310000,25.300000,6.66,48.310000,0.000000,0.000000,2.560000,231.280000,2.630000

33,08:00-08:15,55.599532,30.98,20,6.67,10,17,18,10.05,37.1,15.9,0,0,6.66,13.33,50.23,19,30.98,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,30.99,1.940000,3.680000,26.090000,1.850000,96.620000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,3.680000,231.280000,3.770000

34,08:15-08:30,65.161173,31.32,20,6.67,14,21.5,25.4,13.57,53.2,22.8,0,0,6.66,13.33,67.84,27,31.32,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,31.31,1.940000,4.840000,26.090000,1.850000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,4.840000,231.280000,4.970000

35,08:30-08:45,74.032197,32.17,20,6.67,17,25,33.03,17.55,66.5,28.5,0,0,6.66,13.33,87.74,34,32.17,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.16,1.940000,6.060000,26.090000,1.850000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,6.060000,231.280000,6.210000

36,08:45:09:00,82.163969,32.17,20,6.67,20,27.8,40.54,21.6,83.3,35.7,0,0,6.66,13.33,108.01,39,32.17,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.16,1.940000,7.170000,27.050000,1.850000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,7.170000,231.280000,7.340000

37,09:00:09:15,79.693311,32.33,20,6.67,22,30.5,47.46,25.39,98,42,0,0,6.34,13.33,126.93,44,32.33,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.34,1.940000,8.280000,27.050000,1.770000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,8.280000,231.280000,8.490000

38,09:15-09:30,87.377641,32.33,20,6.67,25,33,53.83,29.16,112,48,0,0,6.34,13.33,145.81,49,32.33,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.34,1.940000,9.360000,27.050000,1.770000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,9.360000,231.280000,9.600000

39,09:30-09:45,94.439443,32.33,20,6.67,27,36,59.95,32.52,124.6,53.4,0,0,6.34,13.33,162.63,53,32.33,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.34,1.940000,10.320000,28.020000,1.770000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,10.320000,231.280000,10.580000

40,09:45-10:00,101.121892,32.33,20,6.67,28,35.5,65.28,35.71,136.5,58.5,0,0,6.34,13.33,178.56,55,32.33,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.34,1.940000,11.200000,28.020000,1.770000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,11.200000,231.280000,11.480000

41,10:00-10:15,106.948365,32.33,20,6.67,30,37,70.22,38.76,136.5,58.5,0,0,6.34,13.33,193.79,59,32.33,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.34,1.940000,11.970000,28.990000,1.850000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,11.970000,231.280000,12.270000

42,10:15-10:30,111.986951,32.33,20,6.67,31,40,73.21,41.62,140,60,0,0,6.34,13.33,208.09,61,32.33,261.450000,26.080000,2.510000,13.33,101.200000,271.740000,6.61,32.34,1.940000,12.650000,28.990000,1.850000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,12.650000,231.280000,12.980000

43,10:30-10:45,111.344969,32.33,20,6.67,31,41,76.29,44.17,168,72,0,0,6.34,13,220.87,62,32.33,261.450000,26.080000,2.510000,13,101.200000,271.740000,6.61,32.34,1.940000,13.300000,28.990000,1.850000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.300000,231.280000,13.640000

44,10:45-11:00,115.683211,32.33,20,6.67,31,41.5,78.89,46,171.5,73.5,0,0,6.34,13,230,61,32.33,261.450000,26.080000,2.510000,13,101.200000,271.740000,6.61,32.34,1.940000,13.750000,28.990000,1.850000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

45,11:00-11:15,119.068207,32.33,20,6.67,32,42,81.06,46,175,75,0,0,6.34,13,230,64,32.33,261.450000,26.080000,2.510000,13,101.200000,271.740000,6.61,32.34,1.940000,13.750000,28.990000,1.920000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

46,11:15-11:30,122.141939,32.33,20,6.67,34,44,82.96,46,178.5,76.5,0,0,6.34,13,230,68,32.33,261.450000,26.080000,2.510000,13,101.200000,271.740000,6.61,32.34,1.940000,13.750000,28.990000,1.920000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

47,11:30-11:45,123.931707,32.33,20,6.67,35,44,84.03,46,182,78,0,0,6.34,13,230,70,32.33,261.450000,26.080000,2.510000,13,101.200000,271.740000,6.61,32.34,1.940000,13.750000,28.990000,1.920000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

48,11:45-12:00,124.330514,32.33,20,6.67,38,44,84.6,46,185.5,79.5,0,0,6.34,13,230,75,32.33,261.450000,26.080000,2.510000,13,101.200000,271.740000,6.61,32.34,1.940000,13.750000,28.020000,1.920000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

49,12:00-12:15,121.052515,32.33,20,6.67,38,44,85,46,189,81,0,0,6.34,13,230,77,32.33,261.450000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.020000,13.750000,28.020000,2.000000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

50,12:15-12:30,120.935791,32.33,20,6.67,38,43,84.67,46,189,81,0,0,6.34,13,230,77,32.33,261.450000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.020000,13.750000,28.020000,2.000000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

51,12:30-12:45,119.729643,32.33,20,6.67,38,43,84.88,46,189,81,0,0,6.34,13,230,77,32.33,261.450000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.020000,13.750000,28.020000,2.000000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

52,12:45-13:00,118.309501,32.33,20,6.67,38,43,84.22,46,189,81,0,0,6.34,13,230,77,32.33,261.450000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.020000,13.750000,28.020000,2.000000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

53,13:00-13:15,115.488671,32.33,20,6.67,40,43,83.2,46,189,81,0,0,6.34,13,230,80,32.33,234.700000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.100000,13.750000,28.020000,2.080000,67.630000,48.310000,58.120000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

54,13:15-13:30,111.870227,32.33,20,6.67,40,43,81.67,46,189,81,0,0,6.34,13,230,80,32.33,234.700000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.100000,13.750000,28.020000,2.080000,67.630000,48.310000,58.120000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.750000,231.280000,14.100000

55,13:30-13:45,113.436274,32.33,20,6.67,38,41,79.64,46,182,78,0,0,6.34,13,230,77,32.33,239.530000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.100000,13.330000,27.050000,2.080000,67.630000,48.310000,58.120000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,13.330000,231.280000,13.670000

56,13:45-14:00,108.242056,32.33,20,6.67,31,40,78.3,46,173.6,74.4,0,0,6.34,13,230,62,32.33,261.450000,26.080000,2.550000,13,101.200000,271.740000,6.61,32.34,2.100000,12.840000,27.050000,2.080000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,12.840000,231.280000,13.150000

57,14:00-14:15,101.783328,32.33,20,6.67,26,37,76.18,45.34,164.5,70.5,0,0,6.34,13,226.71,51,32.33,261.450000,26.080000,2.550000,13,101.200000,271.740000,7.21,32.34,2.170000,12.360000,28.020000,2.080000,67.630000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,12.360000,231.280000,12.670000

58,14:15-14:30,94.682618,32.33,20,6.67,23,35,73.33,43.38,157.5,67.5,0,0,6.34,13,216.92,47,32.33,261.450000,26.080000,2.550000,13,101.200000,271.740000,7.21,32.34,2.170000,11.860000,28.020000,2.080000,96.620000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,11.860000,231.280000,12.160000

59,14:30-14:45,86.725932,32.33,20,6.67,20,34,69.78,40.49,144.9,62.1,0,0,6.34,13.33,202.48,40,32.33,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,7.21,32.34,2.170000,11.140000,28.020000,2.080000,117.880000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,11.140000,231.280000,11.410000

60,14:45-15:00,78.876243,32.33,20,6.67,17,31,66.01,38,130.9,56.1,0,0,6.34,13.33,190.01,35,32.33,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,7.21,32.34,2.170000,10.510000,28.020000,2.080000,117.880000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,10.510000,231.280000,10.760000

61,15:00-15:15,69.723136,32.5,20,6.67,13,28,61.01,34.49,121.1,51.9,0,0,6.34,13.33,172.44,25,32.5,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,7.21,32.5,2.250000,9.680000,28.990000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,9.680000,231.280000,9.920000

62,15:15-15:30,60.803477,32.5,20,6.67,8,26,55.66,31.51,106.4,45.6,0,0,6.34,13.33,157.53,16,32.5,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,7.21,32.5,2.250000,8.910000,28.990000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,8.910000,231.280000,9.130000

63,15:30-15:45,51.611462,32.5,20,6.67,5,21,49.82,27.9,91,39,0,0,6.34,13.33,139.5,10,32.5,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,7.21,32.5,2.250000,7.620000,28.990000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,7.620000,231.280000,7.810000

64,15:45-16:00,42.759892,32.5,20,6.67,3,19,43.52,24.59,77,33,0,0,6.34,13.33,122.93,5,32.5,261.450000,26.080000,2.550000,13.33,101.200000,271.740000,7.21,32.5,2.250000,6.550000,28.990000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,6.550000,231.280000,6.710000

65,16:00-16:15,32.176916,32.67,20,6.67,0,15.5,36.74,20.56,63,27,0,0,5.66,10.72,102.83,1,32.67,261.450000,26.080000,2.600000,10.72,101.200000,271.740000,7.21,32.66,2.250000,5.600000,28.990000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,26.080000,6.66,48.310000,0.000000,0.000000,5.600000,231.280000,5.740000

66,16:15-16:30,24.132687,33,20,6.67,1,11.5,29.89,16.62,49,21,0,0,5.66,10.72,83.12,1,31.23,261.450000,22.900000,2.600000,10.72,101.200000,271.740000,7.21,33,2.250000,4.640000,28.990000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,22.900000,6.66,48.310000,0.000000,0.000000,4.640000,231.280000,4.760000

67,16:30-16:45,15.115758,28,17.5,5.83,1,8.5,22.66,12.61,35,15,0,0,5.66,10.71,63.03,1,11.65,261.450000,9.270000,2.600000,10.71,101.200000,271.740000,7.21,16.06,2.250000,3.500000,28.020000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,9.270000,5.84,48.310000,0.000000,0.000000,3.500000,231.280000,3.580000

68,16:45-17:00,9.474098,18,17.5,5.83,1,7,15.92,8.97,28,12,0,0,5.66,10.69,44.88,1,6,261.450000,9.270000,2.600000,10.69,101.200000,271.740000,7.21,3.23,2.250000,2.240000,28.020000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,9.270000,5.84,48.310000,0.000000,0.000000,2.240000,231.280000,2.300000

69,17:00-17:15,4.912135,10,17.5,5.83,1,5,8.81,5.85,21,9,0,0,5.66,10.96,29.26,3,3,261.450000,4.920000,2.600000,10.96,101.200000,271.740000,7.21,5,2.250000,1.330000,28.020000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,4.920000,5.84,48.310000,0.000000,0.000000,1.330000,231.280000,1.360000

