Block,Time,URI2,JHAJJAR,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,CHAMERA3,BSIUL,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,KOLDAM,NAPP,NJPC,RAPPB,RAPPC,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,KOTESHWR,TANAKPUR,PARBATI3,RIHAND1,RAMPUR,TEHRI,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
6,01:15-01:30,37.719948,667.076636,12.64,30.855471,691.086504,0,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.011547,2.501308,9.137237,5.8926,0,95.888555,0,36.398265,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.78,0.89,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023622,0

7,01:30-01:45,37.719948,667.076636,12.64,30.855471,691.086504,0,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.011547,2.501308,9.137237,0,0,95.888555,0,36.398265,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.78,0.89,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023622,0

8,01:45-02:00,37.719948,667.076636,0,30.855471,691.086504,0,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.011547,2.501308,9.137237,0,0,95.888555,0,24.265511,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.78,0.89,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023622,0

9,02:00-02:15,37.719948,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.011547,2.501308,9.137237,0,0,95.888555,0,12.132755,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.89,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

10,02:15-02:30,37.719948,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.011547,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.88,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

11,02:30-02:45,37.719948,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

12,02:45-03:00,37.719948,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

13,03:00-03:15,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.21,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023992,0

14,03:15-03:30,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.21,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023992,0

15,03:30-03:45,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.21,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023992,0

16,03:45-04:00,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.21,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023992,0

17,04:00-04:15,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023992,0

18,04:15-04:30,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.032621,2.501308,9.137237,0,0,95.888555,0,0,48.804,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023992,0

19,04:30-04:45,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.053695,2.501308,9.137237,0,0,95.888555,0,0,83.664,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.3,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

20,04:45-05:00,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.053695,2.501308,9.137237,0,0,95.888555,0,0,83.664,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,2.79,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

21,05:00-05:15,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,0,0,95.888555,0,0,83.664,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,2.29,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

22,05:15-05:30,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,48.126171,21.51372,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,0,0,95.888555,0.663309,0,83.664,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

23,05:30-05:45,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,13.248,1.78333,48.126171,53.138888,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,1.281,0,95.888555,1.634584,0,83.664,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.21,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

24,05:45-06:00,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,4.416,1.78333,48.126171,79.708333,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,1.281,0,95.888555,2.451875,0,83.664,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

25,06:00-06:15,36.506751,667.076636,13.983,30.855471,691.086504,10.456189,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,4.416,1.78333,48.126171,79.708333,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,1.281,0,95.888555,2.451875,0,83.664,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

26,06:15-06:30,36.506751,667.076636,13.983,30.855471,691.086504,20.912378,56.879503,4.276573,22.310403,19.6614,4.233846,22.966682,44.326064,27.350811,13.248,1.78333,48.126171,79.708333,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,1.281,0,95.888555,2.451875,0,83.664,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023807,0

27,06:30-06:45,36.506751,667.076636,28.045,30.855471,691.086504,31.368567,56.879503,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,48.126171,79.708333,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,1.281,0,95.888555,2.451875,0,48.804,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023622,0

28,06:45-07:00,36.506751,667.076636,28.045,30.855471,691.086504,31.368567,56.879503,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,48.126171,79.708333,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,1.281,0,95.888555,2.451875,0,48.804,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023622,0

29,07:00-07:15,36.506751,667.076636,28.045,30.855471,691.086504,31.368567,56.879503,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,48.126171,79.708333,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,6.0207,0,95.888555,2.451875,0,48.804,0,6.846994,35.479881,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023622,0

30,07:15-07:30,36.506751,667.076636,28.045,30.855471,691.086504,20.912378,56.879503,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,48.126171,53.138888,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,6.0207,0,95.888555,1.634584,0,48.804,0,6.846994,35.479881,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023622,0

31,07:30-07:45,36.506751,667.076636,28.045,30.855471,691.086504,10.456189,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,1.78333,48.126171,26.569445,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,6.0207,0,95.888555,0.817292,0,48.804,0,6.846994,35.479881,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023622,0

