Block,Time,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR4,DHAULIGNGA,JHAJJAR,SEWA2,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,RIHAND1,DADRT2,DULHASTI,RIHAND2,SALAL,RIHAND3,KOLDAM,PARBATI3,RAMPUR,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,0,42.66,0,0,103.96875,10.1199,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,27.93,147.515625,30.957,411.75

7,01:30-01:45,0,42.66,0,0,103.96875,10.1199,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,27.93,147.515625,30.957,411.75

8,01:45-02:00,0,42.66,0,0,103.96875,10.1199,0,21.82362,42.392196,26.39091,51.888,31.897382,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,27.93,147.515625,30.957,411.75

9,02:00-02:15,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,51.888,31.897382,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

10,02:15-02:30,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

11,02:30-02:45,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

12,02:45-03:00,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

13,03:00-03:15,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,32.41932,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

14,03:15-03:30,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,32.41932,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

15,03:30-03:45,0,42.66,0,0,103.96875,10.1199,0,21.82362,42.392196,26.39091,51.888,32.41932,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

16,03:45-04:00,0,42.66,0,0,103.96875,10.1199,0,21.82362,42.392196,26.39091,51.888,32.41932,0.89911,11.025,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,14.595,27.93,147.515625,30.957,411.75

17,04:00-04:15,0,42.66,0,0,103.96875,10.1199,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,15.985,27.93,147.515625,30.957,411.75

18,04:15-04:30,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,15.985,27.93,147.515625,30.957,411.75

19,04:30-04:45,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,15.985,27.93,147.515625,27.315,402.75

20,04:45-05:00,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,15.985,27.93,147.515625,27.315,402.75

21,05:00-05:15,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,15.985,27.93,147.515625,26.708,402.75

22,05:15-05:30,0,42.66,0,0,103.96875,9.7356,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,15.985,27.93,147.515625,26.708,402.75

23,05:30-05:45,0,42.66,0,0,103.96875,10.7604,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,16.485,15.985,27.93,147.515625,26.708,402.75

24,05:45-06:00,0,42.66,0,0,103.96875,10.7604,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,67.332,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,18.683,15.985,27.93,147.515625,26.708,402.75

25,06:00-06:15,0,42.66,0,0,103.96875,10.7604,0,21.82362,42.392196,26.39091,47.472,32.41932,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,27.93,147.515625,26.708,402.75

26,06:15-06:30,0,42.66,0,0,103.96875,10.7604,0,21.82362,42.392196,26.39091,51.888,32.41932,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,27.93,147.515625,26.708,402.75

27,06:30-06:45,0,42.66,0,0,103.96875,10.7604,0,21.82362,42.392196,26.39091,51.888,32.41932,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

28,06:45-07:00,0,42.66,0,0,103.96875,10.7604,0,21.82362,42.392196,26.39091,47.472,32.41932,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

29,07:00-07:15,0,42.66,0,0,103.96875,10.7604,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

30,07:15-07:30,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

31,07:30-07:45,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

32,07:45:08:00,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

33,08:00-08:15,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

34,08:15-08:30,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

35,08:30-08:45,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

36,08:45:09:00,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,27.93,147.515625,26.708,411.75

37,09:00:09:15,0,42.66,0,0,103.96875,6.405,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,22.491,147.515625,26.708,411.75

38,09:15-09:30,0,42.66,0,0,103.96875,6.405,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.29,22.491,147.515625,26.708,411.75

39,09:30-09:45,0,42.66,0,0,103.96875,3.843,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,22.491,147.515625,27.315,414

40,09:45-10:00,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,22.491,147.515625,27.315,414

41,10:00-10:15,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,22.491,147.515625,27.315,414

42,10:15-10:30,0,42.66,0,0,103.96875,12.4257,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,22.491,147.515625,27.315,414

43,10:30-10:45,0,42.66,0,0,103.96875,12.4257,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,27.93,147.515625,27.315,414

44,10:45-11:00,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,51.888,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,27.93,147.515625,27.315,414

45,11:00-11:15,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,51.888,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,26.46,147.515625,27.315,414

46,11:15-11:30,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,26.46,147.515625,27.315,414

47,11:30-11:45,0,42.66,0,0,103.96875,11.7852,0,21.82362,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

48,11:45-12:00,0,42.66,0,0,103.96875,11.7852,0,11.48281,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

49,12:00-12:15,0,42.66,0,0,103.96875,11.7852,0,12.33931,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,653.1525,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

50,12:15-12:30,0,42.66,0,0,103.96875,11.7852,0,13.76681,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

51,12:30-12:45,0,42.66,0,0,103.96875,11.7852,0,15.19431,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

52,12:45-13:00,0,42.66,0,0,103.96875,11.7852,0,16.62181,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,5.916,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

53,13:00-13:15,0,42.66,0,0,103.96875,11.7852,0,9.136,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,7.888,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

54,13:15-13:30,0,42.66,0,0,103.96875,11.7852,0,11.42,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,7.888,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,414

55,13:30-13:45,0,42.66,0,0,103.96875,12.4257,0,13.704,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,7.888,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,411.75

56,13:45-14:00,0,42.66,0,0,103.96875,12.4257,0,15.988,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,7.888,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,411.75

57,14:00-14:15,0,42.66,0,0,103.96875,12.4257,0,18.272,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,664.0557,15.804048,0,7.888,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,409.5

58,14:15-14:30,0,42.66,0,0,103.96875,12.4257,0,19.414,42.392196,26.39091,47.472,31.897382,0.89911,0,0,36.5917,655.7397,15.804048,0,7.888,39.1956,0,0,50.76,92,686.779958,0,118.125,0,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,39.456,39.456,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,15.985,25.872,147.515625,27.315,409.5

