Block,Time,CHAMERA2,RIHAND1,RAMPUR,NAPP,TEHRI,RIHAND3,DADRT2,DULHASTI,SINGRAULI,URI,KOLDAM,SINGRAULI_HYDRO,CHAMERA3,RIHAND2,RAPPC,NJPC,UNCHAHAR1,DHAULIGNGA,SALAL,JHAJJAR,URI2,KOTESHWR,TANAKPUR,BSIUL,PARBATI3,UNCHAHAR2,SEWA2,KISHANGANGA,TANDA2,CHAMERA1,UNCHAHAR3,UNCHAHAR4,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,FSTPP I & II,BRBCL,TALA,KHSTPP-II,SASAN
9,02:00-02:15,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

10,02:15-02:30,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

11,02:30-02:45,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.3306,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

12,02:45-03:00,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.3306,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

13,03:00-03:15,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

14,03:15-03:30,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

15,03:30-03:45,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

16,03:45-04:00,0,92,0,0,0,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

17,04:00-04:15,0,92,0,0,14.679,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

18,04:15-04:30,0,92,0,0,31.122,123.665625,683.129127,0,123.375,4.968,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

19,04:30-04:45,0,92,0,0,31.122,123.665625,683.129127,16.478852,123.375,4.416,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

20,04:45-05:00,0,92,0,0,31.122,123.665625,683.129127,16.478852,123.375,4.416,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,13.188,0,147.515625,418.77

21,05:00-05:15,0,92,0,0,31.122,123.665625,683.129127,16.478852,123.375,4.416,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

22,05:15-05:30,0,92,0,0,31.122,123.665625,683.129127,16.478852,123.375,4.416,0,0.59303,9.67784,118.125,54.3132,0,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

23,05:30-05:45,13.17004,92,0,0,31.122,123.665625,683.129127,16.478852,123.375,4.416,0,0.59303,9.67784,118.125,54.3132,18.94,10.91181,0,2.324,653.1525,5.3808,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

24,05:45-06:00,13.17004,92,0,0,46.683,123.665625,683.129127,32.957704,123.375,4.416,0,0.59303,9.67784,118.125,54.3132,37.88,10.91181,6.40685,2.324,653.1525,5.3808,8.874,3.843,0,3.819,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.6798,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

25,06:00-06:15,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,4.416,0,0.59303,19.35568,118.125,54.3132,61.555,10.91181,16.7767,2.324,653.1525,5.3808,8.874,3.843,2.2,16.350412,42.392196,3.999,0,0,7.031,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

26,06:15-06:30,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,4.416,0,0.59303,20.3744,118.125,54.3132,85.23,10.91181,27.408108,2.324,653.1525,5.3808,26.622,3.843,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

27,06:30-06:45,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,4.416,0,0.59303,20.3744,118.125,54.3132,113.64,10.91181,27.408108,2.324,653.1525,5.3808,26.622,3.843,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

28,06:45-07:00,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,4.416,0,0.59303,20.3744,118.125,54.3132,137.315,10.91181,27.408108,2.324,653.1525,5.3808,26.622,3.843,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

29,07:00-07:15,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,5.52,0,0.59303,20.3744,118.125,54.3132,140.3454,10.91181,27.408108,2.324,653.1525,5.3808,26.622,3.843,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

30,07:15-07:30,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,39.744,0,0.59303,20.3744,118.125,54.3132,140.3454,10.91181,27.408108,2.324,653.1525,5.3808,26.622,3.843,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

31,07:30-07:45,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,123.375,39.744,0,0.59303,20.3744,118.125,54.3132,118.375,10.91181,27.408108,2.324,653.1525,5.3808,26.622,2.562,13.0416,3.819,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

32,07:45:08:00,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,123.375,7.728,0,0.59303,19.35568,118.125,54.3132,87.4081,10.91181,18.272072,2.324,653.1525,5.3808,17.748,2.562,6.5208,0,42.392196,4.9321,0,0,14.04936,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

33,08:00-08:15,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,123.375,6.624,0,0.59303,19.35568,118.125,54.3132,75.76,10.91181,7.926,2.324,653.1525,5.3808,17.748,2.562,0,0,42.392196,0,0,0,8.69,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

34,08:15-08:30,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,6.624,0,0.59303,9.67784,118.125,54.3132,37.88,10.91181,0,2.324,653.1525,5.3808,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

35,08:30-08:45,26.34008,92,0,0,46.683,123.665625,683.129127,49.436556,123.375,6.624,0,0.59303,9.67784,118.125,54.3132,23.3909,10.91181,0,2.324,653.1525,5.3808,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

36,08:45:09:00,13.17004,92,0,0,46.683,123.665625,683.129127,32.957704,123.375,7.728,0,0.59303,9.67784,118.125,54.3132,19.2241,10.91181,0,2.324,653.1525,5.3808,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

37,09:00:09:15,13.17004,92,0,0,46.683,123.665625,683.129127,32.957704,123.375,39.744,0,0.59303,9.67784,118.125,54.3132,0,10.91181,0,2.324,653.1525,24.75168,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

38,09:15-09:30,13.17004,92,0,0,46.683,123.665625,683.129127,32.957704,123.375,39.744,0,0.59303,9.67784,118.125,54.3132,0,10.91181,0,2.324,653.1525,24.75168,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.4626,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

39,09:30-09:45,0,92,0,0,46.683,123.665625,683.129127,16.478852,123.375,7.728,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,24.75168,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.354,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

40,09:45-10:00,0,92,0,0,31.122,123.665625,683.129127,16.478852,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,12.782,653.1525,24.75168,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.354,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

41,10:00-10:15,0,92,0,0,15.561,123.665625,683.129127,16.478852,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,70.882,653.1525,24.75168,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

42,10:15-10:30,0,92,0,0,15.561,123.665625,683.129127,16.478852,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,70.882,653.1525,24.75168,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

43,10:30-10:45,0,92,0,0,7.56,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,70.882,653.1525,9.4164,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

44,10:45-11:00,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,70.882,653.1525,6.726,17.748,2.562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,17.325,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

45,11:00-11:15,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,12.782,653.1525,6.726,17.748,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

46,11:15-11:30,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

47,11:30-11:45,0,92,0,0,0,123.665625,683.129127,0,123.375,39.744,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

48,11:45-12:00,0,92,0,0,0,123.665625,683.129127,0,123.375,39.744,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

49,12:00-12:15,0,92,0,0,0,123.665625,683.129127,0,123.375,8.832,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

50,12:15-12:30,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

51,12:30-12:45,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

52,12:45-13:00,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

53,13:00-13:15,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

54,13:15-13:30,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,2.324,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

55,13:30-13:45,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,1.3944,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

56,13:45-14:00,0,92,0,0,0,123.665625,683.129127,0,123.375,6.624,0,0.59303,0,118.125,54.3132,0,10.91181,0,1.3944,653.1525,6.726,17.748,1.9215,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

57,14:00-14:15,0,92,0,0,0,123.665625,683.129127,0,123.375,4.416,0,0.59303,0,118.125,54.3132,0,10.91181,0,1.3944,653.1525,6.726,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

58,14:15-14:30,0,92,0,0,0,123.665625,683.129127,0,123.375,4.416,0,0.59303,0,118.125,54.3132,0,10.91181,0,1.3944,653.1525,6.726,8.874,3.843,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,16.8,14.7,0,0,11.946,42.0282,0,0,23.016,69.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,134.272,418.77

