Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/10/16/2350,GNA/NR/2024/10/01/3642,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/6101,NR/01082024/19092033/Chanju/TPDDL/01082024,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/10/01/8106,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/9582,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9072,NR/30092023/31122025/SH-07,GNA/NR/2024/10/16/4393,NR/01102023/19072037/LT-05
8,01:45-02:00,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,205.82,2.54,100.41,86.06,26.28,4.33,7,6.66,13.67,0,8.16,13.67,0,200,0,2.53,8.76,0,272.51,0,0,8.76,2.32,28.77,26.28,0,142.69,70.27

9,02:00-02:15,0,0,0,0,0,0,0,0,7.83,23.5,0,0,47.56,26.28,205.82,2.54,100.41,86.06,26.28,4.33,7,6.66,13.67,0,7.84,13.67,0,0,0,2.53,8.76,0,272.51,0,23.76,8.76,2.32,28.77,26.28,23.76,142.69,70.27

10,02:15-02:30,0,0,0,0,0,0,0,0,7.5,22.5,0,0,47.56,26.28,205.82,2.54,100.41,86.06,26.28,4.33,7,6.66,13.67,0,7.5,13.67,0,0,0,2.53,8.76,0,272.51,0,23.76,8.76,2.32,28.77,26.28,23.76,142.69,70.27

11,02:30-02:45,0,0,0,0,0,0,0,0,7.5,22.5,0,0,47.56,26.28,205.82,2.54,100.41,67.1,26.28,4.33,7,6.66,19.67,0,7.5,19.67,0,0,0,2.53,8.76,0,272.51,0,23.76,8.76,2.32,28.77,26.28,23.76,142.69,70.27

12,02:45-03:00,0,0,0,0,0,0,0,0,7.17,21.5,0,0,47.56,26.28,205.82,2.54,100.41,67.1,26.28,4.33,7,6.66,19,0,7.16,19,0,0,0,2.53,8.76,0,231.31,0,23.76,8.76,2.32,28.77,26.28,23.76,142.69,70.27

13,03:00-03:15,0,0,0,0,0,0,0,0,7.17,21.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,18.67,0,7.16,18.67,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.32,27.76,26.28,26.91,142.69,70.27

14,03:15-03:30,0,0,0,0,0,0,0,0,7,21,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,18.33,0,7,18.33,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.32,27.76,26.28,26.91,142.69,70.27

15,03:30-03:45,0,0,0,0,0,0,0,0,6.83,20.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,17.67,0,6.84,17.67,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.32,27.76,26.28,26.91,142.69,70.27

16,03:45-04:00,0,0,0,0,0,0,0,0,6.83,20.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,17,0,6.84,17,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.32,28.26,26.28,26.91,142.69,70.27

17,04:00-04:15,0,0,0,0,0,0,0,0,6.83,20.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,16.33,0,6.84,16.33,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.17,28.77,26.28,26.91,142.69,70.27

18,04:15-04:30,0,0,0,0,0,0,0,0,6.83,20.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,15,0,6.84,15,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.17,28.77,26.28,26.91,142.69,70.27

19,04:30-04:45,0,0,0,0,0,0,0,0,8.67,26,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,14,0,8.66,14,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.17,28.77,26.28,26.91,142.69,70.27

20,04:45-05:00,0,0,0,0,0,0,0,0,8.5,25.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.33,7,6.66,13,0,8.5,13,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.17,28.77,26.28,26.91,142.69,70.27

21,05:00-05:15,0,0,0,0,0,0,0,0,8.33,25,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,18.67,0,8.34,18.67,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.17,28.77,26.28,26.91,142.69,70.27

22,05:15-05:30,0,0,0,0,0,0,0,0,8.33,25,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,18.33,0,8.34,18.33,0,0,0,2.46,8.76,0,231.31,0,26.91,8.76,2.17,28.77,26.28,26.91,142.69,70.27

23,05:30-05:45,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,18,0,8.16,18,0,0,0,2.46,8.76,0,272.51,0,26.91,8.76,0.93,28.77,26.28,26.91,142.69,70.27

24,05:45-06:00,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,17.67,0,8.16,17.67,0,0,0,2.46,8.76,0,272.51,0,26.91,8.76,1.94,28.77,26.28,26.91,142.69,70.27

25,06:00-06:15,0,0,0,0,0,1,0,0,8,24,1,8.25,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,24,0,8,24,7.84,0,0,2.38,8.76,0,272.51,0,26.91,8.76,1.94,28.77,26.28,26.91,0,70.27

26,06:15-06:30,0,1,0,0,0,2,0,1,7.83,23.5,5,17.65,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,23.33,0.26,7.84,23.33,16.77,0,0,2.38,8.76,0,272.51,0,26.91,8.76,1.94,28.26,26.28,26.91,0,70.27

27,06:30-06:45,0,4,0,1,0.03,5,2,3,7.83,23.5,12,27.01,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,22.67,4.15,7.84,22.67,27.01,0,0.31,2.38,8.76,0.32,272.51,0.31,26.91,8.76,1.94,27.76,26.28,26.91,0,70.27

28,06:45-07:00,2,7,0.13,3,0.65,8,3,4,7.67,23,18,27.75,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,22.33,12.27,7.66,22.33,27.75,0,0.71,2.38,8.76,0.73,272.51,0.71,26.91,8.76,1.94,27.26,26.28,26.91,0,70.27

29,07:00-07:15,5,14,1.28,6,6.39,10,6,5,7.5,22.5,24,30,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,21.67,20.42,7.5,21.67,30,0,1.32,2.38,8.76,1.35,272.51,1.32,26.91,8.76,1.94,26.75,26.28,26.91,0,70.27

30,07:15-07:30,7,25,3.32,10,16.63,15,10,7,7.33,22,29.5,29.5,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,21,28.84,7.34,21,29.5,0,2.21,2.38,8.76,2.25,272.51,2.21,26.91,8.76,1.94,26.75,26.28,26.91,0,70.27

31,07:30-07:45,8,39,6.21,16,31.04,18,13,9,7.33,22,30.5,30.5,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,20,39.22,7.34,20,30.5,0,3.06,2.38,8.76,3.13,272.51,3.06,26.91,8.76,1.94,26.75,26.28,26.91,0,70.27

32,07:45-08:00,11,53,9.7,22,48.52,25,19,12,7.17,21.5,31,31,0,26.28,205.82,2.51,100.41,67.1,26.28,4.23,7,6.66,19.33,50.95,7.16,19.33,31,0,3.99,2.38,8.76,4.1,272.51,3.99,26.91,8.76,1.94,26.75,26.28,26.91,0,70.27

33,08:00-08:15,16,67,13.56,28,67.83,30,26,14,9.33,28,32.1,32.1,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,18.67,62.89,9.34,18.67,32.1,0,5.05,2.3,8.76,5.18,231.31,5.05,26.91,8.76,2.25,26.75,26.28,26.91,0,70.27

34,08:15-08:30,20,81,17.52,34,87.59,37,33,17,9,27,33,33,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,18.33,74.03,9,18.33,33,0,6.12,2.3,8.76,6.27,192.76,6.12,26.91,8.76,2.25,26.75,26.28,26.91,0,70.27

35,08:30-08:45,24,84,21.49,36,107.47,44,41,21,8.83,26.5,33,33,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,17.67,84.02,8.84,17.67,33,0,7.41,2.3,8.76,7.59,149.88,7.41,26.91,8.76,2.25,26.75,26.28,26.91,0,70.27

36,08:45-09:00,27,98,25.21,42,126.06,51,48,25,8.5,25.5,33,33,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,17,93.24,8.5,17,33,0,8.45,2.3,8.76,8.66,149.88,8.45,26.91,8.76,2.25,26.75,26.28,26.91,0,70.27

37,09:00-09:15,29,112,28.73,48,143.64,58,57,28,7.83,23.5,33,33,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,22,101.72,7.84,22,33,0,9.55,2.3,8.76,9.79,149.88,9.55,26.91,8.76,2.25,26.75,26.28,26.91,0,70.27

38,09:15-09:30,32,126,32.05,54,160.28,65,63,31,7.5,22.5,33,33,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,20.67,109.62,7.5,20.67,33,0,10.65,2.3,8.76,10.92,149.88,10.65,26.91,8.76,2.25,26.24,26.28,26.91,0,70.27

39,09:30-09:45,35,137,35.26,58,176.28,70,69,33,8.67,26,33,33,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,20,116.54,8.66,20,33,0,11.6,2.3,8.76,11.89,149.88,11.6,26.91,8.76,2.25,26.24,26.28,26.91,0,70.27

40,09:45-10:00,37,147,38.19,63,190.95,74,75,36,8.5,25.5,33,33,0,26.28,205.82,2.46,100.41,67.1,26.28,4.23,7,6.66,19.33,122.57,8.5,19.33,33,0,12.58,2.3,8.76,12.89,149.88,12.58,26.91,8.76,2.25,25.23,26.28,26.91,0,70.27

41,10:00-10:15,39,154,40.86,66,204.32,78,78,38,8.67,26,33,33,0,26.28,205.82,2.54,100.41,67.1,26.28,4.23,7,6.66,16.67,127.82,8.66,16.67,33,0,13.23,2.3,8.76,13.55,149.88,13.23,26.91,8.76,2.32,0,26.28,26.91,0,70.27

42,10:15-10:30,41,161,43.16,69,215.83,83,83,39,8.33,25,33,33,0,26.28,205.82,2.54,100.41,67.1,26.28,4.23,7,6.66,15.67,132.4,8.34,15.67,33,0,14.19,2.3,8.76,14.54,149.88,14.19,26.91,8.76,2.32,0,26.28,26.91,0,70.27

43,10:30-10:45,43,168,45.29,72,226.44,85,88,41,8.17,24.5,33,33,0,26.28,205.82,2.54,96.78,67.1,26.28,4.23,7,6.66,13.33,136.54,8.16,13.33,33,0,14.83,2.3,8.76,15.19,149.88,14.83,26.91,8.76,2.32,0,26.28,26.91,0,70.27

44,10:45-11:00,44,175,46.67,75,233.33,88,90,42,8,24,33,33,0,26.28,205.82,2.54,96.78,67.1,26.28,4.23,7,6.66,12.67,140.09,8,12.67,33,0,15.24,2.3,8.76,15.62,149.88,15.24,26.91,8.76,2.32,0,26.28,26.91,0,70.27

45,11:00-11:15,45,182,46.67,78,233.33,92,90,44,6.33,19,33,33,0,26.28,205.82,2.54,80,67.1,26.28,4.23,7,6.66,11.67,143.15,6.34,11.67,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.32,0,26.28,26.91,0,70.27

46,11:15-11:30,45,189,46.67,81,233.33,93,91,44,6.33,19,33,33,0,26.28,205.82,2.54,82.89,67.1,26.28,4.23,7,6.66,11,145.55,6.34,11,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.32,0,26.28,26.91,0,70.27

47,11:30-11:45,46,189,46.67,81,233.33,93,91,45,6.33,19,33,33,0,26.28,205.82,2.54,100.41,67.1,26.28,4.23,7,6.66,11,147.22,6.34,11,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.32,0,26.28,26.91,0,70.27

48,11:45-12:00,46,189,46.67,81,233.33,93,91,45,6.33,19,33,33,0,26.28,205.82,2.54,100.41,67.1,26.28,4.23,7,6.66,11,148.17,6.34,11,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.32,0,26.28,26.91,0,70.27

49,12:00-12:15,46,193,46.67,82,233.33,93,91,45,6.33,19,33,33,0,26.28,205.82,2.59,88.67,67.1,26.28,4.14,7,6.66,11,148.27,6.34,11,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.48,0,26.28,26.91,0,70.27

50,12:15-12:30,46,193,46.67,82,233.33,93,91,45,6.33,19,33,33,0,26.28,205.82,2.59,93.49,67.1,26.28,4.14,7,6.66,11,147.42,6.34,11,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.48,0,26.28,26.91,0,70.27

51,12:30-12:45,46,193,46.67,82,233.33,91,91,44,6.33,19,33,33,0,26.28,205.82,2.59,100.41,67.1,26.28,4.14,7,6.66,11,145.58,6.34,11,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.48,0,26.28,26.91,0,70.27

52,12:45-13:00,46,193,46.67,82,233.33,91,91,43,6.33,19,33,33,0,26.28,205.82,2.59,96.38,67.1,26.28,4.14,7,6.66,11,142.91,6.34,11,33,0,15.28,2.3,8.76,15.66,149.88,15.28,26.91,8.76,2.48,0,26.28,26.91,0,70.27

53,13:00-13:15,45,193,46.67,82,233.33,91,91,43,6.33,19,33,33,0,26.28,205.82,2.59,86.74,67.1,26.28,4.14,7,6.66,11,139.35,6.34,11,33,0,15.28,2.53,8.76,15.66,149.88,15.28,26.91,8.76,2.48,0,26.28,26.91,0,70.27

54,13:15-13:30,44,186,46.67,79,233.33,90,91,43,6.33,19,33,33,0,26.28,205.82,2.59,82.89,67.1,26.28,4.14,7,6.66,11,135.07,6.34,11,33,0,15.28,2.53,8.76,15.66,149.88,15.28,26.91,8.76,2.48,0,26.28,26.91,0,70.27

55,13:30-13:45,43,182,46.67,78,233.33,89,91,42,6.33,19,33,33,0,26.28,205.82,2.59,79.03,67.1,26.28,4.14,7,6.66,11,130.49,6.34,11,33,0,15.28,2.53,8.76,15.66,149.88,15.28,26.91,8.76,2.48,0,26.28,26.91,0,70.27

56,13:45-14:00,43,175,46.67,75,233.33,85,90,41,6.33,19,33,33,0,26.28,205.82,2.59,84.81,67.1,26.28,4.14,7,6.66,11,124.89,6.34,11,33,0,15.24,2.53,8.76,15.62,149.88,15.24,26.91,8.76,2.48,0,26.28,26.91,0,70.27

57,14:00-14:15,40,175,46.09,75,230.45,81,88,39,6.33,19,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,7,6.66,11,118.96,6.34,11,33,0,14.85,2.68,8.76,15.22,149.88,14.85,26.91,8.76,2.63,25.74,26.28,26.91,0,70.27

58,14:15-14:30,38,168,43.99,72,219.96,78,84,37,6.33,19,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,7,6.66,11,112.22,6.34,11,33,0,14.4,2.68,8.76,14.75,149.88,14.4,23.76,8.76,2.63,26.24,26.28,23.76,0,70.27

59,14:30-14:45,36,158,41.69,67,208.48,72,79,35,7.17,21.5,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,9.4,6.66,11,104.6,7.16,11,33,0,13.92,2.68,8.76,14.28,149.88,13.92,26.91,8.76,2.63,26.75,26.28,26.91,0,70.27

60,14:45-15:00,35,147,39.04,63,195.21,65,75,31,7.17,21.5,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,9.8,6.66,11,96.29,7.16,11,33,0,13.3,2.68,8.76,13.64,192.76,13.3,26.91,8.76,2.63,27.26,26.28,26.91,0,70.27

61,15:00-15:15,33,133,36.29,57,181.48,58,71,28,7.17,21.5,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,10,6.66,11,87.91,7.16,11,33,0,12.47,2.76,8.76,12.79,231.31,12.47,26.91,8.76,2.63,27.26,26.28,26.91,0,70.27

62,15:15-15:30,30,119,33.24,51,166.18,53,65,25,7.17,21.5,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,10.4,6.66,11,77.96,7.16,11,33,0,11.74,2.76,8.76,12.02,272.51,11.74,25.19,8.76,2.63,28.26,26.28,25.19,0,70.27

63,15:30-15:45,27,105,29.91,45,149.54,46,58,22,7.17,21.5,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,10.6,6.66,11,67.63,7.16,11,33,0,9.74,2.76,8.76,9.98,272.51,9.74,25.19,8.76,2.63,28.77,26.28,25.19,0,70.27

64,15:45-16:00,25,91,26.68,39,133.41,39,54,18,7.17,21.5,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,11,6.66,11,56.76,7.16,11,33,0,9,2.76,8.76,9.23,272.51,9,25.19,8.76,2.63,29.27,26.28,25.19,0,70.27

65,16:00-16:15,21,84,23.35,36,116.73,31,46,15,7.17,21.5,33,33,0,26.28,205.82,2.69,100.41,67.1,26.28,4.14,12.01,6.66,11,45.32,7.16,11,33,0,8.12,2.76,8.76,8.33,272.51,8.12,26.91,8.76,2.32,29.27,26.28,26.91,0,70.27

66,16:15-16:30,17,70,19.85,30,99.23,24,38,11,7.17,21.5,33,33,0,26.28,254.01,2.69,100.41,86.06,26.28,4.14,12.01,6.66,11,33.81,7.16,11,33,0,7.25,2.76,8.76,7.43,272.51,7.25,26.91,8.76,2.32,29.27,26.28,26.91,0,70.27

67,16:30-16:45,13,56,16.02,24,80.1,16,30,8,7.17,21.5,33,33,0,26.28,261.67,2.69,100.41,86.06,26.28,4.14,12.01,6.66,11,23.07,7.16,11,33,0,6.29,2.76,8.76,6.46,272.51,6.29,25.19,8.76,2.32,29.27,26.28,25.19,0,70.27

68,16:45-17:00,11,42,12.28,18,61.38,10,23,5,7.17,21.5,21,33,0,26.28,261.67,2.69,100.41,86.06,26.28,4.14,11.41,6.66,12.67,14.36,7.16,12.67,33,0,5.34,2.76,8.76,5.47,272.51,5.34,25.19,8.76,2.32,29.27,26.28,25.19,0,70.27

69,17:00-17:15,7,28,8.61,12,43.06,7,16,3,7.17,21.5,15,29.57,0,26.28,261.67,2.69,100.41,86.06,37.23,4.14,17.01,7,15,8.8,7.16,15,32.09,0,4.44,2.76,8.76,4.56,272.51,4.44,8.78,8.76,2.4,30.28,26.28,8.78,0,66.12

70,17:15-17:30,5,14,5.25,6,26.26,5,12,2,7.17,21.5,8,15.56,0,26.28,261.67,2.69,100.41,86.06,37.23,4.14,16.81,7.34,19,5.35,7.16,19,14.39,0,3.65,2.76,8.76,3.74,272.51,3.65,8.78,8.76,2.4,30.28,26.28,8.78,0,66.12

71,17:30-17:45,2,4,2.54,1,12.69,1,8,1,8.33,25,2,3,0,26.28,261.67,2.69,100.41,86.06,37.23,4.14,16.01,7.34,18.67,1.65,8.34,18.67,9.89,0,2.79,2.76,8.76,2.86,272.51,2.79,25.19,8.76,2.4,30.78,26.28,25.19,0,66.12

72,17:45-18:00,0,1,0.82,0,4.11,0,5,0,8.83,26.5,0,2,0,26.28,261.67,2.69,100.41,86.06,37.23,4.14,13.61,7.66,17.33,0,8.84,17.33,6.43,0,2.02,2.76,8.76,2.06,272.51,2.02,25.19,8.76,2.4,30.78,26.28,25.19,0,66.12

73,18:00-18:15,0,0,0.05,0,0.23,0,2,0,9.17,27.5,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.14,17.01,8.34,17.33,0,9.16,17.33,0,125,1.45,2.68,8.76,1.49,272.51,1.45,23.45,8.76,2.32,30.78,26.28,32,0,66.12

74,18:15-18:30,0,0,0,0,0,0,0,0,9.17,27.5,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.14,16.81,8.34,18,0,9.16,18,0,125,1.02,2.68,8.76,1.05,272.51,1.02,23.45,8.76,2.32,30.78,26.28,32,0,66.12

75,18:30-18:45,0,0,0,0,0,0,0,0,9.33,28,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.14,17.01,8.34,18.67,0,9.34,18.67,0,125,0.53,2.68,8.76,0.54,272.51,0.53,32,8.76,2.32,30.78,26.28,32,0,66.12

76,18:45-19:00,0,0,0,0,0,0,0,0,9.67,29,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.14,16.61,8.34,19.33,0,9.66,19.33,0,125,0.25,2.68,8.76,0.26,272.51,0.25,32,8.76,2.32,30.78,26.28,32,0,66.12

77,19:00-19:15,0,0,0,0,0,0,0,0,9.67,29,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.23,15.01,8.34,19.33,0,9.66,19.33,0,125,0,2.91,8.76,0,272.51,0,32,8.76,2.32,30.78,26.28,32,0,66.12

78,19:15-19:30,0,0,0,0,0,0,0,0,9.67,29,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.23,13.61,8.34,19,0,9.66,19,0,125,0,2.91,8.76,0,272.51,0,32,8.76,2.32,30.28,26.28,32,0,66.12

79,19:30-19:45,0,0,0,0,0,0,0,0,9.5,28.5,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.23,8.4,8.34,19,0,9.5,19,0,125,0,2.91,8.76,0,272.51,0,31.5,8.76,2.95,30.28,26.28,31.5,0,66.12

80,19:45-20:00,0,0,0,0,0,0,0,0,9.33,28,0,0,0,26.28,261.67,2.59,100.41,86.06,37.23,4.23,7.8,8.34,18,0,9.34,18,0,125,0,2.91,8.76,0,272.51,0,31.5,8.76,2.95,30.28,26.28,31.5,0,66.12

81,20:00-20:15,0,0,0,0,0,0,0,0,9,27,0,0,0,26.28,261.67,2.51,100.41,86.06,37.23,4.23,7.4,8,17.67,0,9,17.67,0,200,0,2.83,8.76,0,272.51,0,3.78,8.76,2.95,30.28,26.28,3.78,0,66.12

82,20:15-20:30,0,0,0,0,0,0,0,0,8.83,26.5,0,0,0,26.28,261.67,2.51,100.41,86.06,37.23,4.23,7,8,17,0,8.84,17,0,200,0,2.83,8.76,0,272.51,0,3.78,8.76,2.95,30.28,26.28,3.78,0,66.12

83,20:30-20:45,0,0,0,0,0,0,0,0,8.5,25.5,0,0,0,26.28,261.67,2.51,100.41,86.06,37.23,4.23,7,7.66,17,0,8.5,17,0,200,0,2.83,8.76,0,272.51,0,3.78,8.76,2.95,29.77,26.28,3.78,0,66.12

84,20:45-21:00,0,0,0,0,0,0,0,0,8.33,25,0,0,0,26.28,261.67,2.51,100.41,86.06,37.23,4.23,7,7.34,17.33,0,8.34,17.33,0,200,0,2.83,8.76,0,272.51,0,3.78,8.76,2.95,29.77,26.28,3.78,0,66.12

