Block,Time,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/MC120240501NR23436,NR/01102023/22052037/LT-59,NR/01052024/31052024/DC20240501NR23728,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/DC20240501NR23726,NR/30092023/26122029/SH-06,NR/16042024/31052024/IEX_240323_06618,NR/30092023/31122025/SH-07,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/DC20240501NR23727,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/2-R1,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/19072037/LT-05,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/DC20240501NR23735,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16
1,00:00-00:15,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,30.930000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.990000,262.460000,19.330000,28.260000,0,0,26.5,22.67,0,8.34,0,8.84,8.83,22.67,0,0,0,0,0,0,0,0,0,0

2,00:15-00:30,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,30.930000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.990000,262.460000,19.330000,28.260000,0,0,26,22.33,0,8,0,8.66,8.67,22.33,0,0,0,0,0,0,0,0,0,0

3,00:30-00:45,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,30.930000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.990000,262.460000,19.330000,28.260000,0,0,25.5,22,0,7.66,0,8.5,8.5,22,0,0,0,0,0,0,0,0,0,0

4,00:45-01:00,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,30.930000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.990000,262.460000,19.330000,28.260000,0,0,22,15,0,7.34,0,7.34,7.33,15,0,0,0,0,0,0,0,0,0,0

5,01:00-01:15,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,30.930000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.810000,262.460000,19.330000,28.260000,0,0,22,15,0,7.34,0,7.34,7.33,15,0,0,0,0,0,0,0,0,0,0

6,01:15-01:30,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,30.930000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.810000,262.460000,19.330000,28.260000,0,0,22,15,0,7.34,0,7.34,7.33,15,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,16.390000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.810000,262.460000,19.330000,28.260000,0,0,22,15,0,7.34,0,7.34,7.33,15,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,87.200000,7.01,39.630000,14.500000,8.250000,6.770000,16.120000,13.750000,100.710000,4.830000,16.390000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.460000,0.000000,7.810000,262.460000,19.330000,28.260000,0,0,22,14.67,0,7.34,0,7.34,7.33,14.67,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,87.200000,7.01,39.630000,14.500000,8.090000,6.770000,16.120000,13.660000,100.710000,4.830000,24.200000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.630000,262.460000,19.330000,28.260000,0,0,22,14.67,0,7.34,0,7.34,7.33,14.67,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,87.200000,7.01,39.630000,14.500000,8.090000,6.770000,16.120000,13.660000,100.710000,4.830000,24.200000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.630000,262.460000,19.330000,28.260000,0,0,22,14.67,0,7.34,0,7.34,7.33,14.67,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,87.200000,7.01,39.630000,14.500000,8.090000,6.770000,16.120000,13.660000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.630000,262.460000,19.330000,28.260000,0,0,22,14.67,0,7.34,0,7.34,7.33,14.67,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,79.550000,7.01,39.630000,14.500000,8.090000,6.770000,16.120000,13.660000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.630000,262.460000,19.330000,28.260000,0,0,22,14.67,0,7,0,7.34,7.33,14.67,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,76.650000,7.01,39.630000,14.500000,8.090000,6.770000,16.120000,13.560000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.530000,262.460000,19.330000,28.260000,0,0,27.5,14.67,0,6.66,0,9.16,9.17,14.67,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,76.650000,7.01,39.630000,14.500000,8.090000,6.770000,16.120000,13.560000,82.170000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.530000,262.460000,19.330000,28.260000,0,0,28,14.67,0,6.66,0,9.34,9.33,14.67,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,76.650000,7.01,39.630000,14.500000,7.930000,6.770000,16.120000,13.560000,82.170000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.530000,262.460000,19.330000,28.260000,0,0,28.5,14.67,0,6.66,0,9.5,9.5,14.67,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,76.650000,7.01,39.630000,14.500000,7.930000,6.770000,16.120000,13.560000,82.170000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.380000,0.000000,7.530000,262.460000,19.330000,28.260000,0,0,28.5,14.67,0,6.66,0,9.5,9.5,14.67,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,76.650000,7.01,39.630000,14.500000,7.930000,6.770000,16.120000,13.480000,82.170000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.230000,0.000000,7.430000,262.460000,19.330000,27.750000,0,0,29.5,14.67,0,6.66,0,9.84,9.83,14.67,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,76.650000,7.01,39.630000,14.500000,7.930000,6.770000,16.120000,13.480000,82.170000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.230000,0.000000,7.430000,262.460000,19.330000,27.750000,0,0,29.5,14.67,0,6.66,0,9.84,9.83,14.67,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,76.650000,7.01,39.630000,14.500000,7.930000,6.770000,16.120000,13.480000,77.340000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.230000,0.000000,7.430000,262.460000,19.330000,27.750000,0,0,30,14.33,0,6.66,0,10,10,14.33,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,76.650000,7.01,39.630000,14.500000,7.930000,6.770000,16.120000,13.480000,77.340000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.230000,0.000000,7.430000,262.460000,19.330000,27.250000,0,0,29.5,14,0,6.66,0,9.84,9.83,14,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,76.650000,7.01,39.630000,14.500000,7.770000,6.770000,16.120000,13.380000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.150000,0.000000,7.250000,262.460000,19.330000,27.250000,0,0,44,35,0,11.66,0,14.66,14.67,35,0,0,0,0.08,0,0.02,0,0,0,0

22,05:15-05:30,76.650000,7.01,39.630000,14.500000,7.770000,6.770000,16.120000,13.380000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,57.970000,29.070000,58.000000,0.000000,273.330000,19.330000,8.150000,0.000000,7.250000,262.460000,19.330000,27.250000,0,0,43,34,0,11.34,0,14.34,14.33,34,0,0,0,0.34,0,0.07,0,0,0,0

23,05:30-05:45,76.650000,7.01,39.630000,14.500000,7.770000,6.770000,16.120000,13.380000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,8.150000,0.000000,7.250000,262.460000,19.330000,27.250000,0,0,42,33,0,11,0,14,14,33,0,0,0,0.76,0,0.15,0,0,0,0

24,05:45-06:00,57.710000,7.01,39.630000,14.500000,7.770000,6.770000,16.120000,13.380000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,8.150000,0.000000,7.250000,262.460000,19.330000,27.250000,0,0,41,32,0,10.66,1.919174,13.66,13.67,32,0,0.2,0,1.34,0,0.27,0,0,0,0

25,06:00-06:15,57.710000,7.01,39.630000,14.500000,7.000000,6.770000,16.120000,13.290000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.000000,5.800000,0.000000,48.340000,48.340000,0.000000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,8.070000,0.000000,7.150000,262.460000,19.330000,26.240000,0,5.31,60,51,8.56,17,4.179318,20,20,51,0,1,0,4.2,1,0.84,0,1,0,1

26,06:15-06:30,57.710000,7.01,39.630000,14.500000,7.000000,6.770000,16.120000,13.290000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.040000,5.800000,0.000000,48.340000,48.340000,0.040000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,8.070000,0.040000,7.150000,216.410000,19.330000,26.240000,2,14.95,58.5,50,16.33,16.66,8.52425,19.5,19.5,50,0,2,1,8.48,4,1.69,0.43,1,0,2

27,06:30-06:45,57.710000,7.01,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.270000,5.800000,0.000000,48.340000,48.340000,0.260000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,8.070000,0.260000,7.150000,199.970000,19.330000,25.730000,7,26.16,27.5,20,17.16,7.34,13.531638,9.16,9.17,20,0,5,3,14.07,7,2.81,2.01,3,0,5

28,06:45-07:00,57.710000,7.01,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,0.710000,5.800000,0.000000,48.340000,48.340000,0.690000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,8.070000,0.690000,7.150000,199.970000,19.330000,25.730000,17,29.98,27,19.33,25.47,7.34,19.376838,9,9,19.33,0,6,4,21.02,14,4.2,4.34,6,0,8

29,07:00-07:15,57.710000,7.01,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,100.710000,4.830000,24.980000,48.340000,30.930000,0.000000,1.230000,5.800000,0.000000,48.340000,48.340000,1.200000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,7.920000,1.200000,7.070000,153.630000,19.330000,25.730000,25.61,25.62,26,18.67,25.62,7.34,26.01114,8.66,8.67,18.67,0,8,5,29.22,21,5.84,10,9,0,11

30,07:15-07:30,57.710000,7.01,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,1.980000,5.800000,0.000000,48.340000,48.340000,1.930000,46.400000,33.160000,29.070000,58.000000,0.000000,232.010000,19.330000,7.920000,1.930000,7.070000,108.120000,19.330000,25.730000,25.81,25.82,25,18,25.82,7.34,33.113058,8.34,8.33,18,0,10.96,8,42.28,35,8.46,16,15,0,16

31,07:30-07:45,57.710000,7.01,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,3.060000,5.800000,0.000000,48.340000,48.340000,2.980000,46.400000,33.160000,29.070000,58.000000,0.000000,193.340000,19.330000,7.690000,2.980000,7.070000,108.110000,19.330000,25.730000,27.49,27.48,40,24,27.48,15,39.591488,13.34,13.33,24,0,16.11,10,56.99,49,11.4,21.67,21,0,20

32,07:45:08:00,57.710000,7.01,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,3.960000,5.800000,0.000000,48.340000,48.340000,3.870000,46.400000,33.160000,29.070000,58.000000,0.000000,193.340000,19.330000,7.690000,3.870000,7.070000,108.110000,19.330000,26.240000,28.65,28.65,39.5,23.33,28.65,14.66,47.472766,13.16,13.17,23.33,0,20.21,14,73.87,63,14.77,27.67,27,0,28

33,08:00-08:15,57.710000,13,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,5.190000,5.800000,0.000000,48.340000,48.340000,5.060000,46.400000,33.160000,29.070000,58.000000,0.000000,150.330000,19.330000,7.690000,5.060000,6.970000,108.110000,19.330000,26.750000,29.31,29.32,38.5,22.67,29.32,14,55.57811,12.84,12.83,22.67,0,23.87,17,90.89,74,18.18,33.67,31,0,35

34,08:15-08:30,57.710000,12.8,39.630000,14.500000,7.310000,6.770000,12.320000,13.290000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,6.300000,5.800000,0.000000,48.340000,48.340000,6.150000,46.400000,33.160000,29.070000,58.000000,0.000000,150.330000,19.330000,7.690000,6.150000,6.970000,108.110000,19.330000,27.250000,30.5,30.5,37.5,22,30.5,13.34,63.927004,12.5,12.5,22,0,27.13,21,107.93,88,21.58,39.33,37,0,41

35,08:30-08:45,57.710000,12.41,39.630000,14.500000,5.440000,6.770000,12.320000,13.290000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,7.460000,5.800000,0.000000,48.340000,48.340000,7.280000,46.400000,33.160000,29.070000,58.000000,0.000000,150.330000,19.330000,7.690000,7.280000,6.690000,108.110000,19.330000,27.750000,30.5,30.5,36,21,30.5,12.66,71.40886,12,12,21,0,30.23,24,124.93,102,24.99,48.05,43,0,48

36,08:45:09:00,57.710000,11.61,39.630000,14.500000,5.440000,6.770000,12.320000,13.290000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,8.540000,5.800000,0.000000,48.340000,48.340000,8.330000,46.400000,33.160000,29.070000,58.000000,0.000000,150.330000,19.330000,7.690000,8.330000,6.690000,108.110000,19.330000,28.260000,30.5,30.5,34.5,20,30.5,12.34,78.803038,11.5,11.5,20,0,33.03,28,142.4,116,28.48,55.38,49,0,55

37,09:00:09:15,57.710000,8.01,39.630000,14.500000,6.230000,6.770000,12.320000,13.200000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,9.640000,5.800000,0.000000,48.340000,48.340000,9.410000,46.400000,33.160000,29.070000,58.000000,0.000000,150.330000,19.330000,7.530000,9.410000,6.550000,108.110000,19.330000,28.260000,30.5,30.5,33,33.33,30.5,6.66,85.865988,11,11,33.33,0,34.02,30,157.83,133,31.56,62.28,57,0,60

38,09:15-09:30,57.710000,8.01,39.630000,14.500000,6.230000,6.770000,12.320000,13.200000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,10.570000,5.800000,0.000000,48.340000,48.340000,10.310000,46.400000,33.160000,29.070000,58.000000,0.000000,193.340000,19.330000,7.530000,10.310000,6.550000,108.110000,19.330000,28.760000,30.5,30.5,31.5,32.67,30.5,6.66,92.422354,10.5,10.5,32.67,0,36.71,34,173.03,147,34.61,68.72,63,0,69

39,09:30-09:45,57.710000,7.21,39.630000,14.500000,6.230000,6.770000,12.320000,13.200000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,11.490000,5.800000,0.000000,48.340000,48.340000,11.200000,46.400000,33.160000,29.070000,58.000000,0.000000,232.010000,19.330000,7.080000,11.200000,6.550000,127.440000,19.330000,29.270000,30.5,30.5,21.5,17,30.5,6.66,98.501362,7.16,7.17,17,0,39.34,38,187,154,37.4,74.7,66,0,76

40,09:45-10:00,57.710000,7.21,39.630000,14.500000,6.230000,6.770000,12.320000,13.200000,53.170000,4.830000,24.980000,48.340000,30.930000,0.000000,12.310000,5.800000,0.000000,48.340000,48.340000,12.000000,46.400000,33.160000,29.070000,58.000000,0.000000,273.330000,19.330000,7.080000,12.000000,6.550000,164.130000,19.330000,29.770000,30.4,30.4,21.5,16,30.4,6.66,104.366046,7.16,7.17,16,0,41.54,39,200.04,165,40.01,80.01,70,0,78

41,10:00-10:15,57.710000,7.21,39.630000,14.500000,6.230000,0.000000,12.320000,13.110000,53.170000,0.000000,24.980000,48.340000,30.930000,0.000000,13.010000,0.000000,0.000000,0.000000,0.000000,12.680000,0.000000,57.970000,29.070000,0.000000,0.000000,273.330000,19.330000,6.920000,12.680000,6.420000,164.130000,19.330000,29.770000,30.4,30.4,21,15,30.4,6.66,109.003238,7,7,15,0,42.96,42,218.43,175,43.68,84.62,75,0,84

42,10:15-10:30,57.710000,7.21,39.630000,14.500000,6.230000,0.000000,12.320000,13.110000,53.170000,0.000000,24.980000,48.340000,30.930000,0.000000,13.620000,0.000000,0.000000,0.000000,0.000000,13.280000,0.000000,57.970000,29.070000,0.000000,0.000000,273.330000,19.330000,6.920000,13.280000,6.420000,164.130000,19.330000,29.770000,30.4,30.4,21,15,30.4,6.66,112.364228,7,7,15,0,44.8,45,227.2,182,45.44,88.8,78,0,90

43,10:30-10:45,57.710000,7.21,39.630000,14.500000,6.230000,0.000000,12.320000,13.110000,53.170000,0.000000,24.980000,48.340000,30.930000,0.000000,14.550000,0.000000,0.000000,0.000000,0.000000,14.200000,0.000000,57.970000,29.070000,0.000000,0.000000,273.330000,19.330000,6.920000,14.200000,5.950000,164.130000,19.330000,29.770000,30.4,30.4,21,15,30.4,6.66,114.9556,7,7,15,0,45,47,229.17,186,45.83,91.13,79,0,94

