Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-20.00,9.61,-1.30,11.83,-35.00,0.00,-115.00
00:15 - 00:30,-9.00,9.61,-1.30,11.73,-35.00,0.00,-119.00
00:30 - 00:45,-17.00,14.42,-1.30,11.54,-35.00,0.00,-112.00
00:45 - 01:00,-16.00,12.50,-1.30,11.44,-35.00,0.00,-115.00
01:00 - 01:15,0.00,0.00,-1.30,11.05,-35.00,0.00,-65.00
01:15 - 01:30,0.00,0.00,-1.30,10.86,-35.00,0.00,-31.00
01:30 - 01:45,5.77,14.42,-1.30,10.86,-35.00,0.00,-24.00
01:45 - 02:00,9.61,11.54,-1.30,10.86,-35.00,0.00,-24.00
02:00 - 02:15,8.65,19.23,-1.50,10.86,-40.00,0.00,-21.00
02:15 - 02:30,7.69,9.61,-1.50,10.87,-40.00,0.00,-22.00
02:30 - 02:45,17.30,4.81,-1.50,10.86,-40.00,0.00,-18.00
02:45 - 03:00,18.27,7.69,-1.50,10.86,-40.00,0.00,-22.00
03:00 - 03:15,17.31,10.57,-1.50,10.86,-40.00,0.00,-32.00
03:15 - 03:30,15.38,15.38,-1.50,10.86,-40.00,0.00,-28.00
03:30 - 03:45,15.38,14.42,-1.50,10.57,-40.00,0.00,-25.00
03:45 - 04:00,13.46,13.46,-1.50,11.05,-40.00,0.00,-25.00
04:00 - 04:15,9.61,17.30,-1.50,11.54,-40.00,0.00,-65.00
04:15 - 04:30,9.61,13.46,-1.50,12.02,-40.00,0.00,-105.00
04:30 - 04:45,-22.00,0.00,-1.50,12.02,-40.00,0.00,-110.00
04:45 - 05:00,-49.00,13.45,-1.50,12.79,-40.00,0.00,-13.00
05:00 - 05:15,-31.00,0.00,-1.50,14.42,-30.00,0.00,46.14
05:15 - 05:30,-33.00,7.69,-1.50,16.82,-30.00,0.00,43.26
05:30 - 05:45,-67.00,0.00,-1.50,19.23,-30.00,0.00,-5.00
05:45 - 06:00,-62.00,0.00,-1.50,20.19,-30.00,0.00,-50.00
06:00 - 06:15,-45.00,-10.00,-1.50,23.07,-10.00,0.00,96.13
06:15 - 06:30,0.00,-10.00,-1.50,24.99,-10.00,0.00,38.46
06:30 - 06:45,25.96,0.00,-1.50,25.95,-10.00,0.00,19.23
06:45 - 07:00,37.49,0.00,-1.50,25.96,-10.00,1.44,0.00
07:00 - 07:15,-10.00,-8.00,-1.50,26.92,0.00,4.61,-24.00
07:15 - 07:30,-23.00,-15.00,-1.50,23.38,0.00,4.67,-25.00
07:30 - 07:45,6.83,-12.00,-1.50,11.27,0.00,2.37,0.00
07:45 - 08:00,29.30,-10.00,-1.50,17.09,0.00,2.75,-40.00
08:00 - 08:15,52.87,-20.00,-1.50,26.92,0.00,0.67,-15.00
08:15 - 08:30,41.33,-12.00,-1.50,25.96,0.00,0.00,-10.00
08:30 - 08:45,15.38,-12.00,-1.50,24.99,0.00,0.00,0.00
08:45 - 09:00,23.07,-5.00,-1.50,24.03,0.00,0.00,14.42
09:00 - 09:15,21.15,-6.00,-1.30,23.07,-25.00,0.00,11.54
09:15 - 09:30,22.11,-6.00,-1.30,22.11,-25.00,0.00,11.54
09:30 - 09:45,53.84,-14.00,-1.30,21.63,-25.00,0.00,9.61
09:45 - 10:00,64.41,-20.00,-1.30,21.15,-25.00,0.00,24.03
10:00 - 10:15,-8.00,-21.00,-0.50,21.15,-25.00,0.00,-45.00
10:15 - 10:30,-32.00,-20.00,-0.50,20.19,-25.00,0.00,-5.00
10:30 - 10:45,-17.00,36.53,-0.50,20.19,-25.00,0.00,-20.00
10:45 - 11:00,-43.00,36.53,-0.50,19.23,-25.00,0.00,-40.00
11:00 - 11:15,-8.00,0.00,-0.50,19.23,-25.00,0.00,29.80
11:15 - 11:30,18.26,0.00,-0.50,19.23,-25.00,0.00,20.19
11:30 - 11:45,14.42,37.49,-0.50,20.19,-25.00,0.00,-13.00
11:45 - 12:00,-13.00,37.49,-0.50,19.23,-25.00,0.00,-27.00
12:00 - 12:15,-40.00,0.00,-0.50,19.23,-25.00,0.00,-52.00
12:15 - 12:30,0.00,0.00,-0.50,19.23,-25.00,0.00,-55.00
12:30 - 12:45,0.00,22.11,-0.50,19.23,-25.00,0.00,-13.00
12:45 - 13:00,-14.00,41.34,-0.50,18.26,-25.00,0.00,26.92
13:00 - 13:15,-21.00,40.38,-0.50,17.30,-25.00,0.00,-115.00
13:15 - 13:30,-23.00,41.34,-0.50,17.30,-25.00,0.00,-110.00
13:30 - 13:45,0.00,50.95,-0.50,16.34,0.00,0.00,-78.00
13:45 - 14:00,-16.00,45.18,-0.50,16.34,0.00,0.00,-30.00
14:00 - 14:15,-32.00,-13.00,-0.50,14.90,-25.00,0.00,-4.00
14:15 - 14:30,-21.00,-15.00,-0.50,14.90,-25.00,0.00,12.50
14:30 - 14:45,-31.00,-14.00,-0.50,14.90,-25.00,0.00,-17.00
14:45 - 15:00,-18.00,-15.00,-0.50,14.42,-25.00,0.00,-11.00
15:00 - 15:15,-61.00,-18.00,-0.50,14.42,-25.00,0.00,-63.00
15:15 - 15:30,-27.00,-7.00,-0.50,14.42,-25.00,0.00,-64.00
15:30 - 15:45,-41.00,17.30,-0.50,13.46,-25.00,0.00,-73.00
15:45 - 16:00,-39.00,24.99,-0.50,13.46,-25.00,0.00,-74.00
16:00 - 16:15,-51.00,0.00,-0.50,14.42,-25.00,0.00,-51.00
16:15 - 16:30,-110.00,-32.00,-0.50,14.90,-25.00,0.00,-87.00
16:30 - 16:45,-99.00,-32.00,-0.50,15.38,-25.00,0.00,-151.00
16:45 - 17:00,-118.00,23.07,-0.50,15.38,-25.00,0.00,-37.00
17:00 - 17:15,-109.00,23.07,-0.50,15.38,0.00,0.00,-7.00
17:15 - 17:30,-103.00,27.88,-0.50,15.86,0.00,0.00,-30.00
17:30 - 17:45,-108.00,0.00,-0.50,16.82,0.00,0.00,-33.00
17:45 - 18:00,-96.00,0.00,-0.50,16.82,0.00,2.02,-35.00
18:00 - 18:15,-92.00,0.00,-0.50,17.79,0.00,5.86,-16.00
18:15 - 18:30,-62.00,0.00,-0.50,19.22,0.00,7.98,-17.00
18:30 - 18:45,29.08,41.60,-0.50,10.03,0.00,3.96,-29.00
18:45 - 19:00,33.41,32.02,-0.50,6.88,0.00,2.52,-28.00
19:00 - 19:15,143.59,106.59,-0.10,4.20,0.00,1.68,-29.00
19:15 - 19:30,89.21,158.62,-0.10,5.01,0.00,2.53,-17.00
19:30 - 19:45,37.49,52.87,-0.10,19.23,0.00,7.88,-10.00
