Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,118.72,18.34,-4.00,-35.00,-16.00
00:15 - 00:30,115.82,28.96,-4.00,-35.00,-15.00
00:30 - 00:45,77.22,-15.00,-4.00,-35.00,21.23
00:45 - 01:00,68.53,-43.00,-4.00,-35.00,56.95
01:00 - 01:15,73.36,19.30,-5.00,-35.00,78.18
01:15 - 01:30,65.63,-5.00,-5.00,-35.00,70.46
01:30 - 01:45,72.39,66.60,-5.00,-35.00,56.95
01:45 - 02:00,70.46,59.84,-5.00,-35.00,84.94
02:00 - 02:15,79.15,57.91,-5.00,-35.00,100.38
02:15 - 02:30,47.29,55.98,-5.10,-35.00,101.35
02:30 - 02:45,-10.00,81.08,-5.20,-35.00,19.30
02:45 - 03:00,-39.00,74.32,-5.30,-35.00,19.30
03:00 - 03:15,0.00,0.00,0.00,0.00,0.00
03:15 - 03:30,0.00,0.00,0.00,0.00,0.00
03:30 - 03:45,0.00,0.00,0.00,0.00,0.00
03:45 - 04:00,0.00,0.00,0.00,0.00,0.00
04:00 - 04:15,0.00,0.00,0.00,0.00,0.00
04:15 - 04:30,0.00,0.00,0.00,0.00,0.00
04:30 - 04:45,0.00,0.00,0.00,0.00,0.00
04:45 - 05:00,0.00,0.00,0.00,0.00,0.00
05:00 - 05:15,0.00,0.00,0.00,0.00,0.00
05:15 - 05:30,0.00,0.00,0.00,0.00,0.00
05:30 - 05:45,0.00,0.00,0.00,0.00,0.00
05:45 - 06:00,0.00,0.00,0.00,0.00,0.00
06:00 - 06:15,0.00,0.00,0.00,0.00,0.00
06:15 - 06:30,0.00,0.00,0.00,0.00,0.00
06:30 - 06:45,0.00,0.00,0.00,0.00,0.00
06:45 - 07:00,0.00,0.00,0.00,0.00,0.00
07:00 - 07:15,0.00,0.00,0.00,0.00,0.00
07:15 - 07:30,0.00,0.00,0.00,0.00,0.00
07:30 - 07:45,0.00,0.00,0.00,0.00,0.00
07:45 - 08:00,0.00,0.00,0.00,0.00,0.00
08:00 - 08:15,0.00,0.00,0.00,0.00,0.00
08:15 - 08:30,0.00,0.00,0.00,0.00,0.00
08:30 - 08:45,0.00,0.00,0.00,0.00,0.00
08:45 - 09:00,0.00,0.00,0.00,0.00,0.00
09:00 - 09:15,0.00,0.00,0.00,0.00,0.00
09:15 - 09:30,0.00,0.00,0.00,0.00,0.00
09:30 - 09:45,0.00,0.00,0.00,0.00,0.00
09:45 - 10:00,0.00,0.00,0.00,0.00,0.00
10:00 - 10:15,0.00,0.00,0.00,0.00,0.00
10:15 - 10:30,0.00,0.00,0.00,0.00,0.00
10:30 - 10:45,0.00,0.00,0.00,0.00,0.00
10:45 - 11:00,0.00,0.00,0.00,0.00,0.00
11:00 - 11:15,0.00,0.00,0.00,0.00,0.00
11:15 - 11:30,0.00,0.00,0.00,0.00,0.00
11:30 - 11:45,0.00,0.00,0.00,0.00,0.00
11:45 - 12:00,0.00,0.00,0.00,0.00,0.00
12:00 - 12:15,0.00,0.00,0.00,0.00,0.00
12:15 - 12:30,0.00,0.00,0.00,0.00,0.00
12:30 - 12:45,0.00,0.00,0.00,0.00,0.00
12:45 - 13:00,0.00,0.00,0.00,0.00,0.00
13:00 - 13:15,0.00,0.00,0.00,0.00,0.00
13:15 - 13:30,0.00,0.00,0.00,0.00,0.00
13:30 - 13:45,0.00,0.00,0.00,0.00,0.00
13:45 - 14:00,0.00,0.00,0.00,0.00,0.00
14:00 - 14:15,0.00,0.00,0.00,0.00,0.00
14:15 - 14:30,0.00,0.00,0.00,0.00,0.00
14:30 - 14:45,0.00,0.00,0.00,0.00,0.00
14:45 - 15:00,0.00,0.00,0.00,0.00,0.00
15:00 - 15:15,0.00,0.00,0.00,0.00,0.00
15:15 - 15:30,0.00,0.00,0.00,0.00,0.00
15:30 - 15:45,0.00,0.00,0.00,0.00,0.00
15:45 - 16:00,0.00,0.00,0.00,0.00,0.00
16:00 - 16:15,0.00,0.00,0.00,0.00,0.00
16:15 - 16:30,0.00,0.00,0.00,0.00,0.00
16:30 - 16:45,0.00,0.00,0.00,0.00,0.00
16:45 - 17:00,0.00,0.00,0.00,0.00,0.00
17:00 - 17:15,0.00,0.00,0.00,0.00,0.00
17:15 - 17:30,0.00,0.00,0.00,0.00,0.00
17:30 - 17:45,0.00,0.00,0.00,0.00,0.00
17:45 - 18:00,0.00,0.00,0.00,0.00,0.00
18:00 - 18:15,0.00,0.00,0.00,0.00,0.00
18:15 - 18:30,0.00,0.00,0.00,0.00,0.00
18:30 - 18:45,0.00,0.00,0.00,0.00,0.00
18:45 - 19:00,0.00,0.00,0.00,0.00,0.00
19:00 - 19:15,0.00,0.00,0.00,0.00,0.00
19:15 - 19:30,0.00,0.00,0.00,0.00,0.00
19:30 - 19:45,0.00,0.00,0.00,0.00,0.00
19:45 - 20:00,0.00,0.00,0.00,0.00,0.00
20:00 - 20:15,0.00,0.00,0.00,0.00,0.00
20:15 - 20:30,0.00,0.00,0.00,0.00,0.00
20:30 - 20:45,0.00,0.00,0.00,0.00,0.00
20:45 - 21:00,0.00,0.00,0.00,0.00,0.00
21:00 - 21:15,0.00,0.00,0.00,0.00,0.00
21:15 - 21:30,0.00,0.00,0.00,0.00,0.00
21:30 - 21:45,0.00,0.00,0.00,0.00,0.00
21:45 - 22:00,0.00,0.00,0.00,0.00,0.00
22:00 - 22:15,0.00,0.00,0.00,0.00,0.00
22:15 - 22:30,0.00,0.00,0.00,0.00,0.00
22:30 - 22:45,0.00,0.00,0.00,0.00,0.00
22:45 - 23:00,0.00,0.00,0.00,0.00,0.00
23:00 - 23:15,0.00,0.00,0.00,0.00,0.00
23:15 - 23:30,0.00,0.00,0.00,0.00,0.00
23:30 - 23:45,0.00,0.00,0.00,0.00,0.00
23:45 - 24:00,0.00,0.00,0.00,0.00,0.00
