Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-98.00,0.00,-1.10,14.15,-48.00,0.00,-53.00
00:15 - 00:30,-174.00,0.00,-1.10,13.96,-54.00,0.00,-54.00
00:30 - 00:45,-191.00,0.00,-1.10,13.48,-55.00,0.00,-48.00
00:45 - 01:00,-215.00,0.00,-1.10,13.19,-58.00,0.00,-47.00
01:00 - 01:15,-236.00,11.55,-1.10,12.80,-51.00,0.00,-53.00
01:15 - 01:30,-258.00,11.55,-1.10,12.51,-53.00,0.00,-55.00
01:30 - 01:45,-301.00,0.00,-1.10,12.22,-54.00,0.00,-79.00
01:45 - 02:00,-315.00,0.00,-1.10,12.03,-55.00,0.00,-82.00
02:00 - 02:15,-230.00,14.44,-1.40,11.84,-53.00,0.00,-100.00
02:15 - 02:30,-192.00,25.03,-1.40,11.55,-54.00,0.00,-100.00
02:30 - 02:45,-184.00,43.32,-1.40,12.22,-56.00,0.00,-55.00
02:45 - 03:00,-156.00,54.87,-1.40,12.22,-56.00,0.00,-56.00
03:00 - 03:15,-196.00,35.62,-1.40,12.22,-54.00,0.00,-136.00
03:15 - 03:30,-202.00,10.59,-1.40,12.22,-52.00,0.00,-175.00
03:30 - 03:45,-151.00,-32.00,-1.40,12.22,-53.00,0.00,-83.00
03:45 - 04:00,-154.00,-30.00,-1.40,12.22,-54.00,0.00,-80.00
04:00 - 04:15,-143.00,-98.00,-1.40,13.86,-53.00,0.00,-104.00
04:15 - 04:30,-138.00,-24.00,-1.40,13.86,-53.00,0.00,-147.00
04:30 - 04:45,-120.00,0.00,-1.40,13.86,-55.00,0.00,-4.00
04:45 - 05:00,-117.00,0.00,-1.40,14.44,-55.00,0.00,-11.00
05:00 - 05:15,-106.00,0.00,-1.40,14.92,-56.00,0.00,-23.00
05:15 - 05:30,-91.00,0.00,-1.40,15.98,-55.00,0.00,-57.00
