Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/31052040/LT-31,NR/01052024/31052024/DC20240501NR23726,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX_240415_00115_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/2-R1,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/IEX_240416_00120_1,NR/26072023/31072042/L_NR_2023_07,NR/16042024/31052024/IEX_240323_06618,WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/M20240501NR23406,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/22052037/LT-59,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23735,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01052024/31052024/MC120240501NR23436
1,00:00-00:15,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,19.380000,42.41,0,0,0,0,0.000000,81.67,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,81.67,0,10.340000,38.34,41.34,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

2,00:15-00:30,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,31.280000,19.380000,42.01,0,0,0,0,0.000000,81.67,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,81.67,0,10.340000,38.34,41.34,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

3,00:30-00:45,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,31.280000,19.380000,41.61,0,0,0,0,0.000000,81.67,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,81.67,0,10.340000,38.34,41.34,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

4,00:45-01:00,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,31.280000,19.380000,41.01,0,0,0,0,0.000000,81.67,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,81.67,0,10.340000,38.34,41.34,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

5,01:00-01:15,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,31.280000,19.100000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,38.34,41.66,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

6,01:15-01:30,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,19.100000,38.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,38.34,41.66,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

7,01:30-01:45,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,19.100000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,38.34,41.66,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

8,01:45-02:00,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,15.100000,68.160000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,19.100000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,38.34,41.66,0.000000,85.230000,57.980000,30.920000,38.33,115,0,0,0,14.500000

9,02:00-02:15,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,8.580000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,18.830000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,38.34,41.66,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

10,02:15-02:30,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,8.580000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,18.830000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,38.34,41.66,0.000000,115.530000,57.980000,30.920000,38.33,115,0,0,0,14.500000

11,02:30-02:45,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,8.580000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,18.830000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,40.84,41.66,0.000000,115.530000,57.980000,30.920000,40.83,122.5,0,0,0,14.500000

12,02:45-03:00,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,8.580000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,18.830000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,40.84,42,0.000000,115.530000,57.980000,30.920000,40.83,122.5,0,0,0,14.500000

13,03:00-03:15,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,30.780000,18.550000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,40.84,42,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

14,03:15-03:30,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.260000,18.550000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,40.84,42,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

15,03:30-03:45,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.260000,18.550000,40.01,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,40.84,43.34,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

16,03:45-04:00,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.260000,18.550000,39.81,0,0,0,0,0.000000,83.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.430000,83.33,0,10.340000,40.84,43.34,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

17,04:00-04:15,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.260000,18.180000,38.41,0,0,0,0,0.000000,85.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.250000,85.33,0,10.340000,40.84,43.34,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

18,04:15-04:30,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.260000,18.180000,38.01,0,0,0,0,0.000000,85.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.250000,85.33,0,10.340000,40.84,43.34,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

19,04:30-04:45,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.770000,18.180000,37.61,0,0,0,0,0.000000,85.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.250000,85.33,0,10.340000,40.84,43.34,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

20,04:45-05:00,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.770000,18.180000,37.22,0,0,0,0,0.000000,85.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.250000,85.33,0,10.340000,40.84,43.34,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

21,05:00-05:15,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,87.170000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.770000,17.800000,43.01,0,0,0,0,0.000000,85.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.060000,85.33,0,10.340000,40.84,43.34,0.000000,115.530000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

22,05:15-05:30,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,68.160000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.770000,17.800000,43.01,0,0,0,0,0.000000,85.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.060000,85.33,0,10.340000,40.84,43.34,0.000000,85.230000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

23,05:30-05:45,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,68.160000,0.000000,273.250000,6.760000,48.320000,0,0,5.800000,46.390000,0,48.320000,0,29.770000,17.800000,43.01,1.179266,0,0,0,0.000000,85.33,0,19.330000,39.620000,262.380000,24.700000,0.000000,0.000000,11.060000,85.33,0,10.340000,40.84,43.34,0.000000,66.290000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

