Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01042024/30042024/PTC/OA/32001,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/16042024/30042024/IEX_240323_06617,NR/01102023/22052037/LT-59,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/16042024/31052024/IEX_240323_06618,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/04042024/30042024/SJVN040424NR1694,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08
8,01:45-02:00,0.000000,0.000000,273.050000,10.050000,100.610000,57.910000,41.040000,0.000000,0.000000,2.970000,29.270000,30.900000,0.000000,9.660000,3.110000,16.110000,3.460000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.41,0,0,0,0,22.5,7.34

9,02:00-02:15,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,14.860000,2.970000,28.770000,30.900000,0.000000,9.660000,2.960000,16.110000,3.300000,262.190000,0.000000,48.280000,57.580000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.41,0,0,0,0,22.5,7.34

10,02:15-02:30,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,14.860000,2.970000,28.770000,30.900000,0.000000,9.660000,2.960000,16.110000,3.300000,262.190000,0.000000,48.280000,76.570000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.41,0,0,0,0,22.5,7.34

11,02:30-02:45,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,22.530000,2.970000,28.770000,22.530000,0.000000,9.660000,3.880000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

12,02:45-03:00,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,22.530000,2.970000,28.770000,22.530000,0.000000,9.660000,3.880000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

13,03:00-03:15,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,22.530000,2.970000,28.770000,22.530000,0.000000,9.660000,3.730000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

14,03:15-03:30,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,22.530000,2.970000,28.770000,22.530000,0.000000,9.660000,3.730000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

15,03:30-03:45,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,22.530000,2.970000,28.770000,22.530000,0.000000,9.660000,3.730000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

16,03:45-04:00,0.000000,0.000000,273.050000,9.960000,100.610000,47.320000,41.040000,0.000000,22.530000,2.970000,29.270000,22.530000,0.000000,9.660000,3.730000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

17,04:00-04:15,0.000000,0.000000,273.050000,9.860000,100.610000,47.320000,41.040000,0.000000,22.530000,2.880000,29.270000,22.530000,0.000000,9.660000,3.730000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

18,04:15-04:30,0.000000,0.000000,273.050000,9.860000,100.610000,47.320000,41.040000,0.000000,22.530000,2.880000,29.270000,22.530000,0.000000,9.660000,3.730000,16.110000,3.300000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

19,04:30-04:45,0.000000,0.000000,273.050000,9.860000,100.610000,47.320000,41.040000,0.000000,22.530000,2.880000,29.270000,22.530000,0.000000,9.660000,3.730000,16.110000,3.460000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

20,04:45-05:00,0.000000,0.000000,273.050000,9.860000,100.610000,47.320000,41.040000,0.000000,22.530000,2.880000,29.270000,22.530000,0.000000,9.660000,3.730000,16.110000,3.460000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

21,05:00-05:15,0.000000,0.000000,273.050000,9.860000,100.610000,33.120000,41.040000,0.000000,22.530000,2.880000,29.270000,22.530000,0.000000,9.660000,3.730000,16.110000,3.460000,262.190000,0.000000,48.280000,68.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

22,05:15-05:30,0.000000,0.000000,231.770000,9.860000,100.610000,33.120000,41.040000,0.000000,22.530000,2.880000,29.270000,22.530000,0.000000,9.660000,3.730000,16.110000,3.460000,235.200000,0.000000,48.280000,68.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

23,05:30-05:45,0.000000,0.000000,273.050000,9.860000,100.610000,66.430000,41.040000,0.000000,13.410000,2.880000,29.270000,13.410000,0.000000,9.660000,3.110000,16.110000,3.460000,262.190000,0.000000,48.280000,87.110000,13.33,0,0,0,0,0,7.5,0,13.33,0,0,7.5,0,7.21,0,0,0,0,22.5,7.34

24,05:45-06:00,0.000000,0.000000,273.050000,9.860000,100.610000,70.690000,41.040000,0.000000,13.410000,2.880000,29.270000,13.410000,0.000000,9.660000,3.110000,16.110000,3.460000,262.190000,0.000000,48.280000,87.110000,13.33,0.058458,0,0,0,0,7.33,0,13.33,0,0,7.34,0,7.21,0,0,0,0,22,7.34

25,06:00-06:15,0.000000,0.000000,273.050000,9.770000,100.610000,74.950000,41.040000,0.000000,0.000000,2.880000,29.270000,30.900000,0.000000,9.660000,3.260000,16.110000,3.380000,262.190000,0.000000,48.280000,87.110000,13.33,2.192175,0,0,0,0,7.33,0,13.33,0,3.48,7.34,0,7.21,0,0,0,0,22,7.34

26,06:15-06:30,0.000000,0.000000,273.050000,9.770000,100.610000,74.950000,41.040000,0.000000,0.000000,2.880000,29.270000,30.900000,0.000000,9.660000,3.260000,16.110000,3.380000,262.190000,0.000000,48.280000,87.110000,13.33,6.303721,0,0,0.19,0.2,7.33,0.96,13.33,0,7.61,7.34,0,7.21,0,0,2.5,0,22,7.34

27,06:30-06:45,0.070000,0.070000,273.050000,9.770000,100.610000,66.430000,41.040000,0.070000,0.000000,2.880000,29.270000,30.900000,0.000000,9.660000,3.260000,16.110000,3.380000,231.770000,0.000000,48.280000,87.110000,13.33,10.873188,2,5,0.77,0.5,7.33,3.85,13.33,0,17.39,7.34,1,7.21,0,0,6.18,1,22,7.34

28,06:45-07:00,0.270000,0.270000,273.050000,9.770000,100.610000,70.690000,41.040000,0.270000,0.000000,2.880000,29.270000,30.900000,0.000000,9.660000,3.260000,16.110000,3.380000,231.770000,0.000000,48.280000,87.110000,13.33,16.455927,6,15,1.73,1,7.33,8.66,13.33,0.27,28.26,7.34,3,7.21,0,1,12,2,22,7.34

29,07:00-07:15,0.600000,0.590000,231.770000,9.680000,100.610000,66.240000,41.040000,0.590000,5.210000,2.880000,29.270000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,213.520000,0.000000,48.280000,68.110000,12.33,23.529345,11,24,3.08,3.5,7.33,15.38,12.33,2.12,32.64,7.34,7,7.21,0,3,20.53,4,22,6.66

30,07:15-07:30,1.080000,1.050000,273.050000,9.680000,100.610000,66.240000,41.040000,1.050000,5.210000,2.880000,29.270000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,231.770000,0.000000,48.280000,68.110000,12.33,32.239587,20,29.17,4.81,7,7.33,24.04,12.33,5.39,29.17,7.34,13,7.21,0,7,29.16,8,22,6.66

31,07:30-07:45,1.680000,1.640000,273.050000,12.170000,87.990000,66.240000,41.040000,1.640000,14.860000,2.880000,29.270000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,231.770000,0.000000,48.280000,87.110000,11.67,36.799311,35,30.67,7.39,11,7,36.96,11.67,10.19,30.67,7,20,7.21,0,10,30.66,15,21,6.66

32,07:45:08:00,2.850000,2.780000,273.050000,12.170000,87.990000,66.240000,41.040000,2.780000,14.860000,2.880000,28.260000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,231.770000,0.000000,48.280000,87.110000,11.67,46.815115,49,30.67,10.56,14,7,52.81,11.67,16.4,30.67,7,29,7.21,0,15,30.66,21,21,6.66

33,08:00-08:15,3.570000,3.480000,273.050000,12.170000,87.990000,70.400000,41.040000,3.480000,14.860000,2.880000,28.260000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,231.770000,0.000000,48.280000,87.110000,11.67,58.126738,67,30.67,10.84,20.35,7,54.19,11.67,23.33,30.67,7,37,7.21,0,18,30.66,28,21,6.66

34,08:15-08:30,4.840000,4.720000,273.050000,12.170000,87.990000,70.400000,41.040000,4.720000,14.860000,2.880000,27.750000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,184.550000,0.000000,48.280000,62.960000,11.67,70.958269,84,30.67,14.97,24.52,7,74.87,11.67,29.94,30.67,7,43,7.21,0,22,30.66,36,21,6.66

35,08:30-08:45,6.100000,5.960000,273.050000,12.170000,87.990000,64.390000,41.040000,5.960000,14.860000,2.880000,27.750000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,184.550000,0.000000,48.280000,57.180000,8.33,81.880172,102,31.67,19.11,28.13,7,95.53,8.33,37.03,31.67,7,51,7.21,0,25,31.66,43,21,6.66

36,08:45:09:00,7.260000,7.080000,273.050000,12.170000,87.990000,64.390000,41.040000,7.080000,14.860000,2.880000,27.750000,30.900000,0.000000,9.660000,3.260000,16.110000,3.300000,184.550000,0.000000,48.280000,57.180000,8.33,90.658615,119,31.67,23.25,31.44,7,116.23,8.33,44.05,31.67,7,57,7.21,0,29,31.66,51,21,6.66

37,09:00:09:15,8.320000,8.120000,273.050000,12.080000,87.990000,64.390000,41.040000,8.120000,25.530000,2.880000,27.750000,25.530000,0.000000,9.660000,3.500000,16.110000,3.230000,184.550000,0.000000,48.280000,57.180000,8.33,97.839206,144,31.67,31.17,34.52,3.33,155.82,8.33,53.27,31.67,3.34,65,7.21,53.11,33,31.66,61,10,3.34

38,09:15-09:30,9.300000,9.070000,273.050000,12.080000,87.990000,64.390000,41.040000,9.070000,25.530000,2.880000,27.750000,25.530000,0.000000,9.660000,3.500000,16.110000,3.230000,184.550000,0.000000,48.280000,57.180000,8.33,106.062298,158,31.67,34.89,37.21,3.33,174.48,8.33,59.72,31.67,3.34,71,7.21,53.11,36,31.66,67,10,3.34

39,09:30-09:45,10.880000,10.610000,273.050000,12.080000,67.600000,64.390000,41.040000,10.610000,25.530000,2.880000,28.260000,25.530000,0.000000,9.660000,3.500000,16.110000,3.230000,231.770000,0.000000,48.280000,76.170000,8.33,114.119759,168,31.67,37.96,39.84,3.33,189.82,8.33,65.93,31.67,3.34,77,7.21,53.11,39,31.66,72,10,3.34

40,09:45-10:00,11.850000,11.570000,273.050000,12.080000,53.110000,64.390000,41.040000,11.570000,25.530000,2.880000,28.260000,25.530000,0.000000,9.660000,3.500000,16.110000,3.230000,231.770000,0.000000,48.280000,76.170000,8.33,121.241892,179,32,41.65,42.04,3.33,208.25,8.33,71.8,32,3.34,83,7.21,53.11,42,32,76,10,3.34

41,10:00-10:15,12.840000,12.520000,273.050000,13.730000,54.080000,64.390000,41.040000,12.520000,25.530000,2.970000,28.260000,25.530000,0.000000,9.660000,3.500000,16.110000,3.380000,205.030000,0.000000,48.280000,76.170000,8.33,127.389725,179,32,43.99,43.96,3.33,219.97,8.33,77.14,32,3.34,90,7.21,53.11,45,32,76,10,3.34

42,10:15-10:30,13.810000,13.480000,273.050000,13.730000,54.080000,64.390000,41.040000,13.480000,25.530000,2.970000,28.260000,25.530000,0.000000,9.660000,3.500000,16.110000,3.380000,205.030000,0.000000,48.280000,76.170000,8.33,132.154052,186,32,45,45.8,3.33,225,8.33,81.81,32,3.34,93,7.21,53.11,47,32,79,10,3.34

43,10:30-10:45,14.460000,14.110000,273.050000,13.730000,54.080000,64.390000,41.040000,14.110000,25.530000,2.970000,28.260000,25.530000,0.000000,9.660000,3.500000,16.110000,3.380000,205.030000,0.000000,48.280000,76.170000,5,140.581747,193,32,45,46.55,3.33,225,5,85.91,32,3.34,93,7.21,53.11,47,32,82,10,3.34

44,10:45-11:00,14.790000,14.430000,273.050000,13.730000,54.080000,64.390000,41.040000,14.430000,25.530000,2.970000,28.260000,25.530000,0.000000,9.660000,3.500000,16.110000,3.380000,205.030000,0.000000,48.280000,76.170000,5,144.858924,196,32,45,47,3.33,225,5,89.24,32,3.34,93,7.21,53.11,47,32,84,10,3.34

45,11:00-11:15,15.830000,15.440000,273.050000,13.730000,54.080000,64.390000,41.040000,15.440000,25.530000,2.970000,28.260000,25.530000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,148.48332,200,32,45,47.5,3.33,225,5,90.14,32,3.34,93,7.21,53.11,47,32,85,10,3.34

46,11:15-11:30,16.050000,15.660000,273.050000,13.730000,54.080000,64.390000,41.040000,15.660000,25.530000,2.970000,28.260000,25.530000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,150.889841,200,32,45,47.5,3.33,225,5,90.73,32,3.34,93,7.21,53.11,47,32,85,10,3.34

47,11:30-11:45,16.140000,15.750000,273.050000,13.730000,54.080000,64.390000,41.040000,15.750000,26.060000,2.970000,28.260000,26.060000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,152.877413,200,32,46.33,47.5,3.33,231.67,5,90.73,32,3.34,93,7.21,53.11,47,32,85,10,3.34

48,11:45-12:00,16.160000,15.760000,273.050000,13.730000,54.080000,64.390000,41.040000,15.760000,26.060000,2.970000,28.260000,26.060000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,154.777298,200,32,46.33,47.5,3.33,231.67,5,90.73,32,3.34,93,7.21,53.11,47,32,85,10,3.34

49,12:00-12:15,16.160000,15.760000,273.050000,13.730000,54.080000,115.450000,41.040000,15.760000,26.060000,3.060000,28.770000,26.060000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,155.771084,200,32,46.33,47.5,3.33,231.67,5,90.73,32,3.34,93,7.21,53.11,47,32,85,10,3.34

50,12:15-12:30,16.160000,15.760000,273.050000,13.730000,54.080000,115.450000,41.040000,15.760000,26.060000,3.060000,28.770000,26.060000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,154.163489,200,32,46.33,47.5,3.33,231.67,5,90.73,32,3.34,93,7.21,53.11,47,32,85,10,3.34

51,12:30-12:45,16.160000,15.760000,273.050000,16.040000,54.080000,115.450000,41.040000,15.760000,26.060000,3.060000,29.270000,26.060000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,151.445192,196,32,46.33,47.5,3.33,231.67,5,90.73,32,3.34,93,12.8,53.11,47,32,84,10,3.34

52,12:45-13:00,16.160000,15.760000,273.050000,16.040000,54.080000,115.450000,41.040000,15.760000,26.060000,3.060000,29.270000,26.060000,0.000000,9.660000,3.420000,16.110000,3.380000,205.030000,0.000000,48.280000,57.230000,5,148.717152,196,32,46.33,47.5,3.33,231.67,5,90.68,32,3.34,93,13.2,53.11,47,32,84,10,3.34

53,13:00-13:15,16.160000,15.760000,231.770000,16.040000,54.080000,70.400000,41.040000,15.760000,25.530000,3.060000,29.270000,25.530000,0.000000,9.660000,3.420000,16.110000,3.230000,186.780000,0.000000,48.280000,38.230000,5,146.320374,196,32,46.33,47.5,3.33,231.67,5,90.89,32,3.34,93,13,53.11,47,32,84,10,3.34

54,13:15-13:30,16.160000,15.760000,231.770000,16.040000,54.080000,70.400000,41.040000,15.760000,25.530000,3.060000,29.270000,25.530000,0.000000,9.660000,3.420000,16.110000,3.230000,157.810000,0.000000,48.280000,38.230000,5,143.660535,196,32,46.33,47.5,3.33,231.67,5,90.53,32,3.34,93,13,53.11,47,32,84,10,3.34

55,13:30-13:45,16.160000,15.760000,260.740000,16.040000,54.080000,70.400000,41.040000,15.760000,25.530000,3.060000,29.270000,25.530000,0.000000,9.660000,3.420000,16.110000,3.230000,157.810000,0.000000,48.280000,57.180000,5,138.262913,193,32,46.33,47.5,3.33,231.67,5,90.54,32,3.34,92,12.8,53.11,46,32,82,10,4

56,13:45-14:00,16.140000,15.750000,260.740000,16.040000,54.080000,70.400000,41.040000,15.750000,25.530000,3.060000,29.270000,25.530000,0.000000,9.660000,3.420000,16.110000,3.230000,186.780000,0.000000,48.280000,57.180000,5,134.609288,193,32,46.33,47.5,3.33,231.67,5,90.34,32,3.34,92,12.21,53.11,46,32,82,10,4.34

57,14:00-14:15,16.030000,15.640000,273.050000,15.860000,54.080000,85.170000,41.040000,15.640000,25.530000,3.210000,27.250000,25.530000,0.000000,9.660000,3.570000,16.110000,3.230000,209.860000,0.000000,48.280000,76.170000,6.67,130.867976,193,32,46.33,47.28,3.33,231.67,6.67,90.05,32,3.34,91,12.6,53.11,46,32,82,10,4.34

58,14:15-14:30,15.840000,15.450000,273.050000,15.860000,54.080000,85.170000,41.040000,15.450000,25.530000,3.210000,27.250000,25.530000,0.000000,9.660000,3.570000,16.110000,3.230000,233.260000,0.000000,48.280000,76.170000,8.33,126.717458,193,32,45.99,46.4,3.33,229.98,8.33,89.59,32,3.34,91,13,53.11,46,32,82,10,4.66

59,14:30-14:45,15.280000,14.910000,273.050000,15.860000,62.770000,94.630000,41.040000,14.910000,25.530000,3.210000,27.250000,25.530000,0.000000,9.660000,3.570000,16.110000,3.230000,231.770000,0.000000,48.280000,76.170000,9.33,121.855701,189,32,44.3,44,3.33,221.48,9.33,89.21,32,3.34,90,13.2,53.11,45,32,81,10,5.34

60,14:45-15:00,14.580000,14.220000,273.050000,15.860000,87.990000,94.630000,41.040000,14.220000,22.530000,3.210000,27.250000,22.530000,0.000000,9.660000,3.570000,16.110000,3.230000,231.770000,0.000000,48.280000,76.170000,10.33,116.516537,182,32,42.77,42.48,3.33,213.86,10.33,86.42,32,3.34,87,12.8,53.11,43,32,78,10,6

61,15:00-15:15,13.910000,13.570000,273.050000,15.580000,87.990000,115.450000,41.040000,13.570000,22.530000,3.290000,28.260000,22.530000,0.000000,9.660000,3.570000,16.110000,3.230000,231.770000,0.000000,48.280000,76.170000,11.67,113.866441,172,32,40.58,40.56,3.33,202.88,11.67,82.7,32,3.34,83,12.41,53.11,42,32,73,10,5.66

62,15:15-15:30,13.000000,12.680000,273.050000,15.580000,87.990000,115.450000,41.040000,12.680000,22.530000,3.290000,28.260000,22.530000,0.000000,9.660000,3.570000,16.110000,3.230000,231.770000,0.000000,48.280000,87.110000,13,105.877181,161,32,38.17,37.94,3.33,190.87,13,78.36,32,3.34,78,12.41,53.11,39,32,69,10,5.34

63,15:30-15:45,12.090000,11.790000,273.050000,15.580000,87.990000,115.450000,41.040000,11.790000,22.530000,3.290000,28.260000,22.530000,0.000000,9.660000,3.570000,16.110000,3.230000,231.770000,0.000000,48.280000,87.110000,14.33,96.290069,151,32,37.1,35.6,3.67,185.48,14.33,73.37,32,3.66,71,12.6,53.11,36,32,64,11,5.66

64,15:45-16:00,11.230000,10.950000,273.050000,15.580000,87.990000,115.450000,41.040000,10.950000,22.530000,3.290000,28.260000,22.530000,0.000000,9.660000,3.570000,16.110000,3.230000,231.770000,0.000000,48.280000,87.110000,15.67,86.040433,140,32,34.29,32.92,4.17,171.48,15.67,68.05,32,4.16,67,12.6,53.11,33,32,60,12.5,6.34

65,16:00-16:15,10.050000,9.800000,273.050000,15.390000,87.990000,115.450000,41.040000,9.800000,22.530000,3.060000,29.270000,22.530000,0.000000,9.660000,3.110000,16.110000,3.300000,262.190000,0.000000,48.280000,76.570000,12.33,75.391334,126,32,31.49,29.86,4.5,157.46,12.33,62.15,32,4.5,60,13,53.11,30,32,54,13.5,6.66

66,16:15-16:30,8.910000,8.690000,273.050000,15.390000,87.990000,115.450000,41.040000,8.690000,22.530000,3.060000,29.270000,22.530000,0.000000,9.660000,3.110000,16.110000,3.300000,262.190000,0.000000,48.280000,76.570000,13.33,65.044268,109,32,27.88,26.67,4.83,139.39,13.33,56.12,32,4.84,53,13,53.11,27,32,46,14.5,6.66

67,16:30-16:45,7.600000,7.420000,273.050000,15.390000,87.990000,115.450000,41.040000,7.420000,22.530000,3.060000,29.270000,22.530000,0.000000,9.660000,3.260000,16.110000,3.300000,262.190000,0.000000,48.280000,76.570000,15,57.103723,95,32,25.14,23.15,5.17,125.73,15,49.59,32,5.16,47,13,53.11,23,32,40,15.5,6

68,16:45-17:00,6.200000,6.050000,273.050000,15.390000,87.990000,115.450000,41.040000,6.050000,22.530000,3.060000,29.270000,22.530000,0.000000,9.660000,3.260000,16.110000,3.300000,262.190000,0.000000,48.280000,76.570000,16.67,46.883316,81,32,22.23,19.74,5.83,111.18,16.67,42.66,32,5.84,39,12.8,50.41,19,32,34,17.5,5.66

69,17:00-17:15,4.780000,4.660000,273.050000,15.120000,87.990000,115.450000,41.040000,4.660000,22.530000,3.060000,30.270000,22.530000,0.000000,9.660000,3.260000,16.110000,3.300000,262.190000,0.000000,48.280000,76.570000,19,36.73111,61,33,19.4,15.54,6.5,97.03,19,35.62,29.48,6.5,30,12.8,0,15,33,26,19.5,6

