Column1,Time,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/2197,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/3428,GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/1599,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06)
7,01:30-01:45,25.9,31.71,25.9,1.92,0,0.93,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,26.24,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

8,01:45-02:00,25.9,31.71,25.9,1.92,0,0.93,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,25.23,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

9,02:00-02:15,25.9,31.71,25.9,1.92,0,0.93,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,25.23,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

10,02:15-02:30,25.9,31.71,25.9,1.92,0,0.93,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,25.23,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

11,02:30-02:45,25.9,31.71,25.9,1.92,0,0.93,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

12,02:45-03:00,25.9,31.71,25.9,1.92,0,0.93,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

13,03:00-03:15,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

14,03:15-03:30,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

15,03:30-03:45,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

16,03:45-04:00,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

17,04:00-04:15,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

18,04:15-04:30,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

19,04:30-04:45,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

20,04:45-05:00,25.9,31.71,25.9,2.01,0,0.77,76.29,34.98,0,32,8.63,0,0,75,25.9,8.63,0,1.14,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

21,05:00-05:15,25.9,31.71,25.9,2.01,0,0.73,76.29,32.9,0,32,8.63,0,0,75,25.9,8.63,0,1.06,24.73,74.6,95.13,0,0,1.61,114.9,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

22,05:15-05:30,25.9,31.71,25.9,2.01,0,0.73,86.53,32.9,0,32,8.63,0,0,75,25.9,8.63,0,1.06,24.73,94.74,95.13,0,0,1.61,130.22,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

23,05:30-05:45,25.9,31.71,25.9,2.01,0,0.73,86.53,32.9,0,32,8.63,0,0,75,25.9,8.63,0,1.06,24.73,114.89,95.13,0,0,1.61,130.22,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

24,05:45-06:00,25.9,31.71,25.9,2.01,0,0.73,86.53,32.9,0,32,8.63,0,0,75,25.9,8.63,0,1.06,24.73,134.54,95.13,0,0,1.61,130.22,7,0,0,0,0,0,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0

25,06:00-06:15,25.9,0,25.9,1.92,0,0.73,86.53,32.9,0,32,8.63,0,0,75,25.9,8.63,0,1.06,24.22,134.54,0,0,0,1.61,130.22,7,0,0,0,0,0.89,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,0.01

26,06:15-06:30,25.9,0,25.9,1.92,0,0.73,86.53,32.9,0,32,8.63,0,0,75,25.9,8.63,0,1.06,23.22,134.54,0,0,0,1.61,130.22,7,0,0,0,0,1.45,0,0,0,22.01,7.33,0,0,14.33,14.34,7.33,0,6.67,4.11

27,06:30-06:45,25.9,0,25.9,1.92,0.14,0.73,86.53,57.54,0,32,8.63,0,0.14,75,25.9,8.63,0.15,1.06,23.22,134.54,0,0,0,1.61,130.22,7,0,0,0,0,2.97,0,0,0,22.01,7.33,1,0,14.33,14.34,7.33,0,6.67,10.73

28,06:45-07:00,25.9,0,25.9,1.92,0.34,0.73,86.53,57.54,0,32,8.63,0,0.34,75,25.9,8.63,0.35,1.06,22.21,134.54,0,0,0,1.61,130.22,7,0,0,0,0,9.48,0,0,0,22.01,7.33,5,0,14.33,14.34,7.33,0.3,6.67,17.86

29,07:00-07:15,25.9,0,25.9,1.92,0.65,0.73,86.53,57.54,0,32,8.63,0,0.65,75,25.9,8.63,0.67,1.06,22.21,134.54,0,0,0,1.61,130.22,7,1,0.52,2,0,19.15,0,0.1,1,22.01,7.33,10,0,14.33,14.34,7.33,4.66,6.67,26.31

30,07:15-07:30,25.9,0,25.9,1.92,1.09,0.73,86.53,57.54,0,32,8.63,0,1.09,75,25.9,8.63,1.12,1.06,21.19,134.54,0,0,0,1.61,130.22,7,4,2.34,3,1,24.85,1,0.47,2,22.01,7.33,16,1,14.33,14.34,7.33,13.13,6.67,24.85

31,07:30-07:45,25.9,0,25.9,1.92,1.67,0.73,86.53,32.9,0,32,8.63,0,1.67,75,25.9,8.63,1.71,1.06,21.19,134.54,0,0,0,1.61,130.22,7,7,9.65,6,3,22.85,2,1.93,5,22.01,7.33,22,3,14.33,14.34,7.33,21.27,6.67,22.85

32,07:45-08:00,25.9,0,25.9,1.92,2.4,0.73,86.53,32.9,0,32,8.63,0,2.4,75,25.9,8.63,2.45,1.06,21.19,134.54,0,0,0,1.61,130.22,7,11,20.68,8,4,24.57,4,4.13,8,22.01,7.33,24.57,4,14.33,14.34,7.33,29.79,6.67,24.56

33,08:00-08:15,25.9,0,25.9,2.01,3.17,0.73,86.53,32.9,0,32,8.63,0,3.17,75,25.9,8.63,3.26,1.06,21.19,134.54,0,0,0,1.56,130.22,7,18,36.58,14,7,25.73,7,7.32,17,22.01,7.33,25.73,8,14.33,14.34,7.33,40.14,6.67,25.74

34,08:15-08:30,25.9,0,25.9,2.01,3.95,0.73,86.53,32.9,0,32,8.63,0,3.95,75,25.9,8.63,4.05,1.06,20.18,134.54,0,0,0,1.56,130.22,7,28,60.83,22,12,25.9,12,12.16,23,22.01,7.33,25.9,12,14.33,14.34,7.33,51.64,6.67,25.9

35,08:30-08:45,25.9,0,25.9,2.01,4.71,0.73,86.53,32.9,0,32,8.63,0,4.71,75,25.9,8.63,4.82,1.06,20.18,134.54,0,0,0,1.56,130.22,7,67,83.15,30,28,27.33,18,16.63,33,22.01,7.33,27.33,17,14.33,14.34,7.33,63.16,6.67,27.34

36,08:45-09:00,25.9,0,25.9,2.01,5.7,0.73,86.53,32.9,0,32,8.63,0,5.7,75,25.9,8.63,5.84,1.06,20.18,134.54,0,0,0,1.56,130.22,7,81,102.85,40,34,27.33,23,20.57,42,22.01,7.33,27.33,21,14.33,14.34,7.33,73.88,6.67,27.34

37,09:00-09:15,25.9,0,25.9,2.01,7.25,0.69,86.53,32.9,0,32,8.63,0,7.25,75,25.9,8.63,7.43,1.06,19.68,134.54,0,0,0,1.56,130.22,7,102,121.48,48,43,27.67,26,24.3,50,22.01,7.33,27.67,25,13.33,13.34,7.33,83.57,6.67,27.66

38,09:15-09:30,25.9,0,25.9,2.01,8.12,0.69,86.53,32.9,0,32,8.63,0,8.12,75,25.9,8.63,8.32,1.06,19.68,134.54,0,0,0,1.56,130.22,7,115,139.28,56,49,27.67,29,27.85,57,22.01,7.33,27.67,28,13.33,13.34,7.33,92.37,6.67,27.66

39,09:30-09:45,25.9,0,25.9,2.01,9.14,0.69,86.53,32.9,0,32,8.63,0,9.14,75,25.9,8.63,9.37,1.06,19.18,134.54,0,0,0,1.56,130.22,7,128,156.74,63,55,28.83,31,31.35,63,15.49,5.17,28.83,32,13.33,13.34,5.17,100.39,6,28.84

40,09:45-10:00,25.9,0,25.9,2.01,10.46,0.69,86.53,32.9,0,32,8.63,0,10.46,75,25.9,8.63,10.72,1.06,18.67,134.54,0,0,0,1.56,130.22,7,141,171.73,72,61,28.83,33,34.35,69,15.49,5.17,28.83,34,13.33,13.34,5.17,107.66,6,28.84

41,10:00-10:15,25.9,0,25.9,2.01,11.37,0.69,86.53,32.9,0,32,8.63,0,11.37,75,25.9,8.63,11.66,1.06,18.17,134.54,0,0,0,1.61,130.22,7,153,185.39,83,65,28.83,35,37.08,73,15.49,5.17,28.83,37,13.33,13.34,5.17,113.89,6,28.84

42,10:15-10:30,25.9,0,25.9,2.01,12.13,0.69,86.53,32.9,0,32,8.63,0,12.13,75,25.9,8.63,12.43,1.06,18.17,134.54,0,0,0,1.61,130.22,7,163,197.84,87,70,28.83,37,39.57,78,15.49,5.17,28.83,39,13.33,13.34,5.17,118.99,6,28.84

43,10:30-10:45,25.9,0,25.9,2.01,12.81,0.69,86.53,32.9,0,32,8.63,0,12.81,75,25.9,8.63,13.12,1.06,18.17,134.54,0,0,0,1.61,130.22,6.8,175,226.56,92,75,28.83,40,45.31,90,15.49,5.17,28.83,45,13.33,13.34,5.17,123.31,6,28.84

44,10:45-11:00,25.9,0,25.9,2.01,13.38,0.69,86.53,32.9,0,32,8.63,0,13.38,75,25.9,8.63,13.71,1.06,18.17,134.54,0,0,0,1.61,130.22,6.8,182,231.67,93,78,28.83,41,46.33,93,15.49,5.17,28.83,47,13.33,13.34,5.17,126.83,6,28.84

45,11:00-11:15,25.9,0,25.9,1.92,13.77,0.69,86.53,32.9,0,32,8.63,0,13.77,75,25.9,8.63,14.11,1.14,18.17,134.54,0,0,0,1.61,130.22,6.8,193,233.33,93,82,29.83,43,46.67,97,15.49,5.17,29.83,48,13.33,13.34,5.17,129.59,6,29.84

46,11:15-11:30,25.9,0,25.9,1.92,14.17,0.69,86.53,32.9,0,32,8.63,0,14.17,75,25.9,8.63,14.53,1.14,18.17,134.54,0,0,0,1.61,130.22,6.8,196,233.33,93,84,29.9,44,46.67,97,15.49,5.17,29.9,48,13.33,13.34,5.17,131.73,6,29.9

47,11:30-11:45,25.9,0,25.9,1.92,14.19,0.69,86.53,32.9,0,32,8.63,0,14.19,75,25.9,8.63,14.54,1.14,0,134.54,0,0,0,1.61,130.22,6.8,200,233.33,93,85,29.9,44,46.67,97,15.49,5.17,29.9,48,13,13,5.17,133.2,6,29.9

48,11:45-12:00,25.9,0,25.9,1.92,14.19,0.69,86.53,32.9,0,32,8.63,0,14.19,75,25.9,8.63,14.54,1.14,0,134.54,0,0,0,1.61,130.22,6.8,200,233.33,93,85,30.07,45,46.67,97,15.49,5.17,30.07,48,13,13,5.17,134.06,6,30.06

49,12:00-12:15,25.9,0,25.9,1.92,14.19,0.77,86.53,34.98,0,32,8.63,0,14.19,75,25.9,8.63,14.54,1.22,0,134.54,0,0,0,1.66,130.22,6.8,200,237.5,94,85,30.07,46,47.5,97,15.49,5.17,30.07,48,13,13,5.17,138.28,6,30.06

50,12:15-12:30,25.9,0,25.9,1.92,14.19,0.77,86.53,34.98,0,32,8.63,0,14.19,75,25.9,8.63,14.54,1.22,0,134.54,0,0,0,1.66,130.22,6.8,200,237.5,94,85,30.07,47,47.5,97,15.49,5.17,30.07,48,13,13,5.17,137.24,6,30.06

51,12:30-12:45,25.9,0,25.9,1.92,14.19,0.77,86.53,34.98,0,0,8.63,0,14.19,75,25.9,8.63,14.54,1.22,0,134.54,0,0,0,1.66,130.22,6.8,200,237.5,93,85,30.07,46,47.5,97,15.49,5.17,30.07,48,13,13,5.17,135.57,6,30.06

52,12:45-13:00,25.9,0,25.9,1.92,14.19,0.77,86.53,34.98,0,0,8.63,0,14.19,75,25.9,8.63,14.54,1.22,0,134.54,0,0,0,1.66,130.22,6.8,196,237.5,93,84,30.07,46,47.5,97,15.49,5.17,30.07,48,13,13,5.17,133.09,6,30.06

53,13:00-13:15,25.9,0,25.9,1.92,14.17,0.84,76.29,34.98,0,0,8.63,0,14.17,75,25.9,8.63,14.53,1.22,0,114.35,0,0,0,1.66,114.9,6.8,193,237.5,93,82,30.07,46,47.5,97,15.49,5.17,30.07,48,13,13,5.17,129.97,6,30.06

54,13:15-13:30,25.9,0,25.9,1.92,14.09,0.84,57.47,34.98,0,0,8.63,0,14.09,75,25.9,8.63,14.44,1.22,0,94.2,0,0,0,1.66,84.86,6.8,189,237.5,93,81,30.07,45,47.5,93,15.49,5.17,30.07,47,13,13,5.17,126.07,6,30.06

55,13:30-13:45,25.9,0,25.9,1.92,13.83,0.84,76.29,34.98,0,0,8.63,0,13.83,75,25.9,8.63,14.17,1.22,18.17,74.6,0,0,0,1.66,114.9,6.8,189,237.5,93,81,30.07,44,47.5,90,15.49,5.17,30.07,45,13,13,5.17,121.84,6,30.06

56,13:45-14:00,25.9,0,25.9,1.92,13.68,0.84,76.29,34.98,0,0,8.63,0,13.68,75,25.9,8.63,14.02,1.22,18.17,74.6,0,0,0,1.66,114.9,7,186,237.5,92,79,30.07,43,47.5,87,15.49,5.17,30.07,43,13,13,5.17,116.35,6,30.06

57,14:00-14:15,25.9,0,25.9,1.92,13.21,0.93,76.29,34.98,0,0,8.63,0,13.21,75,25.9,8.63,13.54,1.37,18.17,74.6,0,0,0,1.71,114.9,7.2,179,236.79,90,76,30.07,42,47.36,83,15.49,5.17,30.07,42,14,14,5.17,109.75,6,30.06

58,14:15-14:30,25.9,0,25.9,1.92,12.48,0.93,76.29,34.98,0,0,8.63,0,12.48,75,25.9,8.63,12.8,1.37,19.18,74.6,0,0,0,1.71,114.9,7.2,168,226.41,87,72,30.07,40,45.28,80,15.49,5.17,30.07,40,14,14,5.17,101.94,6,30.06

59,14:30-14:45,25.9,0,25.9,1.92,11.79,0.93,76.29,34.98,0,0,8.63,0,11.79,75,25.9,8.63,12.08,1.37,20.18,94.74,0,0,0,1.71,114.9,7.4,158,214.83,75,67,30.07,38,42.96,75,15.49,5.17,30.07,37,14,14,5.17,93.37,6,30.06

60,14:45-15:00,25.9,0,25.9,1.92,10.76,0.93,76.29,34.98,0,0,8.63,0,10.76,75,25.9,8.63,11.03,1.37,20.69,114.89,0,0,0,1.71,114.9,7.6,151,199.28,72,64,30.07,36,39.85,70,15.49,5.17,30.07,35,14,14,5.17,84.12,6,30.06

61,15:00-15:15,25.9,0,25.9,1.92,9.97,1.08,86.53,34.98,0,0,8.63,0,9.97,75,25.9,8.63,10.22,1.45,20.69,134.54,0,0,0,1.71,130.22,8,140,183.73,60,60,30.4,29,36.74,65,15.49,5.17,30.4,32,14,14,5.17,74.71,6,30.4

62,15:15-15:30,25.9,0,25.9,1.92,8.89,1.08,86.53,34.98,0,0,8.63,0,8.89,75,25.9,8.63,9.11,1.45,21.7,134.54,0,0,0,1.71,130.22,8.4,126,165.82,57,54,30.4,27,33.16,58,15.49,5.17,30.4,29,14,14,5.17,65.24,6,30.4

63,15:30-15:45,25.9,0,25.9,1.92,7.88,1.08,86.53,34.98,0,0,8.63,0,7.88,75,25.9,8.63,8.08,1.45,22.71,134.54,0,0,0,1.71,130.22,9.4,112,147.91,55,48,31.6,25,29.58,50,15.49,5.17,29,25,14,14,5.17,55.38,6,31.6

64,15:45-16:00,25.9,0,25.9,1.92,6.87,1.08,86.53,34.98,0,0,8.63,0,6.87,75,25.9,8.63,7.04,1.45,22.71,134.54,0,0,0,1.71,130.22,10.4,98,128.31,48,42,32.83,21,25.66,43,15.49,5.17,24,22,14,14,5.17,44.56,6,32.82

65,16:00-16:15,25.9,0,25.9,1.92,5.83,1.16,86.53,34.98,0,0,8.63,0,5.83,75,25.9,8.63,5.98,1.53,23.71,134.54,0,0,0,1.71,130.22,10.8,84,108.71,37,36,33,17,21.74,37,17.51,5.83,18,18,14.33,14.34,5.83,33.44,6.67,33

66,16:15-16:30,25.9,0,25.9,1.92,4.74,1.16,86.53,34.98,0,0,8.63,0,4.74,75,25.9,8.63,4.86,1.53,23.71,134.54,0,0,0,1.71,130.22,10.8,70,88.37,30,30,22.07,12,17.67,29,17.51,5.83,12,14,14.33,14.34,5.83,23.02,6.67,31.49

67,16:30-16:45,25.9,0,25.9,1.92,3.64,1.16,86.53,56.42,0,0,8.63,0,3.64,75,25.9,8.63,3.72,1.53,24.22,134.54,0,0,0,1.71,130.22,10.8,53,68.02,18,22,12.84,7,13.6,22,17.51,5.83,6,11,14.33,14.34,5.83,14.82,6.67,21.11

68,16:45-17:00,25.9,0,25.9,1.92,2.55,1.16,86.53,56.42,0,0,8.63,0,2.55,75,25.9,8.63,2.62,1.53,24.22,134.54,0,0,0,1.71,130.22,10.8,39,48.58,13,16,5.76,5,9.71,13,17.51,5.83,1,7,14.33,14.34,5.83,9.61,6.67,11.94

69,17:00-17:15,31.66,0,31.66,1.92,1.81,1.16,86.53,56.42,0,0,8.63,0,1.81,75,31.66,8.63,1.85,1.6,25.23,134.54,0,0,0,1.71,130.22,10.8,18,29.14,10,7,1.43,2,5.83,7,17.51,5.83,0,3,14.33,14.34,5.83,5.9,6.67,4.61

70,17:15-17:30,31.66,0,31.66,1.92,1.23,1.16,86.53,56.42,0,0,8.63,0,1.23,75,31.66,8.63,1.26,1.6,26.24,134.54,0,0,0,1.71,130.22,10.8,7,16.13,8,3,1.64,1,3.23,3,17.51,5.83,0,1,14.33,14.34,5.83,1.79,6.67,0.77

71,17:30-17:45,31.66,0,31.66,1.92,0.77,0.77,86.53,56.42,0,0,8.63,0,0.77,75,31.66,8.63,0.79,1.45,26.75,134.54,0,0,0,1.71,130.22,10.4,2,3.12,3,1,0.96,0,0.62,1,17.51,5.83,0,0,14.33,14.34,5.83,0,6.67,0.3

72,17:45-18:00,31.66,0,31.66,1.92,0.43,0.77,86.53,56.42,0,0,8.63,0,0.43,75,31.66,8.63,0.44,1.45,26.75,134.54,0,0,0,1.71,130.22,10,0,1.56,2,0,0.63,0,0.31,0,17.51,5.83,0,0,14.33,14.34,5.83,0,6.67,0.03

73,18:00-18:15,31.66,0,31.66,1.92,0.24,0.93,86.53,56.42,50,0,8.63,150,0.24,75,31.66,8.63,0.25,1.45,26.24,134.54,0,0,0,1.71,130.22,8,0,0,0,0,0,0,0,0,22.5,7.5,0,0,14.33,14.34,7.5,0,6.67,0

74,18:15-18:30,31.66,0,31.66,1.92,0,0.93,86.53,56.42,50,0,8.63,150,0,75,31.66,8.63,0,1.45,26.24,134.54,0,0,0,1.71,130.22,8,0,0,0,0,0,0,0,0,24,8,0,0,14.33,14.34,8,0,6.67,0

75,18:30-18:45,31.66,0,31.66,1.92,0,0.93,86.53,56.42,50,0,8.63,150,0,75,31.66,8.63,0,1.45,26.24,134.54,0,0,0,1.71,130.22,8,0,0,0,0,0,0,0,0,25.5,8.5,0,0,14.33,14.34,8.5,0,7,0

76,18:45-19:00,31.66,0,31.66,1.92,0,0.93,86.53,56.42,50,0,8.63,150,0,75,31.66,8.63,0,1.45,26.24,134.54,0,0,0,1.71,130.22,8,0,0,0,0,0,0,0,0,27,9,0,0,14.33,14.34,9,0,8,0

77,19:00-19:15,31.66,0,31.66,1.92,0,0.93,86.53,34.98,50,0,8.63,150,0,75,31.66,8.63,0,1.37,26.24,134.54,0,0,0,1.66,130.22,8,0,0,0,0,0,0,0,0,27.49,9.17,0,0,14.33,14.34,9.17,0,8.67,0

78,19:15-19:30,31.66,0,31.66,1.92,0,0.93,86.53,34.98,50,0,8.63,150,0,75,31.66,8.63,0,1.37,26.24,134.54,0,0,0,1.66,130.22,8,0,0,0,0,0,0,0,0,28.01,9.33,0,0,14.33,14.34,9.33,0,9.33,0

79,19:30-19:45,31.66,0,31.66,1.92,0,0.93,86.53,34.98,50,0,8.63,150,0,75,31.66,8.63,0,1.37,26.24,134.54,0,0,0,1.66,130.22,8.6,0,0,0,0,0,0,0,0,28.01,9.33,0,0,14.67,14.66,9.33,0,10,0

80,19:45-20:00,31.66,0,31.66,1.92,0,0.93,86.53,34.98,50,0,8.63,150,0,75,31.66,8.63,0,1.37,25.23,134.54,0,0,0,1.66,130.22,9,0,0,0,0,0,0,0,0,27.49,9.17,0,0,16.33,16.34,9.17,0,10.67,0

81,20:00-20:15,31.66,0,31.66,2.01,0,0.84,86.53,34.98,50,0,8.63,250,0,75,31.66,8.63,0,1.22,25.23,114.89,0,0,0,1.66,130.22,9.8,0,0,0,0,0,0,0,0,27.49,9.17,0,0,27,27,9.17,0,11.33,0

82,20:15-20:30,31.66,0,31.66,2.01,0,0.84,86.53,34.98,50,0,8.63,250,0,75,31.66,8.63,0,1.22,25.23,94.74,0,0,0,1.66,130.22,10.4,0,0,0,0,0,0,0,0,28.01,9.33,0,0,28,28,9.33,0,11.67,0

