Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/R2,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10
6,01:15-01:30,76.430000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,227.080000,132.300000,0.000000,61.450000,25.940000,7.410000,32.770000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,35.66,0,0,35,35,83.33,0,0,105,0,0,37.42,0,0

7,01:30-01:45,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,130.130000,132.300000,0.000000,61.450000,25.940000,7.410000,32.770000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,35.34,0,0,35,35,83.33,0,0,105,0,0,37.81,0,0

8,01:45-02:00,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,110.850000,132.300000,0.000000,61.450000,25.940000,7.410000,32.770000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,35.66,0,0,35,35,83.33,0,0,105,0,0,38.01,0,0

9,02:00-02:15,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,110.850000,112.780000,0.000000,61.450000,25.940000,7.230000,32.770000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,38,0,0,35,35,83.33,0,0,105,0,0,37.22,0,0

10,02:15-02:30,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,110.850000,93.500000,0.000000,61.450000,25.940000,7.230000,32.770000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,38,0,0,35,35,83.33,0,0,105,0,0,35.82,0,0

11,02:30-02:45,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,7.230000,32.770000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,36.66,0,0,35.5,35.5,83.33,0,0,106.5,0,0,33.82,0,0

12,02:45-03:00,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,7.230000,32.770000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,36.66,0,0,36.34,36.33,83.33,0,0,109,0,0,32.42,0,0

13,03:00-03:15,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,7.090000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,37,0,0,38.34,38.33,83.33,0,0,115,0,0,37.02,0,0

14,03:15-03:30,57.540000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,7.090000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,37,0,0,38.34,38.33,83.33,0,0,115,0,0,37.02,0,0

15,03:30-03:45,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,7.090000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.350000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,37.34,0,0,38.34,38.33,83.33,0,0,115,0,0,36.62,0,0

16,03:45-04:00,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,7.090000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.350000,0.000000,10.390000,29.270000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,37.66,0,0,38.34,38.33,83.33,0,0,115,0,0,36.02,0,0

17,04:00-04:15,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.950000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.350000,0.000000,10.390000,28.760000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,39.34,0,0,38.34,38.33,83.33,0,0,115,0,0,35.42,0,0

18,04:15-04:30,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.950000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.350000,0.000000,10.390000,28.760000,0.000000,8.760000,3.960000,0,0,83.33,0,0,0,0,40,0,0,38.34,38.33,83.33,0,0,115,0,0,34.62,0,0

19,04:30-04:45,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.950000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.350000,0.000000,10.390000,28.760000,0.000000,8.760000,3.960000,0,0,75,0,0,0,0,30.66,0,0,38.34,38.33,75,0,0,115,0,0,32.82,0,0

20,04:45-05:00,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.950000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.350000,0.000000,10.390000,28.760000,0.000000,8.760000,3.960000,0,0,75,0,0,0,0,30.66,0,0,38.34,38.33,75,0,0,115,0,0,32.82,0,0

21,05:00-05:15,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.810000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.120000,0.000000,10.390000,28.760000,0.000000,8.760000,3.960000,0,0,75,0,0,0,0,31,0,0,34.66,34.67,75,0,0,104,0,0,27.01,0,0

22,05:15-05:30,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.810000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.120000,0.000000,10.390000,28.760000,0.000000,8.760000,3.960000,0,0,75,0,0,0,0,31.34,0,0,35,35,75,0,0,105,0,0,27.01,0,0

23,05:30-05:45,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.810000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.120000,0.000000,10.390000,30.280000,0.000000,8.760000,3.960000,0,0,67.33,0,0,0,0,26.66,0,0,28.34,28.33,67.33,0,0,85,0,0,26.61,0,0

24,05:45-06:00,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.810000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.120000,0.000000,10.390000,30.280000,0.000000,8.760000,3.960000,0.2,0,67.67,0,0,0,0,26.66,0,0,28.34,28.33,67.67,0.27,0,85,0.546112,1.38,26.21,0,0

25,06:00-06:15,57.540000,20.480000,81.930000,0.000000,3.860000,0.000000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.970000,0.000000,10.080000,30.280000,0.000000,8.760000,3.960000,1,0,75,6.25,11.01,0.94,1,30,1,0,33.34,33.33,75,0.49,0,100,2.496512,2.47,25.81,0,1

26,06:15-06:30,57.540000,20.480000,81.930000,0.000000,3.860000,0.220000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.970000,0.210000,10.080000,30.280000,0.210000,8.760000,3.960000,2,0,75.67,9.09,17.24,3.31,2,30.34,4,0,33.34,33.33,75.67,1.04,2,100,4.82724,5.19,25.41,1,1

27,06:30-06:45,57.540000,20.480000,81.930000,0.000000,3.860000,0.670000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.970000,0.650000,10.080000,30.280000,0.650000,8.760000,3.960000,5,0,76.33,13.1,24.79,5.32,5,30.66,7,0,33.34,33.33,76.33,2.1,5,100,7.382264,10.49,25.01,3,3

28,06:45-07:00,57.540000,20.480000,81.930000,0.000000,3.860000,1.050000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.970000,1.030000,10.080000,30.280000,1.030000,8.760000,3.960000,6,0,76.67,22.03,32.76,7.98,8,31,14,0,33.34,33.33,76.67,3.57,9,100,10.278608,17.86,24.61,4,6

29,07:00-07:15,57.540000,20.480000,81.930000,0.000000,3.860000,1.540000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.540000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.970000,1.500000,10.080000,31.290000,1.500000,8.760000,0.000000,5.6,0,77.33,30.97,30.97,11.95,11,31.34,21,0,33.34,33.33,77.33,5.27,16,100,13.145696,26.34,24.21,5,9

30,07:15-07:30,57.540000,20.480000,81.930000,0.000000,3.860000,2.110000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.540000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.970000,2.050000,10.080000,31.290000,2.050000,8.760000,0.000000,7,0,77.67,27,27,15,16,32,35,0,33.34,33.33,77.67,7.3,26,100,15.759232,36.49,23.81,8,15

31,07:30-07:45,57.540000,20.480000,81.930000,0.000000,3.860000,2.770000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.540000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.810000,2.700000,10.080000,31.290000,2.700000,8.760000,0.000000,7,0,78.33,29.16,29.17,16.67,20,32,42,0,34.16,34.17,78.33,9.71,29.17,102.5,23.161,48.55,23.21,10,18

32,07:45:08:00,57.540000,20.480000,81.930000,0.000000,3.860000,3.800000,0.000000,10.550000,110.850000,74.950000,0.000000,61.450000,25.940000,6.540000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,9.810000,3.710000,10.080000,31.290000,3.710000,8.760000,0.000000,8,0,79,30,30,16.67,27,32.66,53,0,34.5,34.5,79,12.23,30,103.5,26.652216,61.17,23.81,13,22

33,08:00-08:15,57.540000,0.000000,0.000000,0.000000,3.860000,4.870000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.400000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,4.760000,8.530000,31.290000,4.760000,8.760000,0.000000,8,0,80,31,31,16,15,33.66,35,0,35,35,80,15.14,31,105,30.143432,75.73,31.02,7,15

34,08:15-08:30,57.540000,0.000000,0.000000,0.000000,3.860000,5.950000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.400000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,5.810000,9.150000,31.290000,5.810000,8.760000,0.000000,9,0,80,32.66,32.67,15,18,34,39,0,35.34,35.33,80,18.19,32.67,106,33.624896,90.97,31.02,9,16

35,08:30-08:45,57.540000,0.000000,0.000000,0.000000,3.860000,7.050000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.400000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,6.880000,9.150000,30.280000,6.880000,8.760000,0.000000,9,0,80,32.66,32.67,18,18,34.34,46,0,35.34,35.33,80,17.1,32.67,106,36.609008,85.48,24.01,9,19

36,08:45:09:00,57.540000,0.000000,0.000000,0.000000,3.860000,8.070000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.400000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,7.870000,9.150000,29.770000,7.870000,8.760000,0.000000,9.5,0,80,32.66,32.67,18,22,35.66,53,0,35.34,35.33,80,19.46,32.67,106,39.456592,97.3,23.61,11,22

37,09:00:09:15,57.540000,0.000000,0.000000,0.000000,3.860000,9.010000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.260000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.660000,8.790000,9.150000,29.770000,8.790000,8.760000,0.000000,29.5,0,80,33,33,46,27,36.66,91,0,36,36,80,21.95,33,108,42.060376,109.77,23.21,13,39

38,09:15-09:30,57.540000,0.000000,0.000000,0.000000,3.860000,9.880000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.260000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.660000,9.650000,9.150000,29.770000,9.650000,8.760000,0.000000,31.5,0,80,33,33,52,34,37.34,105,0,36.34,36.33,80,24.66,33,109,44.527632,123.32,22.81,16,45

39,09:30-09:45,57.540000,0.000000,0.000000,0.000000,3.860000,10.690000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.260000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.660000,10.430000,8.990000,29.770000,10.430000,8.760000,0.000000,36.5,0,80,33,33,54,36,37.34,116,0,38,38,80,31.75,33,114,47.228936,158.75,32.02,17,49

40,09:45-10:00,57.540000,0.000000,0.000000,0.000000,3.860000,11.440000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.260000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.660000,11.160000,8.990000,29.770000,11.160000,8.760000,0.000000,36.5,0,80,33,33,57,41,37.66,126,0,38.34,38.33,80,34.41,33,115,49.813216,172.07,32.02,19,54

41,10:00-10:15,57.540000,0.000000,0.000000,0.000000,3.860000,12.180000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.260000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,11.880000,8.990000,29.770000,11.880000,8.760000,4.410000,37.5,0,80,33,33,67,34,38,70,0,38.34,38.33,80,33.36,33,115,52.397496,166.78,31.82,16,30

42,10:15-10:30,57.540000,0.000000,0.000000,0.000000,3.860000,9.860000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,6.260000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,9.620000,8.990000,29.770000,9.620000,8.760000,4.410000,39.5,0,80,33,33,71,37,38.34,77,0,38.34,38.33,80,35.07,33,115,55.040288,175.34,31.42,18,33

43,10:30-10:45,57.540000,0.000000,0.000000,0.000000,3.860000,10.190000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,5.930000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,9.940000,8.990000,29.770000,9.940000,8.760000,4.410000,39.5,0,80,33,33,75,27,38.66,63,0,38.34,38.33,80,36.88,33,115,59.935792,184.38,31.02,13,27

44,10:45-11:00,57.540000,0.000000,0.000000,0.000000,3.860000,10.510000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,5.930000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,10.250000,8.990000,29.770000,10.250000,8.760000,4.410000,40.5,0,80,33,33,79,30,39,74,0,38.34,38.33,80,37.56,33,115,64.733776,187.8,30.82,15,31

45,11:00-11:15,57.540000,0.000000,0.000000,0.000000,3.860000,9.050000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.970000,8.830000,8.840000,29.770000,8.830000,8.760000,4.410000,41.5,0,73.33,33,33,79,71,35.34,147,0,35,35,73.33,38.07,33,105,69.346472,190.37,30.82,34,63

46,11:15-11:30,57.540000,0.000000,0.000000,0.000000,3.860000,9.000000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.970000,8.780000,8.840000,29.260000,8.780000,8.760000,4.410000,41.5,0,73.67,33,33,80,76,35.66,154,0,35.16,35.17,73.67,38.4,33,105.5,73.783632,192.02,31.62,36,66

47,11:30-11:45,57.540000,0.000000,0.000000,0.000000,3.860000,8.960000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.970000,8.740000,8.840000,30.790000,8.740000,8.760000,4.410000,39.5,0,74,33,33,72,64,36,140,0,35.34,35.33,74,38.63,33,106,72.038024,193.17,32.62,31,60

48,11:45-12:00,57.540000,0.000000,0.000000,0.000000,3.860000,8.810000,0.000000,10.550000,110.850000,74.950000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.970000,8.600000,8.840000,30.790000,8.600000,8.760000,4.410000,40.5,0,74.33,33,33,72,66,36,147,0,35.5,35.5,74.33,38.78,33,106.5,70.029112,193.89,32.42,32,63

49,12:00-12:15,57.540000,0.000000,0.000000,0.000000,3.860000,8.810000,0.000000,10.550000,110.850000,93.500000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.200000,8.600000,8.840000,30.280000,8.600000,8.760000,4.410000,27,0,75,33,33,43,52,36,119,0,35.66,35.67,75,38.87,33,107,70.107128,194.33,35.02,25,51

50,12:15-12:30,57.540000,0.000000,0.000000,0.000000,3.860000,8.810000,0.000000,10.550000,110.850000,112.780000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.200000,8.600000,8.840000,30.280000,8.600000,8.760000,4.410000,29,0,76,33,33,43,54,36,126,0,35.84,35.83,76,38.89,33,107.5,66.099056,194.45,35.42,26,54

51,12:30-12:45,57.540000,0.000000,0.000000,0.000000,3.860000,8.810000,0.000000,10.550000,110.850000,132.300000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,8.600000,9.070000,28.250000,8.600000,8.760000,4.410000,28,0,76.67,33,33,57,47,36,116,0,35.84,35.83,76.67,31.5,33,107.5,68.712592,157.5,35.62,23,49

52,12:45-13:00,57.540000,0.000000,0.000000,0.000000,3.860000,8.810000,0.000000,10.550000,110.850000,132.300000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,8.600000,9.070000,28.250000,8.600000,8.760000,4.410000,30,0,76.67,33,33,60,51,36,123,0,35.84,35.83,76.67,28.51,33,107.5,71.062824,142.57,35.82,24,52

53,13:00-13:15,57.540000,0.000000,0.000000,0.000000,3.860000,8.810000,0.000000,10.550000,110.850000,112.780000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,8.600000,9.070000,28.250000,8.600000,8.760000,4.410000,35,0,76.67,33,33,80,61,36,147,0,35.84,35.83,76.67,28.39,33,107.5,73.325288,141.95,36.02,29,63

54,13:15-13:30,57.540000,0.000000,0.000000,0.000000,3.860000,11.680000,0.000000,10.550000,110.850000,93.500000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,11.390000,9.070000,28.250000,11.390000,8.760000,4.410000,35,0,76.67,33,33,82,61,36,154,0,35.84,35.83,76.67,28.4,33,107.5,75.412216,141.98,36.62,29,66

55,13:30-13:45,57.540000,0.000000,0.000000,0.000000,3.860000,11.470000,0.000000,10.550000,110.850000,112.780000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,11.190000,10.080000,28.250000,11.190000,8.760000,4.410000,38,0,76.67,33,33,83,87,36,179,0,35.84,35.83,76.67,28.54,33,107.5,75.987584,142.7,40.01,41,76

56,13:45-14:00,57.540000,0.000000,0.000000,0.000000,3.860000,10.960000,0.000000,10.550000,110.850000,132.300000,0.000000,0.000000,25.940000,5.700000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,9.810000,10.700000,10.080000,29.260000,10.700000,8.760000,4.410000,38,0,76.67,33,33,83,85,36,179,0,35.84,35.83,76.67,28.82,33,107.5,77.469888,144.12,40.01,40,76

57,14:00-14:15,57.540000,0.000000,0.000000,0.000000,3.860000,10.420000,0.000000,10.550000,166.710000,132.300000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.350000,10.160000,10.080000,29.260000,10.160000,8.760000,3.130000,33.5,0,76.67,33,33,72,83,36,175,0,35.84,35.83,76.67,24.17,33,107.5,78.591368,120.83,40.01,39,75

