Block,Time,SINGRAULI_HYDRO,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,RIHAND1,RIHAND3,SALAL,SEWA2,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,CHAMERA1,CHAMERA2,KOLDAM,PARBATI3,BSIUL,CHAMERA3,DHAULIGNGA,RAMPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
10,02:15-02:30,0.99476,10.8885,0,21.4125,42.392196,26.39091,47.472,32.68836,92,123.665625,76.692,15.804048,18.396,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.544144,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.7375,20.73185,27.93,147.515625,42.49,418.77

11,02:30-02:45,0.99476,10.8885,0,21.4125,42.392196,26.39091,47.472,32.68836,92,123.665625,76.692,15.804048,18.396,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.544144,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.7375,20.73185,27.93,147.515625,42.49,418.77

12,02:45-03:00,0.99476,10.8885,0,21.4125,42.392196,26.39091,47.472,32.68836,92,123.665625,76.692,15.804048,9.198,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,6.5538,29.41554,36.544144,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.7375,20.73185,27.93,147.515625,42.49,418.77

13,03:00-03:15,0.99476,10.248,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,9.198,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,6.5538,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.7375,20.73185,27.93,147.515625,42.49,418.77

14,03:15-03:30,0.99476,10.248,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,9.198,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,6.5538,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.7375,20.73185,27.93,147.515625,42.49,418.77

15,03:30-03:45,0.99476,10.248,0,21.4125,42.392196,26.39091,51.888,31.897382,92,123.665625,76.692,15.804048,9.198,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,6.5538,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.7375,20.73185,27.93,141.615,42.49,418.77

16,03:45-04:00,0.99476,10.5042,0,21.4125,42.392196,26.39091,51.888,31.897382,92,123.665625,76.692,15.804048,9.198,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.7375,20.73185,27.93,131.125,42.49,418.77

17,04:00-04:15,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,6.365,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,14.253199,27.93,147.515625,42.49,418.77

18,04:15-04:30,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,6.365,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,14.253199,27.93,147.515625,42.49,418.77

19,04:30-04:45,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,6.365,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,418.77

20,04:45-05:00,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,22.914,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,418.77

21,05:00-05:15,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,30.552,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,418.77

22,05:15-05:30,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,418.77

23,05:30-05:45,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,414

24,05:45-06:00,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,26.304,59.184,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,414

25,06:00-06:15,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,410.625

26,06:15-06:30,0.99476,10.5042,0,21.4125,42.392196,26.39091,51.888,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,410.625

27,06:30-06:45,0.99476,10.5042,0,21.4125,42.392196,26.39091,51.888,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,410.625

28,06:45-07:00,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,0,26.46,147.515625,42.49,410.625

29,07:00-07:15,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,1.39,26.46,147.515625,42.49,407.25

30,07:15-07:30,0.99476,10.5042,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,2.78,26.46,147.515625,42.49,407.25

31,07:30-07:45,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,4.17,26.46,147.515625,42.49,407.25

32,07:45:08:00,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,4.17,26.46,147.515625,42.49,407.25

33,08:00-08:15,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,5.56,26.46,147.515625,42.49,412.875

34,08:15-08:30,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,5.56,26.46,147.515625,42.49,412.875

35,08:30-08:45,0.99476,7.686,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.386,6.255,26.46,147.515625,42.49,412.875

36,08:45:09:00,0.99476,7.686,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,7.645,26.46,147.515625,42.49,412.875

37,09:00:09:15,0.99476,7.686,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,8.887799,26.46,147.515625,42.49,410.625

38,09:15-09:30,0.99476,7.686,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,8.887799,26.46,147.515625,42.49,410.625

39,09:30-09:45,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,8.887799,26.46,147.515625,44.311,410.625

40,09:45-10:00,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,8.887799,26.46,147.515625,44.311,410.625

41,10:00-10:15,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,9.070167,26.46,147.515625,44.311,410.625

42,10:15-10:30,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,9.070167,26.46,147.515625,44.311,410.625

43,10:30-10:45,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,9.7578,26.46,147.515625,46.39908,410.625

44,10:45-11:00,0.99476,11.529,0,21.4125,42.392196,26.39091,51.888,31.897382,92,123.665625,76.692,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,10.4528,26.46,147.515625,46.39908,410.625

45,11:00-11:15,0.99476,12.4257,0,21.4125,42.392196,26.39091,51.888,31.897382,92,123.665625,66.234,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,11.661683,26.46,147.515625,46.39908,410.625

46,11:15-11:30,0.99476,12.4257,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,66.234,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,17.584,11.661683,26.46,147.515625,46.39908,410.625

47,11:30-11:45,0.99476,12.4257,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,66.234,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,20.0018,12.371,26.46,147.515625,46.39908,410.625

48,11:45-12:00,0.99476,12.4257,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,66.234,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,20.0018,13.066,26.46,147.515625,46.39908,410.625

49,12:00-12:15,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,53.452,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,20.0018,13.761,26.46,147.515625,46.39908,410.625

50,12:15-12:30,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,53.452,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,20.0018,14.253199,26.46,147.515625,46.39908,410.625

51,12:30-12:45,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,53.452,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,20.0018,14.253199,24.99,147.515625,46.39908,410.625

52,12:45-13:00,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,53.452,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,20.0018,14.253199,24.99,147.515625,46.39908,410.625

53,13:00-13:15,0.99476,11.529,0,21.4125,42.392196,26.39091,47.472,31.897382,92,123.665625,53.452,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,38.6616,152.9405,0,51.2676,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,21.92,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,20.0018,14.253199,24.99,147.515625,46.39908,410.625

