Block,Time,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/IEPL01,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01062024/30062024/R2,NR/01062024/30062024/1000011034-ACBL-BRPL,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.290000,30.910000,30.83,13.100000,0,0.000000,30.910000,67.620000,30.84,0,0.000000,0.000000,48.300000,10.410000,0.000000,38.640000,92.5,0,16.110000,0.000000,10.610000,59,59,14.6,0,100.640000,24.150000,24.150000,262.270000,273.140000,30.66,0,0,0,0

7,01:30-01:45,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.290000,30.910000,25.83,13.100000,0,0.000000,30.910000,67.620000,25.84,0,0.000000,0.000000,48.300000,10.410000,0.000000,38.640000,77.5,0,16.110000,0.000000,10.610000,55,55,14.2,0,100.640000,24.150000,24.150000,262.270000,273.140000,22.66,0,0,0,0

8,01:45-02:00,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.290000,30.910000,26,13.100000,0,0.000000,30.910000,67.620000,26,0,0.000000,0.000000,48.300000,10.410000,0.000000,38.640000,78,0,16.110000,0.000000,10.610000,55.33,55.33,13.6,0,100.640000,24.150000,24.150000,262.270000,273.140000,23,0,0,0,0

9,02:00-02:15,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.290000,30.910000,26.17,13.000000,0,0.000000,30.910000,67.620000,26.16,0,0.000000,0.000000,48.300000,10.410000,0.000000,38.640000,78.5,0,16.110000,0.000000,10.610000,66.67,66.67,12.8,0,100.640000,24.150000,24.150000,262.270000,273.140000,23.34,0,0,0,0

10,02:15-02:30,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.290000,30.910000,26.33,13.000000,0,0.000000,30.910000,67.620000,26.34,0,0.000000,0.000000,48.300000,10.410000,0.000000,38.640000,79,0,16.110000,0.000000,10.610000,67.33,67.33,12.01,0,100.640000,24.150000,24.150000,262.270000,273.140000,24,0,0,0,0

11,02:30-02:45,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.290000,30.910000,30,13.000000,0,0.000000,30.910000,67.620000,30,0,0.000000,0.000000,48.300000,10.410000,0.000000,38.640000,90,0,15.850000,0.000000,10.610000,68.33,68.33,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,28.34,0,0,0,0

12,02:45-03:00,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.290000,30.910000,30.33,13.000000,0,0.000000,30.910000,67.620000,30.34,0,0.000000,0.000000,48.300000,10.410000,0.000000,38.640000,91,0,15.850000,0.000000,10.610000,70,70,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,28.66,0,0,0,0

13,03:00-03:15,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.010000,30.910000,30.67,12.820000,0,0.000000,30.910000,67.620000,30.66,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,92,0,16.110000,0.000000,10.370000,71.67,71.67,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,29,0,0,0,0

14,03:15-03:30,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.010000,30.910000,31,12.820000,0,0.000000,30.910000,67.620000,31,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,93,0,16.110000,0.000000,10.370000,73.33,73.33,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,29.34,0,0,0,0

15,03:30-03:45,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,115.490000,24.150000,24.150000,0,9.010000,30.910000,31.33,12.820000,0,0.000000,30.910000,67.620000,31.34,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,94,0,16.110000,0.000000,10.370000,75.67,75.67,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,35,0,0,0,0

16,03:45-04:00,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,87.130000,94.670000,24.150000,24.150000,0,9.010000,30.910000,31.67,12.820000,0,0.000000,30.910000,67.620000,31.66,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,95,0,16.110000,0.000000,10.370000,76.67,76.67,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,35,0,0,0,0

17,04:00-04:15,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,68.130000,66.270000,24.150000,24.150000,0,8.830000,30.910000,36.67,12.540000,0,0.000000,30.910000,67.620000,36.66,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,110,0,16.110000,0.000000,10.370000,78.33,78.33,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,35,0,0,0,0

18,04:15-04:30,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,68.130000,66.270000,24.150000,24.150000,0,8.830000,30.910000,36.67,12.540000,0,0.000000,30.910000,67.620000,36.66,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,110,0,16.110000,0.000000,10.370000,80,80,7.41,0,100.640000,24.150000,24.150000,262.270000,273.140000,35,0,0,0,0

19,04:30-04:45,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,57.670000,66.270000,24.150000,24.150000,0,8.830000,30.910000,36.67,12.540000,0,0.000000,30.910000,67.620000,36.66,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,110,0,16.110000,0.000000,10.370000,80,80,7.41,0,100.640000,24.150000,24.150000,225.610000,273.140000,35.34,0,0,0,0

20,04:45-05:00,21.780000,48.300000,38.640000,0,0,0,0,0,15.880000,0.000000,31.290000,57.670000,66.270000,24.150000,24.150000,0,8.830000,30.910000,36.67,12.540000,0,0.000000,30.910000,67.620000,36.66,0,0.000000,0.000000,48.300000,10.410000,0.000000,0.000000,110,0,16.110000,0.000000,10.370000,80,80,7.41,0,100.640000,24.150000,24.150000,184.430000,273.140000,36,0,0,0,0

21,05:00-05:15,21.780000,48.300000,38.640000,0,0,0,0,0,9.290000,0.000000,31.290000,57.670000,66.270000,24.150000,24.150000,0,8.640000,30.910000,36.67,12.270000,0,0.000000,30.910000,67.620000,36.66,0,0.000000,0.000000,48.300000,9.630000,0.000000,0.000000,110,0,16.110000,0.000000,9.990000,80,80,7.41,0,100.640000,24.150000,24.150000,174.770000,273.140000,36.66,0,0,0,0

22,05:15-05:30,21.780000,48.300000,38.640000,0,0,0,0,0,9.290000,0.000000,31.290000,57.670000,66.270000,24.150000,24.150000,0,8.640000,30.910000,37,12.270000,0,0.000000,30.910000,67.620000,37,0,0.000000,0.000000,48.300000,9.630000,0.000000,0.000000,111,0,12.310000,0.000000,9.990000,80,80,7.41,0,100.640000,24.150000,24.150000,145.790000,273.140000,36.66,0,0,0,0

23,05:30-05:45,21.780000,48.300000,38.640000,0,0,0,0,0,9.290000,0.000000,31.290000,57.670000,66.270000,24.150000,24.150000,0,8.640000,30.910000,37.5,12.270000,0,0.000000,30.910000,67.620000,37.5,1.16868,0.000000,0.000000,48.300000,9.630000,0.000000,0.000000,112.5,0,12.310000,0.000000,9.990000,80,80,7.41,0,100.640000,24.150000,24.150000,145.790000,273.140000,36.66,0,0,0,0

24,05:45-06:00,21.780000,48.300000,38.640000,0.2,0,0.62,0.18,0,9.290000,0.000000,31.290000,57.670000,66.270000,24.150000,24.150000,0,8.640000,30.910000,37.5,12.270000,0,0.000000,30.910000,67.620000,37.5,2.454228,0.000000,0.000000,48.300000,9.630000,0.000000,0.000000,112.5,0,12.310000,0.000000,9.990000,80,80,7.41,0.12,100.640000,24.150000,24.150000,145.790000,273.140000,36.66,0,0,0,0

25,06:00-06:15,21.780000,48.300000,38.640000,1,0,3.88,1.67,1,9.290000,0.000000,31.290000,57.670000,66.270000,24.150000,24.150000,7.7,8.360000,30.910000,37.5,12.170000,0,0.000000,30.910000,67.620000,37.5,4.752632,0.000000,0.000000,48.300000,9.320000,0.000000,0.000000,112.5,6.94,12.310000,0.000000,9.830000,80,80,7.41,0.78,100.640000,24.150000,24.150000,145.790000,231.840000,36.66,1,0,1,0

26,06:15-06:30,21.780000,48.300000,38.640000,2,0,8.38,3.82,4,9.290000,0.110000,31.290000,57.670000,66.270000,24.150000,24.150000,16.08,8.360000,30.910000,37.5,12.170000,2,0.000000,30.910000,67.620000,37.5,9.067009,0.000000,0.110000,48.300000,9.320000,0.000000,0.000000,112.5,10.1,12.310000,0.110000,9.830000,80,80,7.41,1.67,100.640000,24.150000,24.150000,145.790000,193.200000,36.66,1,0,2,1

27,06:30-06:45,21.780000,48.300000,38.640000,5,0,13.4,6.57,7,9.290000,0.760000,31.290000,57.670000,70.430000,24.150000,24.150000,21.83,8.360000,30.910000,37.5,12.170000,6,0.000000,30.910000,67.620000,37.5,14.02416,0.000000,0.760000,48.300000,8.550000,0.000000,0.000000,112.5,14.55,12.310000,0.780000,9.600000,80,80,7.41,2.68,52.160000,24.150000,24.150000,110.120000,150.220000,30.66,3,0,5,3

28,06:45-07:00,21.780000,48.300000,38.640000,6,0,19.98,9.55,14,9.290000,1.220000,31.290000,57.670000,70.430000,24.150000,24.150000,27.28,8.360000,30.910000,37.5,12.170000,11,0.000000,30.910000,67.620000,37.5,19.896777,0.000000,1.220000,48.300000,8.550000,0.000000,0.000000,112.5,20.72,12.310000,1.250000,9.600000,80,80,7.41,3.99,52.160000,24.150000,24.150000,110.120000,150.220000,31,6,0,8,4

29,07:00-07:15,21.780000,48.300000,38.640000,8,0,29.48,13.94,21,9.380000,1.800000,31.290000,57.670000,70.430000,24.150000,24.150000,31.63,8.170000,30.910000,37.5,12.080000,20,0.000000,30.910000,67.620000,37.5,26.694599,0.000000,1.800000,48.300000,8.940000,0.000000,0.000000,112.5,31.63,12.310000,1.840000,9.370000,80,80,7.41,5.89,52.160000,24.150000,24.150000,110.120000,150.220000,31.34,9,0,11,5

30,07:15-07:30,21.780000,48.300000,38.640000,12.86,0,41.8,18.06,35,9.380000,2.480000,31.290000,57.670000,70.430000,24.150000,24.150000,30.15,8.170000,30.910000,37.5,12.080000,30.15,0.000000,30.910000,67.620000,37.5,33.940415,0.000000,2.480000,48.300000,8.940000,0.000000,0.000000,112.5,30.15,12.310000,2.550000,9.370000,80,80,7.41,8.36,52.160000,24.150000,24.150000,110.120000,150.220000,31.66,15,0,16,8

31,07:30-07:45,21.780000,48.300000,38.640000,16.18,0,56.28,23.11,49,9.380000,3.280000,31.290000,57.670000,70.430000,24.150000,24.150000,31.48,8.170000,30.910000,37.5,12.080000,31.49,0.000000,30.910000,67.620000,37.5,40.299982,0.000000,3.280000,48.300000,8.940000,0.000000,0.000000,112.5,31.48,12.310000,3.360000,9.370000,70,70,7.41,11.26,52.160000,24.150000,24.150000,109.000000,150.220000,32,21,0,23,12

32,07:45:08:00,21.780000,48.300000,38.640000,20.09,0,72.35,27.79,63,24.150000,4.350000,31.290000,57.670000,70.430000,24.150000,24.150000,32.17,8.170000,30.910000,37.5,12.080000,32.16,0.000000,30.910000,67.620000,37.5,46.922502,0.000000,4.350000,48.300000,8.940000,0.000000,0.000000,112.5,32.17,12.310000,4.470000,9.370000,70.33,70.33,7.41,14.47,51.320000,24.150000,24.150000,109.000000,150.220000,32.34,27,0,31,15

33,08:00-08:15,21.780000,48.300000,38.640000,24,0,89.43,33.82,81,24.150000,5.420000,31.290000,57.670000,70.430000,24.150000,24.150000,32.33,7.990000,30.910000,37.5,11.990000,32.34,0.000000,30.910000,67.620000,37.5,53.506066,0.000000,5.420000,48.300000,8.550000,0.000000,0.000000,112.5,32.33,12.310000,5.560000,9.370000,71,71,7.41,17.89,51.320000,24.150000,24.150000,109.000000,150.220000,32.66,34,0,37,18

34,08:15-08:30,21.780000,48.300000,38.640000,27,0,106.85,39.51,95,24.150000,6.520000,31.290000,57.670000,70.430000,24.150000,24.150000,32.83,7.990000,30.910000,37.5,11.990000,32.84,0.000000,30.910000,67.620000,37.5,60.040935,0.000000,6.520000,48.300000,8.550000,0.000000,0.000000,112.5,32.83,12.310000,6.690000,9.370000,71.67,71.67,7.41,21.37,51.320000,24.150000,24.150000,109.000000,150.220000,32.66,40,0,43,22

35,08:30-08:45,21.780000,48.300000,38.640000,30,0,123.73,48.26,102,24.150000,7.550000,31.290000,57.670000,70.430000,24.150000,24.150000,32.83,7.990000,20.740000,37.5,11.990000,32.84,0.000000,20.740000,67.620000,37.5,67.452314,0.000000,7.550000,48.300000,8.550000,0.000000,0.000000,112.5,32.83,12.310000,7.740000,9.370000,73.33,73.33,7.41,24.74,51.320000,24.150000,24.150000,109.000000,150.220000,33,43,0,50,25

36,08:45:09:00,21.780000,48.300000,38.640000,33,0,139.83,55.62,116,24.150000,8.530000,31.290000,57.670000,70.430000,24.150000,24.150000,33,7.990000,20.740000,37.5,11.990000,33,0.000000,20.740000,67.620000,37.5,74.727347,0.000000,8.530000,48.300000,8.550000,0.000000,0.000000,112.5,33,12.310000,8.750000,9.370000,74,74,7.41,27.97,51.320000,24.150000,24.150000,109.000000,150.220000,33.34,49,0,57,28

37,09:00:09:15,21.780000,0.000000,0.000000,35,0,155.16,62.55,126,24.150000,9.490000,31.290000,57.670000,70.430000,24.150000,24.150000,33,7.990000,20.740000,37.5,11.900000,33,0.000000,20.740000,67.620000,37.5,81.651776,0.000000,9.490000,0.000000,6.990000,0.000000,0.000000,112.5,33,12.310000,9.720000,8.450000,80,80,7.41,31.03,51.320000,24.150000,0.000000,109.000000,150.220000,36,54,0,63,31

38,09:15-09:30,21.780000,0.000000,0.000000,37,0,169.27,69.02,137,24.150000,10.390000,31.290000,57.670000,70.430000,24.150000,24.150000,33,7.990000,20.740000,37.5,11.900000,33,0.000000,20.740000,67.620000,37.5,87.962648,0.000000,10.390000,0.000000,7.610000,0.000000,0.000000,112.5,33,12.310000,10.650000,8.450000,80,80,7.41,33.85,51.320000,24.150000,0.000000,109.000000,150.220000,36,58,0,68,34

39,09:30-09:45,21.780000,0.000000,0.000000,43,0,182.62,75.03,147,24.150000,11.180000,31.290000,57.670000,70.430000,24.150000,24.150000,33,7.990000,20.740000,37.5,11.900000,33,0.000000,20.740000,67.620000,37.5,94.166391,0.000000,11.180000,0.000000,7.610000,0.000000,0.000000,112.5,33,3.860000,11.460000,8.450000,80,80,7.81,36.52,51.320000,24.150000,0.000000,109.000000,150.220000,36,63,0,73,36

40,09:45-10:00,21.780000,0.000000,0.000000,41,0,195.83,80.37,158,24.150000,11.940000,31.290000,57.670000,70.430000,24.150000,24.150000,33,7.990000,20.740000,37.5,11.900000,33,0.000000,20.740000,67.620000,37.5,100.155876,0.000000,11.940000,0.000000,7.610000,0.000000,0.000000,112.5,33,3.860000,12.230000,8.450000,80,80,8.21,39.16,51.320000,24.150000,0.000000,109.000000,150.220000,36,67,0,77,39

41,10:00-10:15,21.780000,0.000000,0.000000,43,0,207.78,85,161,0.000000,12.650000,31.290000,57.670000,70.430000,0.000000,0.000000,33,7.810000,33.290000,39.17,11.800000,33,0.000000,33.290000,0.000000,39.16,104.88903,0.000000,12.650000,0.000000,7.460000,0.000000,0.000000,117.5,33,3.860000,12.970000,8.450000,83.33,83.33,9.01,41.56,51.320000,24.150000,0.000000,109.000000,150.220000,41,69,0,81,40

42,10:15-10:30,21.780000,0.000000,0.000000,49,0,218.54,89.2,172,0.000000,13.860000,31.290000,57.670000,70.430000,0.000000,0.000000,33,7.810000,33.290000,39.17,11.800000,33,0.000000,33.290000,0.000000,39.16,108.287941,0.000000,13.860000,0.000000,7.460000,0.000000,0.000000,117.5,33,3.860000,14.200000,8.450000,83.33,83.33,9.61,43.71,51.320000,24.150000,0.000000,109.000000,150.220000,41,73,0,85,42

43,10:30-10:45,21.780000,0.000000,0.000000,45,0,228.63,91.54,179,0.000000,14.430000,31.290000,57.670000,70.430000,0.000000,0.000000,33,7.810000,33.290000,39.17,11.800000,33,0.000000,33.290000,0.000000,39.16,109.846181,0.000000,14.430000,0.000000,7.460000,0.000000,0.000000,117.5,33,3.860000,14.790000,8.450000,83.33,83.33,9.61,45.72,51.320000,24.150000,0.000000,109.000000,150.220000,41,76,0,89,44

44,10:45-11:00,21.780000,0.000000,0.000000,46,0,235.51,92.38,186,0.000000,14.890000,31.290000,57.670000,70.430000,0.000000,0.000000,33,7.810000,33.290000,39.17,11.800000,33,0.000000,33.290000,0.000000,39.16,112.456233,0.000000,14.890000,0.000000,7.460000,0.000000,0.000000,117.5,33,3.860000,15.260000,8.450000,83.33,83.33,10.01,47.1,51.320000,24.150000,0.000000,109.000000,150.220000,41,79,0,93,47

45,11:00-11:15,21.780000,0.000000,0.000000,47,0,236.83,92.49,189,0.000000,15.220000,31.290000,57.670000,66.270000,0.000000,0.000000,33,7.810000,33.290000,39.17,11.710000,33,0.000000,33.290000,0.000000,39.16,114.277426,0.000000,15.220000,0.000000,7.610000,0.000000,0.000000,117.5,33,3.860000,15.600000,8.450000,83.33,83.33,15.4,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,41,81,0,93,47

46,11:15-11:30,21.780000,0.000000,0.000000,47,0,236.83,92.45,193,0.000000,15.480000,31.290000,57.670000,66.270000,0.000000,0.000000,33,7.810000,33.290000,39.17,11.710000,33,0.000000,33.290000,0.000000,39.16,115.300021,0.000000,15.480000,0.000000,7.610000,0.000000,0.000000,117.5,33,3.860000,15.870000,8.450000,83.33,83.33,16,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,41,82,0,93,47

47,11:30-11:45,21.780000,0.000000,0.000000,46,0,236.83,92.53,193,0.000000,15.650000,30.270000,57.670000,66.270000,0.000000,0.000000,33,7.810000,23.340000,39.17,11.710000,33,0.000000,23.340000,0.000000,39.16,114.121602,0.000000,15.650000,0.000000,8.090000,0.000000,0.000000,117.5,33,3.860000,16.040000,8.450000,83.33,83.33,22.41,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,41,82,0,93,47

48,11:45-12:00,21.780000,0.000000,0.000000,48,0,236.83,92.71,193,0.000000,15.760000,30.270000,57.670000,66.270000,0.000000,0.000000,33,7.810000,23.340000,39.17,11.710000,33,0.000000,23.340000,0.000000,39.16,112.271192,0.000000,15.760000,0.000000,8.090000,0.000000,0.000000,117.5,33,3.860000,16.150000,8.450000,83.33,83.33,24.01,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,41,82,0,93,47

49,12:00-12:15,21.780000,0.000000,0.000000,48,0,236.83,92.81,193,0.000000,15.810000,30.270000,57.670000,66.270000,0.000000,0.000000,33,7.810000,20.740000,39.17,11.620000,33,0.000000,20.740000,0.000000,39.16,111.80372,0.000000,15.810000,0.000000,8.090000,0.000000,0.000000,117.5,33,8.760000,16.200000,8.840000,83.33,83.33,25.01,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,42.66,82,0,93,47

50,12:15-12:30,21.780000,0.000000,0.000000,47,0,236.83,92.77,193,0.000000,15.810000,30.270000,57.670000,66.270000,0.000000,0.000000,33,7.810000,20.740000,39.17,11.620000,33,0.000000,20.740000,0.000000,39.16,108.258724,0.000000,15.810000,0.000000,8.090000,0.000000,0.000000,117.5,33,8.760000,16.200000,8.840000,83.33,83.33,26.01,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,42.66,82,0,93,47

51,12:30-12:45,21.780000,0.000000,0.000000,47,0,236.83,92.72,193,0.000000,15.780000,30.270000,57.670000,66.270000,0.000000,0.000000,33,7.810000,20.740000,39.17,11.620000,33,0.000000,20.740000,0.000000,39.16,105.911625,0.000000,15.780000,0.000000,8.090000,0.000000,0.000000,117.5,33,8.760000,16.180000,8.840000,83.33,83.33,27.61,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,42.66,82,0,93,47

52,12:45-13:00,21.780000,0.000000,0.000000,47,0,236.83,92.67,193,0.000000,15.740000,29.770000,57.670000,66.270000,0.000000,0.000000,33,7.810000,20.740000,39.17,11.620000,33,0.000000,20.740000,0.000000,39.16,103.515831,0.000000,15.740000,0.000000,8.090000,0.000000,0.000000,117.5,33,8.750000,16.130000,8.840000,83.33,83.33,29.42,47.37,51.320000,24.150000,0.000000,109.000000,150.220000,42.66,82,0,93,47

53,13:00-13:15,21.780000,0.000000,0.000000,47,0,236.83,92.56,193,0.000000,15.690000,29.770000,57.670000,66.270000,0.000000,0.000000,33,7.990000,20.740000,39.17,11.620000,33,0.000000,20.740000,0.000000,39.16,100.89604,0.000000,15.690000,0.000000,8.090000,0.000000,0.000000,117.5,33,8.750000,16.080000,9.070000,83.33,83.33,17,47.37,51.320000,24.150000,0.000000,109.000000,193.200000,42.66,82,0,93,47

