Block,Time,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23728,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/MC120240501NR23436,NR/20052024/20052024/IEX_240519_00615,NR/01052024/31052024/M20240501NR23406,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/16042024/31052024/IEX_240323_06618,NR/20052024/20052024/IEX_240519_00610,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23727,SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/DC20240501NR23726,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/DC20240501NR23735,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240324-06625_1,NR/30092023/26122029/SH-06,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/20052024/20052024/IEX_240519_00616,WR/01102023/01102023/L_NR_2022_09,NR/01052024/31052024/2-R1,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10
1,00:00-00:15,0,0,0,0,0,13.83,15.84,0,0,0,0,0,0,0,28.250000,10.410000,16.400000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,193.060000,262.080000,5.790000,7.01,4.830000,16.100000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,272.940000,0.000000,19.310000,30.890000,29.030000,48.260000,35.67,48.260000,47.5,15.83,35.67

2,00:15-00:30,0,0,0,0,0,13.91,16.16,0,0,0,0,0,0,0,28.770000,10.410000,16.400000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,193.060000,262.080000,5.790000,7.01,4.830000,16.100000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,272.940000,0.000000,19.310000,30.890000,29.030000,48.260000,36.33,48.260000,48.5,16.17,36.33

3,00:30-00:45,0,0,0,0,0,13.93,16.66,0,0,0,0,0,0,0,28.770000,10.410000,16.400000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,193.060000,262.080000,5.790000,7.01,4.830000,16.100000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,272.940000,0.000000,19.310000,30.890000,29.030000,48.260000,37,48.260000,50,16.67,37

4,00:45-01:00,0,0,0,0,0,13.95,17.5,0,0,0,0,0,0,0,28.770000,10.410000,16.400000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,193.060000,262.080000,5.790000,7.01,4.830000,16.100000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,272.940000,0.000000,19.310000,30.890000,29.030000,48.260000,38.33,48.260000,52.5,17.5,38.33

5,01:00-01:15,0,0,0,0,0,17.46,18.5,0,0,0,0,0,0,0,28.770000,10.410000,16.220000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,193.060000,262.080000,5.790000,7.01,4.830000,16.100000,100.560000,0,0,11.510000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,272.940000,0.000000,19.310000,30.890000,29.030000,48.260000,43.67,48.260000,55.5,18.5,43.67

