Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/30092023/26122029/SH-06,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5474,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/3646,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9061,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/4503,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/29/7095,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5444,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09
15,03:30-03:45,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,57.34,0,142.69,1.09,2.3,25.93,17.29,25.74,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,52.82,164.23,1.61,0,1.45,25.93,6.64,13.34,0,6.64,0,0,13.33

16,03:45-04:00,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,57.34,0,142.69,1.09,2.3,25.93,17.29,25.74,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,52.82,164.23,1.61,0,1.45,25.93,6.64,13.34,0,6.64,0,0,13.33

17,04:00-04:15,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,57.34,0,142.69,1.09,2.2,25.93,17.29,25.74,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,52.82,164.23,1.61,0,1.45,25.93,6.64,13.34,0,6.64,0,0,13.33

18,04:15-04:30,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,57.34,0,142.69,1.09,2.2,25.93,17.29,25.23,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,52.82,164.23,1.61,0,1.45,25.93,6.64,13.34,0,6.64,0,0,13.33

19,04:30-04:45,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,57.34,0,142.69,1.09,2.2,25.93,17.29,25.23,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,52.82,195.58,1.61,0,1.45,25.93,6.64,13.34,0,6.64,0,0,13.33

20,04:45-05:00,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,57.34,0,142.69,1.09,2.2,25.93,17.29,25.23,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,52.82,195.58,1.61,0,1.45,25.93,6.64,13.34,0,6.64,0,0,13.33

21,05:00-05:15,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,65.9,0,142.69,1.01,2.2,25.93,17.29,25.23,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,52.82,195.58,1.61,0,1.37,25.93,6.64,13.34,0,6.64,0,0,13.33

22,05:15-05:30,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,65.9,0,142.69,1.01,2.2,25.93,17.29,25.23,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,57.62,195.58,1.61,0,1.37,25.93,6.64,13.34,0,6.64,0,0,13.33

23,05:30-05:45,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,65.9,0,142.69,1.01,2.2,25.93,17.29,25.23,47.56,35.02,74.68,8.64,25.93,0,0,8.64,0,62.43,195.58,1.61,0,1.37,25.93,6.64,13.34,0,6.64,0,0,13.33

24,05:45-06:00,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,65.9,0,142.69,1.01,2.2,25.93,17.29,24.73,47.56,35.02,94.85,8.64,25.93,0,0,8.64,0,62.43,195.58,1.61,0,1.37,25.93,6.64,13.34,0,6.64,0,0,13.33

25,06:00-06:15,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,65.9,0,0,1.01,2.2,25.93,17.29,24.22,0,32.94,115.02,8.64,25.93,0,0,8.64,0,91.24,211.9,1.61,0,1.37,25.93,6.64,13.34,0,6.64,0.01,0.9,13.33

26,06:15-06:30,19.89,6.67,0,0,0,0,0,0,0,0,7.2,0,0,0,0,65.9,0,0,1.01,2.2,25.93,17.29,24.22,0,32.94,134.65,8.64,25.93,0,0,8.64,0,100.05,242.58,1.61,0,1.37,25.93,6.64,13.34,2,6.64,4.04,1.44,13.33

27,06:30-06:45,19.89,6.67,0,0,0,0,0,0,0.01,0,7.2,0,0,0,0,65.9,0,0,1.01,2.2,25.93,17.29,24.22,0,32.94,134.65,8.64,25.93,0.15,0.15,8.64,0.15,100.05,260.75,1.61,0,1.37,25.93,6.64,13.34,7,6.64,10.55,2.97,13.33

28,06:45-07:00,19.89,6.67,0.04,0,0,0,0,0,0.19,0,7.2,0.08,0,0,0,76.15,0,0,1.01,2.2,25.93,17.29,23.72,0,32.94,134.65,8.64,25.93,0.35,0.36,8.64,0.35,100.05,260.75,1.61,0,1.37,25.93,6.64,13.34,11,6.64,17.58,9.46,13.33

29,07:00-07:15,19.89,6.67,0.05,0,1,0,2,0,0.28,1,7.2,5.47,0,0,0,86.63,0,0,1.01,2.2,31.69,17.29,23.72,0,32.94,134.65,8.64,31.69,0.66,0.68,8.64,0.66,100.05,260.75,1.61,0,1.37,31.69,6.64,13.34,16,6.64,27.37,19.09,13.33

30,07:15-07:30,19.89,6.67,0.56,1,4,1,5,1,2.82,2,7.2,13.03,0,0,0,86.63,0,0,1.01,2.2,31.69,17.29,23.72,0,32.94,134.65,8.64,31.69,1.11,1.14,8.64,1.11,100.05,260.75,1.61,0,1.37,31.69,6.64,13.34,21.99,6.64,30.63,30.63,13.33

31,07:30-07:45,19.89,6.67,2.12,2,11,4,7,3,10.58,5,7.2,21.96,0,0,0,86.63,0,0,1.01,2.2,31.69,17.29,23.21,0,32.94,134.65,8.64,31.69,1.7,1.75,8.64,1.7,100.05,260.75,1.61,0,1.37,31.69,6.64,13.34,29,6.64,30.6,30.6,13.33

32,07:45-08:00,19.89,6.67,4.5,4,25,10,9,4,22.48,8,7.2,30.96,0,0,0,86.63,0,0,1.01,2.2,31.69,17.29,22.2,0,32.94,134.65,8.64,31.69,2.44,2.5,8.64,2.44,100.05,260.75,1.61,0,1.37,31.69,6.64,13.34,30.4,6.64,30.4,30.4,13.33

33,08:00-08:15,19.89,6.67,7.97,7,40,17,13,10,39.85,20,7.2,40.1,0,0,0,86.63,0,0,1.01,2.2,36.5,17.29,22.2,0,57.6,134.65,8.64,36.5,3.24,3.31,8.64,3.24,100.05,260.75,1.57,0,1.3,36.5,6.64,13.34,31.9,6.64,31.9,31.9,13.33

34,08:15-08:30,19.89,6.67,11.84,12,56,24,21,13,59.23,27,7.2,49.2,0,0,0,86.63,0,0,1.01,2.2,36.5,17.29,22.2,0,57.6,134.65,8.64,36.5,4.03,4.14,8.64,4.03,100.05,260.75,1.57,0,1.3,36.5,6.64,13.34,31.9,6.64,31.9,31.9,13.33

35,08:30-08:45,19.89,6.67,15.66,17,70,30,30,17,78.31,33,7.2,58.02,0,0,0,86.63,0,0,1.01,2.2,36.5,17.29,22.2,0,57.6,134.65,8.64,36.5,4.8,4.93,8.64,4.8,100.05,260.75,1.57,0,1.3,36.5,6.64,13.34,32.06,6.64,32.07,32.07,13.33

36,08:45-09:00,19.89,6.67,19.63,21,88,37,40,21,98.16,42,7.2,66.31,0,0,0,86.63,0,0,1.01,2.2,36.5,17.29,22.2,0,57.6,134.65,8.64,36.5,5.76,5.9,8.64,5.76,100.05,260.75,1.57,0,1.3,36.5,6.64,13.34,32.66,6.64,32.67,32.67,13.33

37,09:00-09:15,0,6.67,23.46,24,105,45,48,25,117.28,50,7.2,90.13,0,0,0,86.63,0,0,1.01,2.2,28.81,17.29,22.2,0,57.6,134.65,8.64,28.81,7.32,7.51,8.64,7.32,100.05,260.75,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

38,09:15-09:30,0,6.67,27.08,27,119,51,55,28,135.42,57,7.2,96.91,0,0,0,86.63,0,0,1.01,2.2,28.81,17.29,22.2,0,57.6,134.65,8.64,28.81,8.2,8.4,8.64,8.2,100.05,260.75,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

39,09:30-09:45,0,6.67,30.47,29,133,57,60,32,152.37,63,6.8,102.61,0,0,0,86.63,0,0,1.01,2.2,28.81,17.29,22.2,0,57.6,107.56,8.64,28.81,9.23,9.46,8.64,9.23,100.05,260.75,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

40,09:45-10:00,0,6.67,33.7,31,144,61,66,35,168.51,70,6.8,107.18,0,0,0,76.15,0,0,1.01,2.2,28.81,17.29,22.2,0,57.6,88.36,8.64,28.81,10.56,10.83,8.64,10.56,100.05,226.25,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

41,10:00-10:15,0,6.67,36.71,33,158,67,72,38,183.54,76,6.4,110.61,0,0,0,76.15,0,0,1.09,2.2,28.81,17.29,22.2,0,53.37,69.15,8.64,28.81,11.49,11.78,8.64,11.49,71.24,226.25,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

42,10:15-10:30,0,6.67,39.27,35,168,72,77,40,196.37,80,6.4,112.4,0,0,0,76.15,0,0,1.09,2.2,28.81,17.29,22.2,0,49.13,49.94,8.64,28.81,12.25,12.56,8.64,12.25,52.82,226.25,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

43,10:30-10:45,0,6.67,41.4,36,175,75,82,43,206.98,87,6.4,104.81,0,0,0,65.9,0,0,1.09,2.2,28.81,17.29,22.2,0,44.9,31.69,8.64,28.81,12.94,13.26,8.64,12.94,52.82,195.58,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

44,10:45-11:00,0,6.67,43.3,38,182,78,85,45,216.51,90,6.4,108.22,0,0,0,65.9,0,0,1.09,2.2,28.81,17.29,22.2,0,35.02,0,8.64,28.81,13.52,13.86,8.64,13.52,52.82,195.58,1.57,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

45,11:00-11:15,0,6.67,45.05,40,186,79,88,47,225.27,93,6.4,111.19,0,0,0,65.9,0,0,1.09,2.2,28.81,17.29,22.2,0,35.02,0,8.64,28.81,13.91,14.27,8.64,13.91,52.82,226.25,1.61,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

46,11:15-11:30,0,6.67,46.61,40,189,81,89,48,233.06,96,6.4,113.83,0,0,0,65.9,0,0,1.09,2.2,28.81,17.29,22.2,0,35.02,0,8.64,28.81,14.35,14.71,8.64,14.35,52.82,226.25,1.61,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

47,11:30-11:45,0,6.67,47.72,41,189,81,89,48,238.59,97,6.4,115.87,0,0,0,65.9,0,0,1.09,2.2,28.81,17.29,22.2,0,32.94,0,8.64,28.81,14.69,15.05,8.64,14.69,55.7,226.25,1.61,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

48,11:45-12:00,0,6.67,48.32,42,189,81,89,48,241.59,97,6.4,117.73,0,0,0,65.9,0,0,1.09,2.2,28.81,17.29,22.2,0,32.94,0,8.64,28.81,14.79,15.17,8.64,14.79,60.51,226.25,1.61,0,1.3,28.81,0,13.34,32.66,0,32.67,32.67,13.33

49,12:00-12:15,0,6.67,48.64,42,189,81,89,48,243.23,97,6.4,119.74,0,0,0,65.9,0,0,1.16,2.11,28.81,17.29,23.21,0,32.94,0,8.64,28.81,14.79,15.17,8.64,14.79,60.51,226.25,1.61,0,1.45,28.81,0,13.34,32.66,0,32.67,32.67,13.33

50,12:15-12:30,0,6.67,48.67,42,189,81,89,48,243.34,96,6.4,119.82,0,0,0,65.9,0,0,1.16,2.11,28.81,17.29,23.21,0,32.94,0,8.64,28.81,14.79,15.17,8.64,14.79,70.11,226.25,1.61,0,1.45,28.81,0,13.34,32.66,0,32.67,32.67,13.33

51,12:30-12:45,0,6.67,48.66,42,189,81,89,48,243.29,95,6.4,119.24,0,0,0,65.9,0,0,1.16,2.11,28.81,17.29,24.22,0,32.94,0,8.64,28.81,14.79,15.17,8.64,14.79,70.11,226.25,1.61,0,1.45,28.81,0,13.34,32.66,0,32.67,32.67,13.33

52,12:45-13:00,0,6.67,48.34,42,189,81,89,47,241.68,93,6.4,118.1,0,0,0,65.9,0,0,1.16,2.11,28.81,17.29,24.22,0,32.94,0,8.64,28.81,14.83,15.2,8.64,14.83,70.11,226.25,1.61,0,1.45,28.81,0,13.34,32.66,0,32.67,32.67,13.33

53,13:00-13:15,0,6.67,48.09,42,189,81,89,46,240.44,93,6.4,115.82,0,0,0,57.34,0,0,1.32,2.11,28.81,17.29,24.22,0,32.94,0,8.64,28.81,14.54,14.9,8.64,14.54,70.11,226.25,1.66,0,1.53,28.81,0,13.34,32.66,0,32.67,32.67,13.33

54,13:15-13:30,0,6.67,47.4,41,186,79,89,46,236.98,91,6.4,112.38,0,0,0,57.34,0,0,1.32,2.11,28.81,17.29,24.22,0,32.94,0,8.64,28.81,14.23,14.58,8.64,14.23,70.11,226.25,1.66,0,1.53,28.81,0,13.34,32.66,0,32.67,32.67,13.33

55,13:30-13:45,0,6.67,46.04,41,186,79,89,44,230.23,89,6.4,108.38,0,0,0,57.34,0,0,1.32,2.11,28.81,17.29,24.22,0,32.94,0,8.64,28.81,13.96,14.32,8.64,13.96,55.7,226.25,1.66,0,1.53,28.81,0,13.34,32.66,0,32.67,32.67,13.33

56,13:45-14:00,0,6.67,44.35,39,182,78,87,43,221.77,87,6.4,103.91,0,0,0,57.34,0,0,1.32,2.11,28.81,17.29,24.22,0,32.94,0,8.64,28.81,13.81,14.16,8.64,13.81,55.7,226.25,1.66,0,1.53,28.81,0,13.34,32.66,0,32.67,32.67,13.33

57,14:00-14:15,0,6.67,42.65,37,175,75,83,42,213.26,83,6.6,98.61,0,0,0,57.34,0,0,1.39,2.11,31.69,17.29,24.22,0,35.02,0,8.64,31.69,13.35,13.69,8.64,13.35,52.82,226.25,1.71,0,1.53,31.69,0,13.34,32.66,0,32.67,32.67,13.33

58,14:15-14:30,0,6.67,41.26,34,168,72,79,40,206.28,79,6.8,93.07,0,0,0,57.34,0,0,1.39,2.11,31.69,17.29,24.22,0,35.02,0,8.64,31.69,12.61,12.92,8.64,12.61,52.82,226.25,1.71,0,1.53,31.69,0,13.34,32.66,0,32.67,32.67,13.33

59,14:30-14:45,0,6.67,39.49,32,158,67,75,37,197.44,75,6.8,86.83,0,0,0,57.34,0,0,1.39,2.11,31.69,17.29,24.22,0,35.02,0,8.64,31.69,11.91,12.2,8.64,11.91,52.82,226.25,1.71,0,1.53,31.69,0,13.34,32.66,0,32.67,32.67,13.33

60,14:45-15:00,0,6.67,37.34,30,144,61,70,34,186.68,69,6.8,80.22,0,0,0,57.34,0,0,1.39,2.11,31.69,17.29,24.22,0,35.02,0,8.64,31.69,10.87,11.14,8.64,10.87,52.82,226.25,1.71,0,1.53,31.69,0,13.34,32.66,0,32.67,32.67,13.33

61,15:00-15:15,0,6.67,34.67,27,130,55,63,31,173.35,63,6.8,73.45,0,0,0,76.15,0,0,1.55,2.2,34.57,17.29,24.22,0,35.02,0,8.64,34.57,10.08,10.32,8.64,10.08,52.82,226.25,1.76,0,1.76,34.57,0,13.34,32.66,0,32.67,32.67,13.33

62,15:15-15:30,0,6.67,31.79,24,116,49,57,28,158.94,56,6.8,66.03,0,0,0,76.15,0,0,1.55,2.2,34.57,17.29,24.22,0,35.02,0,8.64,34.57,8.99,9.21,8.64,8.99,52.82,226.25,1.76,0,1.76,34.57,0,13.34,32.66,0,32.67,32.67,13.33

63,15:30-15:45,0,6.67,28.51,22,100,43,52,24,142.57,49,6.8,57.77,0,0,0,76.15,0,0,1.55,2.2,36.5,17.29,24.22,0,35.02,0,8.64,36.5,7.96,8.17,8.64,7.96,52.82,226.25,1.76,0,1.76,36.5,0,13.34,32.66,0,32.67,32.67,13.33

64,15:45-16:00,0,6.67,24.77,20,84,36,47,21,123.88,42,6.8,49.57,0,0,0,76.15,0,0,1.55,2.2,36.5,17.29,24.22,0,35.02,0,8.64,36.5,6.93,7.11,8.64,6.93,81.63,238.74,1.76,0,1.76,36.5,0,13.34,32.66,0,32.67,32.67,13.33

65,16:00-16:15,0,6.67,21.27,15,70,30,38,17,106.38,33,6.8,40.11,0,0,0,76.15,0,0,1.55,2.2,36.5,17.29,25.23,0,39.25,0,8.64,36.5,5.89,6.04,8.64,5.89,100.05,242.58,1.71,0,1.83,36.5,0,13.34,25,0,33,33,13.33

66,16:15-16:30,0,6.67,17.55,9,56,24,31,13,87.74,27,6.8,29.9,0,0,0,76.15,0,0,1.55,2.2,36.5,17.29,25.74,0,43.49,0,8.64,36.5,4.78,4.91,8.64,4.78,100.05,226.25,1.71,0,1.83,36.5,0,13.34,17,0,30.99,22.01,13.33

67,16:30-16:45,0,6.67,13.6,7,42,18,22,9,68.02,19,6.8,19.92,0,0,0,86.63,0,0,1.55,2.2,36.5,17.29,26.24,0,47.72,0,8.64,36.5,3.68,3.76,8.64,3.68,100.05,260.75,1.71,96.04,1.83,36.5,0,13.34,10,0,20.77,12.81,13.33

68,16:45-17:00,0,6.67,9.56,5,28,12,15,4,47.8,9,6.8,13.01,0,0,0,86.63,0,0,1.55,2.2,36.5,17.29,26.75,0,51.96,0,8.64,36.5,2.58,2.65,8.64,2.58,100.05,260.75,1.71,96.04,1.83,36.5,0,13.34,5,0,11.74,5.76,13.33

69,17:00-17:15,0,6.67,5.52,2,18,7,10,3,27.58,6,6.8,5.21,0,0,0,86.63,0,0,1.39,2.3,36.5,17.29,27.25,0,56.19,0,8.64,36.5,1.83,1.88,8.64,1.83,85.38,260.75,1.71,96.04,1.99,36.5,0,13.34,1,0,4.53,1.42,13.33

70,17:15-17:30,0,6.67,2.64,1,7,3,7,1,13.22,2,6.8,0,0,0,0,86.63,0,0,1.39,2.3,36.5,17.29,28.26,0,57.6,0,8.64,36.5,1.25,1.28,8.64,1.25,85.38,260.75,1.71,96.04,1.99,36.5,0,13.34,0,0,0.77,1.62,13.33

71,17:30-17:45,0,6.67,0.88,0,2,1,3,0,4.42,1,6.8,0,0,0,0,86.63,0,0,1.39,2.3,36.5,17.29,28.26,0,57.6,0,8.64,36.5,0.77,0.79,8.64,0.77,85.38,260.75,1.71,96.04,1.99,36.5,0,13.34,0,0,0.29,0.96,13.33

72,17:45-18:00,0,6.67,0.08,0,0,0,2,0,0.39,0,6.8,0,0,0,0,86.63,0,0,1.39,2.3,36.5,17.29,28.26,0,57.6,0,8.64,36.5,0.43,0.44,8.64,0.43,85.38,260.75,1.71,96.04,1.99,36.5,0,13.34,0,0,0.03,0.62,13.33

73,18:00-18:15,0,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,86.63,0,0,1.39,2.3,36.5,17.29,28.26,0,57.6,0,8.64,36.5,0.25,0.25,8.64,0.25,85.38,260.75,1.66,96.04,1.91,36.5,0,13.34,0,0,0,0,13.33

74,18:15-18:30,0,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,86.63,0,0,1.39,2.3,36.5,17.29,28.26,0,57.6,0,8.64,36.5,0,0,8.64,0,85.38,260.75,1.66,96.04,1.91,36.5,0,13.34,0,0,0,0,13.33

75,18:30-18:45,0,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,86.63,0,0,1.39,2.3,36.5,17.29,27.76,0,57.6,0,8.64,36.5,0,0,8.64,0,85.38,260.75,1.66,96.04,1.91,36.5,0,13.34,0,0,0,0,13.33

76,18:45-19:00,0,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,86.63,0,0,1.39,2.3,36.5,17.29,27.76,0,57.6,0,8.64,36.5,0,0,8.64,0,85.38,260.75,1.66,96.04,1.91,36.5,0,13.34,0,0,0,0,13.33

77,19:00-19:15,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,76.15,0,0,1.39,2.3,36.5,17.29,27.76,0,32.94,0,8.64,36.5,0,0,8.64,0,85.38,226.25,1.66,0,1.83,36.5,6.64,13.34,0,6.64,0,0,13.33

78,19:15-19:30,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,76.15,0,0,1.39,2.3,36.5,17.29,27.25,0,32.94,0,8.64,36.5,0,0,8.64,0,85.38,226.25,1.66,0,1.83,36.5,6.64,13.34,0,6.64,0,0,13.33

