Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/15082037/GNA_NR_2012_01,NR/16042024/31052024/IEX_240323_06618,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/DC20240501NR23726,NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/DC20240501NR23735,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/2-R1,NR/01052024/31052024/M20240501NR23406,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240324-06625_1,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01052024/31052024/MC120240501NR23436,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19
1,00:00-00:15,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.260000,48.370000,39.660000,0.000000,19.350000,30.960000,9.490000,30.960000,14.510000,17.080000,8.180000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.010000,17.17,0,17.16,0,0,0,40,6.61,0,0,0,0,40,11,0,0,51.5,0,0,0,0

2,00:15-00:30,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.260000,48.370000,39.660000,0.000000,19.350000,30.960000,9.490000,30.960000,14.510000,17.080000,8.180000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.010000,17,0,17,0,0,0,40,6.61,0,0,0,0,40,10.66,0,0,51,0,0,0,0

3,00:30-00:45,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.260000,48.370000,39.660000,0.000000,19.350000,30.960000,9.490000,30.960000,14.510000,17.080000,8.180000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.010000,16.83,0,16.84,0,0,0,40.33,6.61,0,0,0,0,40.33,10.34,0,0,50.5,0,0,0,0

4,00:45-01:00,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,30.960000,9.490000,30.960000,14.510000,17.080000,8.180000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.010000,16.67,0,16.66,0,0,0,40.67,6.61,0,0,0,0,40.67,10,0,0,50,0,0,0,0

5,01:00-01:15,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,0.000000,9.490000,30.960000,14.510000,17.080000,8.050000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.010000,16.5,0,16.5,0,0,0,40,6.61,0,0,0,0,40,9.66,0,0,49.5,0,0,0,0

6,01:15-01:30,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,0.000000,9.490000,30.960000,14.510000,17.080000,8.050000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.010000,16.33,0,16.34,0,0,0,39.67,6.61,0,0,0,0,39.67,9.34,0,0,49,0,0,0,0

7,01:30-01:45,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,0.000000,9.490000,15.450000,14.510000,17.080000,8.050000,5.800000,6.770000,19.350000,0.000000,48.370000,76.710000,9.010000,19.33,0,19.34,0,0,0,47.33,6.61,0,0,0,0,47.33,11.66,0,0,58,0,0,0,0

8,01:45-02:00,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,9.620000,9.490000,20.290000,14.510000,17.080000,8.050000,5.800000,6.770000,19.350000,0.000000,48.370000,76.710000,9.010000,19.67,0,19.66,0,0,0,48,6.61,0,0,0,0,48,12,0,0,59,0,0,0,0

9,02:00-02:15,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,20.290000,9.340000,20.290000,14.510000,17.000000,7.900000,5.800000,6.770000,19.350000,0.000000,48.370000,76.710000,9.310000,20,0,20,0,0,0,48.67,6.61,0,0,0,0,48.67,12.34,0,0,60,0,0,0,0

10,02:15-02:30,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,20.290000,9.340000,20.290000,14.510000,17.000000,7.900000,5.800000,6.770000,19.350000,0.000000,48.370000,76.710000,9.310000,20.17,0,20.16,0,0,0,49.33,6.61,0,0,0,0,49.33,12.66,0,0,60.5,0,0,0,0

11,02:30-02:45,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,30.280000,48.370000,39.660000,0.000000,19.350000,20.290000,9.340000,20.290000,14.510000,17.000000,7.900000,5.800000,6.770000,19.350000,0.000000,48.370000,76.710000,9.310000,23.33,0,23.34,0,0,0,58.33,6.61,0,0,0,0,58.33,13.34,0,0,70,0,0,0,0

12,02:45-03:00,273.530000,0.000000,46.440000,262.650000,0.000000,97.490000,48.370000,0.000000,4.840000,0.000000,16.140000,29.090000,0.000000,115.650000,30.280000,48.370000,39.660000,0.000000,19.350000,20.290000,9.340000,20.290000,14.510000,17.000000,7.900000,5.800000,6.770000,19.350000,0.000000,48.370000,76.710000,9.310000,23.67,0,23.66,0,0,0,58,6.61,0,0,0,0,58,13.66,0,0,71,0,0,0,0

13,03:00-03:15,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,30.780000,48.370000,39.660000,0.000000,19.350000,23.010000,9.340000,23.010000,14.510000,16.900000,7.770000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.310000,24,0,24,0,0,0,57.67,6.61,0,0,0,0,57.67,14,0,0,72,0,0,0,0

14,03:15-03:30,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,30.780000,48.370000,39.660000,0.000000,19.350000,23.010000,9.340000,23.010000,14.510000,16.900000,7.770000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.310000,24.17,0,24.16,0,0,0,57.33,6.61,0,0,0,0,57.33,14.34,0,0,72.5,0,0,0,0

15,03:30-03:45,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,30.280000,48.370000,39.660000,0.000000,19.350000,23.010000,9.100000,23.010000,14.510000,16.900000,7.770000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.310000,24,0,24,0,0,0,57,6.61,0,0,0,0,57,14.66,0,0,72,0,0,0,0

16,03:45-04:00,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,23.010000,9.100000,23.010000,14.510000,16.900000,7.770000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.310000,23.67,0,23.66,0,0,0,56.67,6.61,0,0,0,0,56.67,14.66,0,0,71,0,0,0,0

17,04:00-04:15,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,18.430000,9.100000,30.960000,14.510000,16.720000,7.630000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.230000,21,0,21,0,0,0,56,6.61,0,0,0,0,56,14.66,0,0,63,0,0,0,0

18,04:15-04:30,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.260000,48.370000,39.660000,0.000000,19.350000,18.430000,9.100000,30.960000,14.510000,16.720000,7.630000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.230000,20.5,0,20.5,0,0,0,55.33,6.61,0,0,0,0,55.33,14.34,0,0,61.5,0,0,0,0

19,04:30-04:45,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,30.960000,9.100000,30.960000,14.510000,16.720000,7.630000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.230000,20,0,20,0,0,0,49.33,6.61,0,0,0,0,49.33,12.34,0,0,60,0,0,0,0

20,04:45-05:00,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,30.960000,9.100000,30.960000,14.510000,16.720000,7.630000,5.800000,6.770000,19.350000,0.000000,48.370000,87.260000,9.230000,19.5,0,19.5,0,0,0,48.67,6.61,0,0,0,0,48.67,12,0,0,58.5,0,0,0,0

21,05:00-05:15,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,30.960000,8.950000,30.960000,14.510000,16.620000,7.490000,5.800000,6.770000,19.350000,0.000000,48.370000,68.230000,8.850000,14.5,0,14.5,0,0,0,40,6.61,0.09,0,0,0,40,10,0,0.02,43.5,0,0,0,0

22,05:15-05:30,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.770000,48.370000,39.660000,0.000000,19.350000,30.960000,8.950000,30.960000,14.510000,16.620000,7.490000,5.800000,6.770000,19.350000,0.000000,48.370000,68.230000,8.850000,14.17,0,14.16,0,0,0,40.33,6.61,0.36,0,0,0,40.33,9.66,0,0.07,42.5,0,0,0,0

23,05:30-05:45,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,29.260000,48.370000,39.660000,0.000000,19.350000,30.960000,8.950000,30.960000,14.510000,16.620000,7.490000,5.800000,6.770000,19.350000,0.000000,48.370000,68.230000,8.850000,14,0,14,0,0,0,40.67,6.61,0.82,0,0,0,40.67,9.34,0,0.16,42,0,0,0,0.019494

24,05:45-06:00,273.530000,0.000000,46.440000,262.650000,0.000000,100.780000,48.370000,0.000000,4.840000,0.000000,11.550000,29.090000,0.000000,115.650000,28.760000,48.370000,39.660000,0.000000,19.350000,30.960000,8.950000,30.960000,14.510000,16.620000,7.490000,5.800000,6.770000,19.350000,0.000000,48.370000,68.230000,8.850000,13.83,0,13.84,0,0,0,40.33,6.61,1.44,0,0,0,40.33,9.34,0,0.29,41.5,0,0,0,1.705725

