Block,Time,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/17072024/17072024/IEX_240717_01580,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/30092023/31122025/SH-07,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/R2
6,01:15-01:30,0,0,0,16.67,0,0,30,0,0,0,14.34,50,16.66,0,30,0,43.01,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,38.420000,8.560000,0.000000,10.810000,0.000000,114.810000,9.580000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.740000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

7,01:30-01:45,0,0,0,11.33,0,0,30.33,0,0,0,14,34,11.34,0,30.33,0,43.01,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,38.420000,8.560000,0.000000,10.810000,0.000000,114.810000,9.580000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.740000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

8,01:45-02:00,0,0,0,11.17,0,0,31.33,0,0,0,13.66,33.5,11.16,0,31.33,0,43.01,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,38.420000,8.560000,0.000000,10.810000,0.000000,114.810000,9.580000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.740000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

9,02:00-02:15,0,0,0,11.67,0,0,40,0,0,0,13.34,35,11.66,0,40,0,43.01,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,38.420000,8.250000,0.000000,10.810000,0.000000,114.810000,9.110000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.600000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

10,02:15-02:30,0,0,0,12,0,0,39.67,0,0,0,13,36,12,0,39.67,0,42.01,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,38.420000,8.250000,0.000000,10.810000,0.000000,114.810000,9.110000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.600000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

11,02:30-02:45,0,0,0,12.33,0,0,45,0,0,0,18.66,37,12.34,0,45,0,43.02,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,38.420000,8.250000,0.000000,10.810000,0.000000,114.810000,9.110000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.600000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

12,02:45-03:00,0,0,0,12.67,0,0,44.33,0,0,0,18.34,38,12.66,0,44.33,0,43.02,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,38.420000,8.250000,0.000000,10.810000,0.000000,114.810000,9.110000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.600000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

13,03:00-03:15,0,0,0,12.67,0,0,34,0,0,0,17.66,38,12.66,0,34,0,43.02,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,0.000000,8.250000,0.000000,13.110000,0.000000,114.810000,8.650000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.470000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

14,03:15-03:30,0,0,0,12.67,0,0,33.67,0,0,0,16.66,38,12.66,0,33.67,0,43.02,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,0.000000,8.250000,0.000000,13.110000,0.000000,114.810000,8.650000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.470000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

15,03:30-03:45,0,0,0,12.33,0,0,33,0,0,0,9,37,12.34,0,33,0,43.02,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,0.000000,8.250000,0.000000,13.110000,0.000000,114.810000,8.650000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.470000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

16,03:45-04:00,0,0,0,12.17,0,0,32.33,0,0,0,9,36.5,12.16,0,32.33,0,43.02,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,0.000000,8.250000,0.000000,13.110000,0.000000,114.810000,8.650000,53.450000,29.770000,8.160000,0.000000,86.630000,100.050000,3.470000,14.950000,0.000000,0.000000,29.770000,48.020000,260.750000,96.040000,0.000000,24.010000

17,04:00-04:15,0,0,0,8,0,0,19,0,0,0,8,24,8,0,19,0,43.02,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,0.000000,8.020000,0.000000,13.110000,0.000000,114.810000,8.350000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.320000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

18,04:15-04:30,0,0,0,8.17,0,0,19.67,0,0,0,8,24.5,8.16,0,19.67,0,43.02,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,0.000000,8.020000,0.000000,13.110000,0.000000,114.810000,8.350000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.320000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

19,04:30-04:45,0,0,0,8.17,0,0,23.67,0,0,0,8,24.5,8.16,0,23.67,0,43.02,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,0.000000,8.020000,0.000000,13.110000,0.000000,114.810000,8.350000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.320000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

20,04:45-05:00,0,0,0,8.5,0,0,23.67,0,0,0,8,25.5,8.5,0,23.67,0,43.02,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,0.000000,8.020000,0.000000,13.110000,0.000000,114.810000,8.350000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.320000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

21,05:00-05:15,0,0,0,8.17,0,0,23,0,0,0,8,24.5,8.16,0,23,0,43.02,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,0.000000,9.160000,0.000000,13.110000,0.000000,65.870000,8.120000,53.450000,30.730000,8.160000,0.000000,67.740000,100.050000,3.190000,14.950000,0.000000,0.000000,30.730000,48.020000,205.090000,96.040000,0.000000,24.010000

22,05:15-05:30,0,0,0,7.67,0,0,23,0,0,0,8,23,7.66,0,23,0,43.02,0,0,0,0,0.000000,30.270000,271.550000,96.040000,15.540000,0.000000,9.160000,0.000000,13.110000,0.000000,65.870000,8.120000,53.450000,30.730000,8.160000,0.000000,86.630000,100.050000,3.190000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

23,05:30-05:45,0.009754,0,0,7.67,0,0,22.67,0,0,0,7,23,7.66,0,22.67,0,43.02,0,0,0,0,0.000000,31.280000,271.550000,96.040000,15.540000,0.000000,9.160000,0.000000,13.110000,0.000000,65.870000,8.120000,53.450000,17.820000,8.160000,0.000000,0.000000,100.050000,3.190000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

24,05:45-06:00,1.07294,0,0,7.67,0,0,22.67,0,1.51,0,7,23,7.66,0,22.67,0.2,43.02,0,0,0,0.3,0.000000,31.280000,271.550000,96.040000,15.540000,0.000000,9.160000,0.000000,13.110000,0.000000,65.870000,8.120000,53.450000,17.820000,8.160000,0.000000,0.000000,100.050000,3.190000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

25,06:00-06:15,2.945708,0,0,7.67,11.61,1,16.67,0,6.23,0,7,23,7.66,6.25,16.67,1,43.02,1,0.94,1,1.24,0.000000,30.780000,271.550000,96.040000,15.540000,0.000000,8.860000,0.000000,12.200000,0.000000,65.870000,7.880000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,3.040000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

26,06:15-06:30,6.359608,0,0,7.67,18.25,4,16.67,1,10.94,1,7,23,7.66,9.09,16.67,2,43.02,1,3.31,2,2.19,0.200000,30.270000,271.550000,96.040000,15.540000,0.000000,8.860000,0.000000,12.200000,0.000000,65.870000,7.880000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,3.040000,14.950000,0.190000,0.190000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

27,06:30-06:45,11.129314,0,0,7.67,29.97,7,16.67,5,15.66,3,7,23,7.66,13.1,16.67,5,42.02,3,5.32,5,3.13,0.610000,29.260000,271.550000,96.040000,15.540000,0.000000,8.860000,0.000000,12.200000,0.000000,65.870000,7.880000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,3.040000,14.950000,0.590000,0.590000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

28,06:45-07:00,16.932944,0,0,7.67,32.71,14,16.67,12,20.38,4,7,23,7.66,22.03,16.67,6,42.02,6,7.98,8,4.07,0.960000,29.260000,271.550000,96.040000,15.540000,0.000000,8.860000,0.000000,12.200000,0.000000,65.870000,7.880000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,3.040000,14.950000,0.940000,0.940000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

29,07:00-07:15,23.575418,0,0,7.67,29.5,21,14,20,32.36,5,7,23,7.66,29.5,14,8,42.02,9,11.95,11,6.47,1.390000,29.260000,271.550000,96.040000,15.540000,0.000000,8.100000,0.000000,12.200000,0.000000,65.870000,6.180000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,2.960000,14.950000,1.360000,1.360000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

30,07:15-07:30,30.793378,0,0,7.67,26.67,35,14,26.66,44.34,8,7,23,7.66,26.67,14,12.86,42.02,15,17.22,16,8.87,1.910000,29.260000,271.550000,96.040000,15.540000,0.000000,8.100000,0.000000,12.200000,0.000000,65.870000,6.950000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,2.960000,14.950000,1.870000,1.870000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

31,07:30-07:45,41.678842,0,0,7.67,29.17,42,14,29.16,56.33,10,7,23,7.66,29.17,14,13.5,42.02,18,16.67,20,11.26,2.510000,29.260000,271.550000,96.040000,7.630000,0.000000,8.100000,0.000000,12.200000,0.000000,65.870000,6.950000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,2.960000,14.950000,2.450000,2.450000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

32,07:45:08:00,49.238192,0,0,7.33,30,53,14,30,68.3,13,7,22,7.34,30,14,16.5,42.02,22,18.34,27,13.66,3.460000,29.260000,271.550000,96.040000,7.630000,0.000000,8.100000,0.000000,12.200000,0.000000,70.010000,6.950000,53.450000,25.290000,12.370000,0.000000,0.000000,100.050000,2.960000,14.950000,3.370000,3.370000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

33,08:00-08:15,56.904836,0,0,7.33,30.67,67,14,30.66,57.84,13,7,22,7.34,30.67,14,20.5,42.02,28,24,27,11.57,4.430000,30.270000,271.550000,0.000000,7.630000,0.000000,7.940000,0.000000,12.200000,0.000000,70.010000,6.950000,0.000000,25.290000,12.370000,0.000000,0.000000,100.050000,2.860000,14.950000,4.330000,4.330000,30.730000,0.000000,233.910000,0.000000,0.000000,0.000000

34,08:15-08:30,64.649512,0,0,7.33,32.33,81,14,32.34,68.52,16,7,22,7.34,32.33,14,23.5,42.02,34,31,34,13.7,5.410000,30.270000,271.550000,0.000000,7.630000,0.000000,7.940000,0.000000,12.200000,0.000000,65.870000,6.950000,0.000000,25.290000,12.370000,0.000000,0.000000,100.050000,2.860000,14.950000,5.270000,5.270000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

35,08:30-08:45,72.199108,0,0,7.33,32.67,95,14,32.66,79.98,19,7,22,7.34,32.67,14,26.5,42.02,40,38,41,15.99,6.400000,30.270000,271.550000,0.000000,7.630000,0.000000,7.940000,0.000000,12.200000,0.000000,65.870000,6.950000,0.000000,25.290000,12.370000,0.000000,0.000000,100.050000,2.860000,14.950000,6.240000,6.240000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

36,08:45:09:00,79.64141,0,0,7.33,32.67,109,14,32.66,91.33,23,7,22,7.34,32.67,14,29.5,42.02,46,44,47,18.26,7.330000,30.270000,230.500000,0.000000,7.630000,0.000000,7.940000,0.000000,12.200000,0.000000,65.870000,6.950000,0.000000,25.290000,12.370000,0.000000,0.000000,84.520000,2.860000,14.950000,7.150000,7.150000,30.730000,0.000000,205.090000,0.000000,0.000000,0.000000

37,09:00:09:15,79.436576,0,0,7.33,33,119,14,33,102.03,26,7,22,7.34,33,14,31.5,43.01,51,50,54,20.4,8.170000,30.780000,230.500000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,91.240000,2.860000,14.950000,7.980000,7.980000,30.730000,0.000000,205.090000,0.000000,0.000000,0.000000

38,09:15-09:30,85.893724,0,0,7.33,33,130,14,33,111.69,29,7,22,7.34,33,14,33.5,43.01,55,56,60,22.34,8.990000,31.280000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.860000,14.950000,8.770000,8.770000,30.730000,0.000000,233.910000,0.000000,0.000000,0.000000

39,09:30-09:45,89.766062,0,0,7.33,33,135,14,33,120.53,31,7,22,7.34,33,14,37.5,43.01,58,62,66,24.1,9.710000,31.280000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.860000,14.950000,9.470000,9.470000,30.730000,0.000000,199.420000,0.000000,0.000000,0.000000

40,09:45-10:00,93.24824,0,0,7.33,33,146,14,33,128.88,34,7,22,7.34,33,14,39,43.01,62,67,70,25.77,10.390000,28.260000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.860000,14.950000,10.140000,10.140000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

41,10:00-10:15,95.228302,0,0,7.33,33,154,14,33,136.68,36,7,22,7.34,33,14,39.5,43.01,66,73,75,27.34,11.560000,28.260000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,11.270000,11.270000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

42,10:15-10:30,95.774526,0,0,7.33,33,161,14,33,144.12,37,7,22,7.34,33,14,41.5,43.01,69,77,78,28.82,12.220000,27.760000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,11.930000,11.930000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

43,10:30-10:45,95.716002,0,0,7.33,33,168,14,33,204.67,39,7,22,7.34,33,14,42.5,43.01,72,80,81,40.93,12.940000,27.250000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,12.630000,12.630000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

44,10:45-11:00,100.349152,0,0,7.33,33,172,14,33,216.67,40,7,22,7.34,33,14,43.5,43.01,73,83,85,43.33,13.680000,27.250000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,13.340000,13.340000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

45,11:00-11:15,105.460248,0,0,7.33,33,175,14,33,216.67,42,7,22,7.34,33,14,43.5,43.01,75,85,88,43.33,14.090000,27.250000,271.550000,0.000000,7.630000,0.000000,7.480000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,13.740000,13.740000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

46,11:15-11:30,110.054382,0,0,7.33,33,179,14,33,216.67,43,7,22,7.34,33,14,43.5,43.01,76,87,89,43.33,14.330000,27.250000,271.550000,0.000000,7.630000,0.000000,7.480000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,13.970000,13.970000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

47,11:30-11:45,113.907212,0,0,7.33,33,182,14,33,216.67,43,7,22,7.34,33,14,44.5,43.01,78,87,90,43.33,14.520000,26.240000,271.550000,0.000000,7.630000,0.000000,7.480000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,14.160000,14.160000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

48,11:45-12:00,117.457668,0,0,7.17,33,186,14,33,216.67,43,7,21.5,7.16,33,14,44.5,43.01,79,87,90,43.33,14.520000,26.240000,271.550000,0.000000,7.630000,0.000000,7.480000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,14.160000,14.160000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

49,12:00-12:15,133.19087,0,0,7.17,33,179,14.33,33,216.67,43,7,21.5,7.16,33,14.33,44,43.01,76,86,90,43.33,14.520000,27.760000,271.550000,0.000000,7.630000,0.000000,7.340000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,14.160000,14.160000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

50,12:15-12:30,134.205286,0,0,7.17,33,179,15,33,216.67,43,7,21.5,7.16,33,15,44,43.01,76,86,90,43.33,14.520000,27.760000,271.550000,0.000000,7.630000,0.000000,7.340000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,12.370000,0.000000,0.000000,52.820000,2.770000,14.950000,14.160000,14.160000,30.730000,0.000000,226.250000,0.000000,0.000000,0.000000

51,12:30-12:45,131.33761,0,0,7.17,33,179,15,33,216.67,43,7,21.5,7.16,33,15,44,43.01,76,87,90,43.33,14.520000,27.760000,271.550000,0.000000,7.630000,0.000000,7.340000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,8.160000,0.000000,0.000000,52.820000,2.770000,14.950000,14.160000,14.160000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

52,12:45-13:00,127.87494,0,0,7.17,33,179,15,33,216.67,43,7,21.5,7.16,33,15,44,43.01,76,87,90,43.33,14.520000,27.760000,271.550000,0.000000,7.630000,0.000000,7.340000,0.000000,12.200000,0.000000,65.870000,6.570000,0.000000,25.290000,8.160000,0.000000,0.000000,52.820000,2.770000,14.950000,14.160000,14.160000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

53,13:00-13:15,124.295222,0,0,7.17,33,179,15,33,216.67,43,7,21.5,7.16,33,15,43.5,43.01,76,83,90,43.33,14.520000,28.760000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,70.010000,6.950000,0.000000,25.290000,8.160000,0.000000,0.000000,72.030000,2.860000,14.950000,14.160000,14.160000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

54,13:15-13:30,120.491162,0,0,7.17,33,179,15,33,216.67,43,7,21.5,7.16,33,15,43.5,43.01,76,83,90,43.33,14.520000,28.760000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,70.010000,6.950000,0.000000,25.290000,8.160000,0.000000,0.000000,100.050000,2.860000,14.950000,14.160000,14.160000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

55,13:30-13:45,92.85808,0,0,7.17,33,179,15,33,216.67,43,7,21.5,7.16,33,15,42.5,43.01,76,82,89,43.33,14.310000,28.760000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,70.010000,6.950000,0.000000,25.290000,8.160000,0.000000,0.000000,100.050000,2.860000,14.950000,13.950000,13.950000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

56,13:45-14:00,94.457736,0,0,6.11,33,179,15.67,33,216.67,42,7,18.33,6.12,33,15.67,42.5,43.01,76,81,88,43.33,14.030000,28.760000,271.550000,0.000000,7.630000,0.000000,7.640000,0.000000,12.200000,0.000000,70.010000,6.950000,0.000000,25.290000,8.160000,0.000000,0.000000,100.050000,2.860000,14.950000,13.690000,13.690000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

