Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01042024/30042024/PTC/OA/32001,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/04042024/30042024/SJVN040424NR1694,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10
6,01:15-01:30,28.870000,30.800000,0.000000,0.000000,261.290000,16.050000,30.800000,7.810000,86.810000,115.050000,0.000000,2.980000,2.310000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,19.17,15,0,0,0,19.16,0,44.33,0,0,0,0,0,0,0,0,0,57.5,0,6.41,0,44.33

7,01:30-01:45,28.870000,30.800000,0.000000,0.000000,261.290000,16.050000,30.800000,7.810000,86.810000,115.050000,0.000000,2.980000,2.310000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,22.5,18.66,0,0,0,22.5,0,39.33,0,0,0,0,0,0,0,0,0,67.5,0,6.41,0,39.33

8,01:45-02:00,27.910000,30.800000,0.000000,0.000000,261.290000,16.050000,30.800000,7.810000,86.810000,115.050000,0.000000,2.980000,2.310000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,22.67,18.66,0,0,0,22.66,0,39.33,0,0,0,0,0,0,0,0,0,68,0,6.41,0,39.33

9,02:00-02:15,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.810000,86.810000,115.050000,0.000000,2.910000,2.310000,3.020000,0.000000,40.900000,100.260000,0.000000,272.120000,22.83,18.34,0,0,0,22.84,0,42.67,0,0,0,0,0,0,0,0,0,68.5,0,6.41,0,42.67

10,02:15-02:30,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.810000,86.810000,115.050000,0.000000,2.910000,2.310000,3.020000,0.000000,40.900000,100.260000,0.000000,272.120000,23,18.34,0,0,0,23,0,43.33,0,0,0,0,0,0,0,0,0,69,0,6.41,0,43.33

11,02:30-02:45,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.810000,86.810000,115.050000,0.000000,2.910000,2.310000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,20,14.34,0,0,0,20,0,44,0,0,0,0,0,0,0,0,0,60,0,6.41,0,44

12,02:45-03:00,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.810000,86.810000,115.050000,0.000000,2.910000,2.310000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,20.33,14.66,0,0,0,20.34,0,44.33,0,0,0,0,0,0,0,0,0,61,0,6.41,0,44.33

13,03:00-03:15,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.720000,86.810000,115.050000,0.000000,2.910000,2.220000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,20.67,14.66,0,0,0,20.66,0,39.33,0,0,0,0,0,0,0,0,0,62,0,6.41,0,39.33

14,03:15-03:30,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.720000,86.810000,115.050000,0.000000,2.910000,2.220000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,20.83,14.66,0,0,0,20.84,0,39,0,0,0,0,0,0,0,0,0,62.5,0,6.41,0,39

15,03:30-03:45,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.720000,86.810000,115.050000,0.000000,2.910000,2.220000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,21.33,15.34,0,0,0,21.34,0,39,0,0,0,0,0,0,0,0,0,64,0,6.41,0,39

16,03:45-04:00,28.870000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.720000,86.810000,115.050000,0.000000,2.910000,2.220000,3.250000,0.000000,40.900000,100.260000,0.000000,272.120000,22.33,15.66,0,0,0,22.34,0,39,0,0,0,0,0,0,0,0,0,67,0,6.41,0,39

17,04:00-04:15,28.870000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.910000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,22.5,17.66,0,0,0,22.5,0,39,0,0,0,0,0,0,0,0,0,67.5,0,6.41,0,39

18,04:15-04:30,28.870000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.910000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,23,17.34,0,0,0,23,0,39,0,0,0,0,0,0,0,0,0,69,0,6.41,0,39

19,04:30-04:45,28.870000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.910000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,23.15,17,0,0,0,23.15,0,40.67,0,0,0,0,0,0,0,0,0,69.44,0,6.41,0,40.67

20,04:45-05:00,28.870000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.910000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,22.96,16.66,0,0,0,22.95,0,40.33,0,0,0,0,0,0,0,0,0,68.88,0,6.41,0,40.33

21,05:00-05:15,28.870000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.830000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,23.17,16.34,0,0,0,23.17,0,37.67,0,0,0,0,0,0,0,0,0,69.5,0,6.41,0,37.67

22,05:15-05:30,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.830000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,23.31,15.66,0,0,0,23.3,0,37.33,0,0,0,0,0,0,0,0,0,69.92,0,6.41,0,37.33

23,05:30-05:45,27.910000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.980000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,19.55,15.34,0,0,0,19.54,0,37,0,0,0,0,0,0,0,0,0,58.63,0,6.41,0,37

24,05:45-06:00,26.950000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.620000,86.810000,115.050000,0.000000,2.980000,2.220000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,20.13,14.66,0,0,0,20.13,0,36.67,0,0,0,0,0,0,0,0,0.18,60.38,0,6.41,0,36.67

25,06:00-06:15,26.950000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.540000,86.810000,115.050000,0.000000,2.910000,2.130000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,22.67,14,0,0,0,22.66,0,36.33,0,0,0,0,0,0,0,0.710947,1.66,68,0,6.41,0,36.33

26,06:15-06:30,26.950000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.540000,86.810000,115.050000,0.000000,2.910000,2.130000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,22,13.66,0,2.72,0,22,0,36,0,0,0,0,1,0,0,3.963773,3.79,66,0.5,6.41,0,36

27,06:30-06:45,25.980000,10.960000,0.000000,0.000000,261.290000,16.050000,30.800000,7.540000,63.110000,115.050000,0.000000,2.910000,2.130000,3.100000,0.000000,40.900000,100.260000,0.000000,272.120000,21.17,13.34,0,6.72,0,21.16,0,35,0.26,0.5,0.05,0,6.78,2,0,8.7651,6.53,63.5,5,6.41,1,35

28,06:45-07:00,25.980000,10.960000,0.160000,0.000000,261.290000,16.050000,30.800000,7.540000,63.110000,115.050000,0.160000,2.910000,2.130000,3.100000,0.160000,40.900000,100.260000,0.000000,272.120000,20.67,13,0,12.48,0,20.66,0,34,4.28,1,0.86,0,12.45,6,0,14.403981,9.75,62,15,6.41,2,34

29,07:00-07:15,25.980000,10.960000,0.620000,0.000000,261.290000,16.050000,30.800000,7.440000,63.110000,115.050000,0.610000,2.910000,2.130000,2.940000,0.610000,40.900000,100.260000,0.000000,272.120000,15.83,13,0,20.16,2,15.84,0,33.67,10.83,3.5,2.16,1,20.1,11,0,21.143369,5.39,47.5,21.19,6.41,4,33.67

30,07:15-07:30,25.020000,10.960000,1.170000,0.000000,261.290000,16.050000,30.800000,7.440000,63.110000,115.050000,1.150000,2.910000,2.130000,2.940000,1.150000,40.900000,100.260000,0.000000,272.120000,15.5,12.66,0,20.99,6,15.5,0,33.33,19.33,7,3.87,3,20.98,21,0,29.791601,10.41,46.5,20.98,6.41,9,33.33

31,07:30-07:45,25.020000,24.380000,1.870000,0.000000,213.170000,12.260000,30.800000,7.440000,44.180000,106.570000,1.820000,2.910000,2.130000,0.000000,1.820000,40.900000,100.260000,0.000000,230.980000,15,12.66,0,21.99,17,15,0,32.67,39.07,10,7.81,9,21.98,32,0,39.890944,16.79,45,21.98,6.41,13,32.67

32,07:45:08:00,25.020000,24.380000,3.040000,0.000000,201.010000,12.260000,30.800000,7.440000,63.110000,98.080000,2.960000,2.910000,2.130000,0.000000,2.960000,40.900000,100.260000,0.000000,272.120000,14.67,12.66,0,22.81,27,14.66,0,32,56.2,14,11.24,13,22.82,46,0,50.574627,24.19,44,22.82,6.41,19,32

33,08:00-08:15,25.020000,24.380000,4.870000,0.000000,201.010000,12.260000,30.800000,7.440000,63.110000,84.870000,4.760000,2.830000,2.130000,0.000000,4.760000,40.900000,100.260000,0.000000,272.120000,14.17,12,0,24.81,35,14.16,0,29.67,74.75,20.35,14.95,17,24.82,67,0,61.014835,32.21,42.5,24.82,6.41,28,29.67

34,08:15-08:30,25.020000,24.380000,6.170000,0.000000,201.010000,12.260000,30.800000,7.440000,55.500000,84.870000,6.020000,2.830000,2.130000,0.000000,6.020000,40.900000,100.260000,0.000000,272.120000,13.67,11.34,0,25.81,43,13.66,0,28,93.5,24.52,18.7,21,25.82,84,0,70.70514,40.36,41,25.82,6.41,36,28

35,08:30-08:45,25.020000,24.380000,7.480000,0.000000,201.010000,12.260000,30.800000,7.440000,52.610000,84.870000,7.300000,2.830000,2.130000,0.000000,7.300000,40.900000,100.260000,0.000000,272.120000,11.67,9.34,0,26.65,50,11.66,0,23.33,112.18,28.13,22.44,25,26.65,112,0,79.791627,48.05,35,26.65,6.41,48,23.33

36,08:45:09:00,25.020000,24.380000,8.740000,0.000000,201.010000,12.260000,30.800000,7.440000,52.610000,84.870000,8.530000,2.830000,2.130000,0.000000,8.530000,40.900000,100.260000,0.000000,272.120000,11.17,9.34,0,27.31,58,11.16,0,22.67,129.56,31.44,25.91,29,27.32,130,0,88.459337,55.38,33.5,27.32,6.41,55,22.67

37,09:00:09:15,25.020000,25.450000,9.960000,0.000000,201.010000,12.260000,25.450000,7.350000,52.610000,84.870000,9.710000,2.830000,2.130000,0.000000,9.710000,40.900000,100.260000,0.000000,272.120000,10.83,9.34,0,27.31,68,10.84,0,22,147.86,34.52,29.57,34,27.32,147,53.19,88.43012,62.28,32.5,27.32,6.41,63,22

38,09:15-09:30,25.020000,25.450000,11.110000,0.000000,164.490000,12.260000,25.450000,7.350000,33.680000,70.160000,10.840000,2.830000,2.130000,0.000000,10.840000,40.900000,100.260000,0.000000,230.980000,10.5,9.34,0,29.31,72,10.5,0,21.33,165.01,37.21,33,36,29.32,161,53.19,96.084974,68.72,31.5,29.32,6.41,69,21.33

39,09:30-09:45,25.020000,25.450000,12.190000,0.000000,164.490000,12.260000,25.450000,7.350000,33.680000,70.160000,11.890000,2.830000,2.130000,0.000000,11.890000,40.900000,100.260000,0.000000,272.120000,10.33,7.34,0,29.31,79,10.34,0,20.67,180.53,39.84,36.11,39,29.32,172,53.19,102.025764,74.7,31,29.32,4,73,20.67

40,09:45-10:00,25.020000,25.450000,13.160000,0.000000,164.490000,12.260000,25.450000,7.350000,33.680000,70.160000,12.840000,2.830000,2.130000,0.000000,12.840000,40.900000,100.260000,0.000000,272.120000,10.17,7.34,0,29.31,85,10.16,0,20,200,42.04,40,43,29.32,182,53.19,106.534921,80.01,30.5,29.32,4,78,20

41,10:00-10:15,24.060000,25.450000,14.040000,0.000000,145.250000,12.260000,25.450000,7.260000,33.680000,70.160000,13.690000,2.750000,2.080000,0.000000,13.690000,40.900000,71.390000,0.000000,230.980000,7.5,7.34,0,29.31,90,7.5,0,15,216.67,43.96,43.33,45,29.32,193,53.19,110.216263,84.62,22.5,29.32,4,82,15

42,10:15-10:30,24.060000,25.450000,14.810000,0.000000,145.250000,12.260000,25.450000,7.260000,33.680000,70.160000,14.450000,2.750000,2.080000,0.000000,14.450000,40.900000,67.370000,0.000000,250.220000,7.5,7.34,0,29.31,92,7.5,0,15,229.17,45.8,45.83,46,29.32,200,53.19,114.033951,88.8,22.5,29.32,4,85,15

43,10:30-10:45,23.100000,25.450000,15.510000,0.000000,145.320000,12.260000,25.450000,7.260000,33.680000,70.160000,15.130000,2.750000,2.080000,0.000000,15.130000,40.900000,52.930000,0.000000,250.220000,6.67,6.66,0,29.31,95,6.66,0,12.67,237.5,47,47.5,47,29.32,200,53.19,126.607,91.13,20,29.32,4,85,12.67

44,10:45-11:00,23.100000,25.450000,16.100000,0.000000,145.320000,12.260000,25.450000,7.260000,33.680000,70.160000,15.710000,2.750000,2.080000,0.000000,15.710000,40.900000,52.930000,0.000000,259.850000,6.67,6.66,0,29.31,95,6.66,0,12.67,237.5,47.5,47.5,47,29.32,200,53.19,130.220169,91.96,20,29.32,4,85,12.67

45,11:00-11:15,22.140000,25.450000,16.570000,0.000000,145.320000,12.260000,25.450000,7.170000,33.680000,70.160000,16.160000,2.750000,2.080000,0.000000,16.160000,40.900000,52.930000,0.000000,259.850000,6.67,6.66,0,29.49,95,6.66,0,12.67,237.5,48,47.5,47,29.48,200,53.19,132.93735,92.08,20,29.48,4,85,12.67

46,11:15-11:30,22.140000,25.450000,16.870000,0.000000,145.320000,12.260000,25.450000,7.170000,33.680000,70.160000,16.450000,2.750000,2.080000,0.000000,16.450000,40.900000,52.930000,0.000000,259.850000,6.67,6.66,0,29.49,95,6.66,0,12.67,237.5,48,47.5,47,29.48,200,53.19,134.894889,92.04,20,29.48,4,85,12.67

47,11:30-11:45,22.140000,25.450000,17.060000,0.000000,145.320000,12.260000,25.450000,7.170000,33.680000,70.160000,16.640000,2.750000,2.080000,0.000000,16.640000,40.900000,52.930000,0.000000,272.120000,6.67,6.66,0,29.81,95,6.66,0,12.67,237.5,48,47.5,47,29.82,200,53.19,135.927223,92.12,20,29.82,4.41,85,12.67

48,11:45-12:00,22.140000,25.450000,17.080000,0.000000,145.320000,12.260000,25.450000,7.170000,33.680000,70.160000,16.660000,2.750000,2.080000,0.000000,16.660000,40.900000,52.930000,0.000000,272.120000,6.67,6.66,0,29.81,95,6.66,0,12.67,237.5,48,47.5,47,29.82,200,53.19,135.888267,92.3,20,29.82,5.21,85,12.67

49,12:00-12:15,22.140000,25.450000,17.080000,0.000000,111.640000,12.260000,25.450000,7.070000,33.680000,70.160000,16.660000,2.750000,2.080000,0.000000,16.660000,40.900000,52.930000,0.000000,272.120000,6.67,6.66,0,29.81,95,6.66,0,12.67,237.5,48,47.5,47,29.82,200,53.19,150.730503,92.4,20,29.82,6.01,85,12.67

50,12:15-12:30,22.140000,25.450000,17.080000,0.000000,111.640000,12.260000,25.450000,7.070000,33.680000,70.160000,16.660000,2.750000,2.080000,0.000000,16.660000,40.900000,52.930000,0.000000,272.120000,6.67,6.66,0,29.81,95,6.66,0,12.33,237.5,48,47.5,47,29.82,200,53.19,150.973978,92.36,20,29.82,7.21,85,12.33

51,12:30-12:45,22.140000,25.980000,17.080000,0.000000,111.640000,12.260000,25.980000,7.070000,33.680000,70.160000,16.660000,2.750000,2.080000,0.000000,16.660000,40.900000,52.930000,0.000000,250.220000,6.67,6.66,0,29.81,95,6.66,0,12,237.5,48,47.5,47,29.82,200,53.19,149.961122,92.31,20,29.82,7.41,85,12

52,12:45-13:00,22.140000,25.980000,17.080000,0.000000,111.640000,12.260000,25.980000,7.070000,33.680000,70.160000,16.660000,2.750000,2.080000,0.000000,16.660000,40.900000,52.930000,0.000000,240.600000,6.67,6.66,0,29.81,95,6.66,0,12,237.5,48,47.5,47,29.82,200,53.19,147.964627,92.25,20,29.82,8.61,85,12

53,13:00-13:15,22.140000,25.980000,17.080000,0.000000,111.640000,12.260000,25.980000,6.990000,33.680000,70.160000,16.660000,2.830000,2.080000,2.710000,16.660000,40.900000,52.930000,0.000000,211.730000,6.67,6.66,0,29.81,95,6.66,0,12,237.5,48,47.5,47,29.82,196,53.19,145.529877,92.15,20,29.82,8.01,84,12

54,13:15-13:30,22.140000,25.980000,17.080000,0.000000,111.640000,12.260000,25.980000,6.990000,33.680000,70.160000,16.660000,2.830000,2.080000,2.710000,16.660000,40.900000,52.930000,0.000000,211.730000,6.67,6.66,0,29.81,95,6.66,0,12,237.5,48,47.5,47,29.82,196,53.19,142.57896,92.15,20,29.82,8.41,84,12

55,13:30-13:45,22.140000,25.980000,17.080000,0.000000,111.640000,12.260000,25.980000,6.990000,33.680000,70.160000,16.660000,2.830000,2.080000,2.710000,16.660000,40.900000,52.930000,0.000000,173.230000,9.17,7.34,0,29.81,95,9.16,0,12,237.5,48,47.5,47,29.82,193,53.19,132.820482,92.05,27.5,29.82,9.01,82,12

56,13:45-14:00,22.140000,25.980000,17.050000,0.000000,111.640000,12.260000,25.980000,6.990000,33.680000,70.160000,16.640000,2.830000,2.080000,2.710000,16.640000,40.900000,52.930000,0.000000,182.860000,9.33,7.66,0,29.81,95,9.34,0,12,237.5,48,47.5,47,29.82,193,53.19,129.72348,92.1,28,29.82,10.01,82,12

57,14:00-14:15,22.140000,25.980000,16.830000,0.000000,111.640000,12.260000,25.980000,6.990000,33.680000,70.160000,16.420000,2.830000,2.180000,2.710000,16.420000,40.900000,52.930000,0.000000,202.100000,9.5,8,0,29.81,93,9.5,0,15,237.5,48,47.5,47,29.82,193,53.19,124.6592,91.95,28.5,29.82,10.01,82,15

58,14:15-14:30,22.140000,25.980000,16.450000,0.000000,121.260000,12.260000,25.980000,6.990000,33.680000,70.160000,16.040000,2.830000,2.180000,2.710000,16.040000,40.900000,52.930000,0.000000,221.350000,9.67,8.34,0,29.81,93,9.66,0,15.67,237.5,46.9,47.5,47,29.82,189,53.19,117.74451,91.59,29,29.82,10.41,81,15.67

59,14:30-14:45,23.100000,25.980000,15.940000,0.000000,153.980000,12.260000,25.980000,6.990000,33.680000,70.160000,15.550000,2.830000,2.180000,2.710000,15.550000,40.900000,52.930000,0.000000,230.980000,9.83,8.34,0,29.81,93,9.84,0,16.33,237.5,44,47.5,47,29.82,186,53.19,110.488955,90.9,29.5,29.82,10.81,79,16.33

60,14:45-15:00,23.100000,25.980000,15.290000,0.000000,180.880000,12.260000,25.980000,6.990000,33.680000,70.160000,14.920000,2.830000,2.180000,2.710000,14.920000,40.900000,52.930000,0.000000,272.120000,10,8.66,0,29.81,89,10,0,17,237.5,42.48,47.5,45,29.82,182,53.19,103.126271,89.01,30,29.82,11.21,78,17

61,15:00-15:15,23.100000,25.980000,14.570000,0.000000,166.450000,12.260000,25.980000,7.070000,33.680000,70.160000,14.220000,2.910000,2.310000,2.870000,14.220000,40.900000,52.930000,0.000000,272.120000,10.33,8.66,0,29.81,83,10.34,0,17.67,237.5,40.56,47.5,42,29.82,175,53.19,89.228718,85.21,31,29.82,11.81,75,17.67

62,15:15-15:30,24.060000,25.980000,13.690000,0.000000,166.450000,12.260000,25.980000,7.070000,52.610000,70.160000,13.350000,2.910000,2.310000,2.870000,13.350000,40.900000,52.930000,0.000000,272.120000,10.67,9,0,29.81,75,10.66,0,18.33,228.88,37.94,45.77,38,29.82,165,53.19,84.086526,80.21,32,29.82,12.6,70,18.33

63,15:30-15:45,24.060000,25.980000,12.630000,0.000000,176.070000,12.260000,25.980000,7.070000,33.680000,70.160000,12.320000,2.750000,2.310000,2.870000,12.320000,40.900000,52.930000,0.000000,272.120000,10.67,8,0,29.81,69,10.66,0,19.33,214.18,36.1,42.83,35,29.82,151,53.19,75.886288,74.82,32,29.82,16.06,64,19.33

64,15:45-16:00,25.020000,25.980000,11.490000,0.000000,171.260000,12.260000,25.980000,7.070000,33.680000,70.160000,11.210000,2.750000,2.310000,2.870000,11.210000,40.900000,52.930000,0.000000,272.120000,10.83,8.34,0,29.81,63,10.84,0,20.67,199.48,33.42,39.89,32,29.82,137,53.19,67.510748,69.15,32.5,29.82,16.17,58,20.67

65,16:00-16:15,25.020000,25.980000,10.310000,0.000000,166.450000,16.050000,25.980000,7.170000,52.610000,84.870000,10.060000,2.750000,2.500000,3.020000,10.060000,40.900000,52.930000,0.000000,272.120000,11,8.34,0,29.81,57,11,0,21.33,181.9,30.36,36.38,28,29.82,123,53.19,59.417639,63.23,33,29.82,16.33,52,21.33

66,16:15-16:30,25.020000,25.980000,9.230000,0.000000,214.570000,16.050000,25.980000,7.170000,76.310000,84.870000,9.010000,2.750000,2.500000,3.020000,9.010000,40.900000,52.930000,0.000000,272.120000,11.17,8.34,0,29.81,49,11.16,0,22.67,164.33,27.17,32.86,25,29.82,105,53.19,51.821219,57.01,33.5,29.82,16.53,45,22.67

67,16:30-16:45,25.020000,25.980000,7.800000,0.000000,236.350000,16.050000,25.980000,7.170000,76.310000,84.870000,7.610000,2.520000,2.500000,3.020000,7.610000,40.900000,52.930000,0.000000,272.120000,10,8.66,0,29.81,42,10,0,23.33,143.21,23.65,28.64,21,29.82,91,53.19,49.678639,50.49,30,29.82,16.73,39,23.33

68,16:45-17:00,25.020000,25.980000,6.180000,0.000000,226.720000,16.050000,25.980000,7.170000,76.310000,84.870000,6.030000,2.520000,2.500000,3.020000,6.030000,40.900000,52.930000,0.000000,272.120000,10.33,9,0,29.81,35,10.34,0,24,126.43,20.74,25.28,17,29.82,77,53.19,40.144158,43.21,31,29.82,16.93,33,24

69,17:00-17:15,25.020000,25.980000,4.380000,0.000000,226.720000,16.050000,25.980000,7.350000,76.310000,103.740000,4.280000,2.520000,2.500000,3.020000,4.280000,40.900000,52.930000,0.000000,272.120000,10.83,9.34,0,25.01,27,10.84,0,25,109.23,16.54,21.85,13,22.38,60,0,31.135583,35.84,32.5,33,17.07,25,25

70,17:15-17:30,25.980000,25.980000,3.080000,0.000000,226.720000,16.050000,25.980000,7.350000,76.310000,103.740000,3.010000,2.520000,2.500000,3.020000,3.010000,40.900000,52.930000,0.000000,272.120000,11.67,10,0,16.83,20,11.66,0,26.67,85.88,13,17.17,10,15.49,46,0,21.649797,29.07,35,22,16.97,19,26.67

71,17:30-17:45,25.980000,25.980000,2.180000,0.000000,226.720000,16.050000,25.980000,7.350000,71.850000,103.740000,2.120000,2.520000,2.500000,3.020000,2.120000,40.900000,52.930000,0.000000,272.120000,13,11.34,0,9.41,16,13,0,28.33,64.31,9,12.86,8,8.54,32,0,13.809902,22.31,39,7,20.05,13,28.33

