Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/R2,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/22052037/LT-59,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/23072042/L_NR_2012_04,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16
6,01:15-01:30,30.280000,100.490000,87.010000,40.01,261.890000,24.120000,14.700000,30.870000,96.460000,115.310000,6.310000,30,30.16,15.140000,0.000000,78.33,30.17,0.000000,12.420000,0,0,0,0.000000,0.000000,9.740000,38.580000,72.340000,90.5,78.33,0,13.170000,30.870000,272.740000,0.000000,0.000000,9.310000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,30.280000,79.100000,76.480000,40.01,239.780000,24.120000,14.700000,30.870000,96.460000,66.160000,6.310000,30,30.16,15.140000,0.000000,71.67,30.17,0.000000,12.420000,0,0,0,0.000000,0.000000,9.060000,38.580000,72.340000,90.5,71.67,0,13.170000,30.870000,272.740000,0.000000,0.000000,9.310000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,30.280000,53.050000,76.480000,40.01,239.780000,24.120000,14.700000,30.870000,96.460000,66.160000,6.310000,30,30,15.140000,0.000000,71.67,30,0.000000,12.420000,0,0,0,0.000000,0.000000,9.060000,38.580000,72.340000,90,71.67,0,13.170000,30.870000,272.740000,0.000000,0.000000,9.310000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,30.280000,53.050000,76.070000,40.01,227.240000,24.120000,14.700000,30.870000,96.460000,66.160000,6.130000,27,29.84,15.140000,0.000000,71.67,29.83,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,38.580000,72.340000,89.5,71.67,0,13.170000,14.420000,272.740000,0.000000,0.000000,9.000000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,30.280000,53.050000,76.070000,40.01,227.240000,24.120000,14.700000,30.870000,96.460000,66.160000,6.130000,27,29.84,15.140000,0.000000,72.33,29.83,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,38.580000,72.340000,89.5,72.33,0,13.170000,14.420000,272.740000,0.000000,0.000000,9.000000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,30.280000,51.170000,76.070000,40.02,227.240000,24.120000,14.700000,30.870000,96.460000,66.160000,6.130000,27,29.66,15.140000,0.000000,70,29.67,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,38.580000,72.340000,89,70,0,13.170000,22.640000,272.740000,0.000000,0.000000,8.150000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,30.280000,51.170000,76.070000,41.02,227.240000,24.120000,14.700000,30.870000,96.460000,66.160000,6.130000,26.66,29.66,15.140000,0.000000,70,29.67,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,38.580000,72.340000,89,70,0,13.170000,22.640000,272.740000,0.000000,0.000000,8.150000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,31.280000,51.170000,76.070000,42.02,227.240000,24.120000,14.700000,22.640000,96.460000,66.160000,5.930000,26.66,29.5,15.140000,0.000000,70,29.5,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,0.000000,72.340000,88.5,70,0,12.980000,22.640000,272.740000,0.000000,0.000000,8.150000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,31.280000,51.170000,76.070000,42.02,227.240000,24.120000,14.700000,22.640000,96.460000,66.160000,5.930000,26.66,29.5,15.140000,0.000000,70,29.5,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,0.000000,72.340000,88.5,70,0,12.980000,22.640000,272.740000,0.000000,0.000000,8.150000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,31.280000,51.170000,57.590000,42.02,171.350000,24.120000,14.700000,22.640000,96.460000,66.160000,5.930000,26.34,29.34,15.140000,0.000000,70,29.33,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,0.000000,72.340000,88,70,0,12.980000,22.640000,231.500000,0.000000,0.000000,7.760000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,31.280000,51.170000,57.590000,42.02,171.350000,24.120000,14.700000,22.640000,96.460000,66.160000,5.930000,26.34,29.34,15.140000,0.000000,70.67,29.33,0.000000,12.420000,0,0,0,0.000000,0.000000,8.830000,0.000000,72.340000,88,70.67,0,12.980000,22.640000,192.920000,0.000000,0.000000,7.760000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,31.280000,51.170000,57.590000,43.01,171.350000,24.120000,14.700000,22.640000,96.460000,66.160000,5.750000,26,29.34,15.140000,0.000000,71.33,29.33,0.000000,12.420000,0,0,0,0.000000,0.000000,8.440000,0.000000,72.340000,88,71.33,0,12.980000,22.640000,192.920000,0.000000,0.000000,7.760000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,31.280000,51.170000,57.590000,43.01,205.990000,24.120000,14.700000,22.640000,96.460000,66.160000,5.750000,25.66,29.34,15.140000,0.000000,72,29.33,0.000000,12.420000,0,0,0,0.000000,0.000000,8.440000,0.000000,72.340000,88,72,0,12.980000,22.640000,192.920000,0.000000,0.000000,7.760000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,31.290000,51.170000,57.590000,43.01,205.990000,24.120000,14.700000,22.640000,96.460000,66.160000,5.750000,25.66,29.16,15.140000,0.000000,70,29.17,0.000000,12.420000,0,0,0,0.000000,0.000000,8.440000,0.000000,72.340000,87.5,70,0,12.980000,22.640000,192.920000,0.000000,0.000000,7.760000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,31.290000,51.170000,57.590000,43.01,205.990000,24.120000,14.700000,22.640000,96.460000,66.160000,5.750000,25.66,29,15.140000,0.000000,70,29,0.000000,12.420000,0,0,0,0.000000,0.000000,8.440000,0.000000,72.340000,87,70,0,12.980000,22.640000,192.920000,0.000000,0.000000,7.760000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,31.290000,53.050000,57.590000,43.01,139.870000,24.120000,14.700000,22.640000,96.460000,66.160000,5.570000,28.66,28.66,15.140000,0.000000,70,28.67,0.000000,12.420000,0,0,0,0.000000,0.000000,8.210000,0.000000,72.340000,86,70,0,12.900000,22.640000,150.000000,0.000000,0.000000,7.370000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,31.290000,53.050000,57.590000,43.01,110.930000,24.120000,14.700000,22.640000,96.460000,66.160000,5.570000,28.66,28.34,15.140000,0.000000,70,28.33,0.000000,12.420000,0,0,0,0.000000,0.000000,8.210000,0.000000,72.340000,85,70,0,12.900000,22.640000,150.000000,0.000000,0.000000,7.370000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,31.290000,53.050000,57.590000,43.01,110.930000,24.120000,14.700000,22.640000,96.460000,66.160000,5.570000,28.66,28.34,15.140000,0.000000,70,28.33,0.000000,12.420000,0,0,0,0.000000,0.000000,8.210000,0.000000,72.340000,85,70,0,12.900000,22.640000,192.920000,0.000000,0.000000,7.370000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,31.290000,100.490000,57.590000,43.01,145.580000,24.120000,14.700000,22.640000,96.460000,66.160000,5.570000,28.66,28.34,15.140000,0.000000,70,28.33,0.000000,12.420000,1.540658,0,0,0.000000,0.000000,8.210000,0.000000,72.340000,85,70,0,12.900000,22.640000,231.500000,0.000000,0.000000,7.370000,96.460000,0.000000,0,0.2,0,0,0,0,0,0,0,0

25,06:00-06:15,31.290000,53.050000,57.590000,35.21,201.470000,24.120000,14.700000,22.640000,96.460000,66.160000,5.380000,29,28,15.140000,0.000000,70,28,0.000000,12.420000,4.309942,0,6.25,0.000000,0.000000,7.900000,0.000000,72.340000,84,70,8.78,12.700000,22.640000,272.740000,0.000000,0.000000,7.370000,96.460000,0.000000,1,1,0.75,1,0.15,0,0.82,0,1,0

26,06:15-06:30,31.290000,53.050000,57.590000,34.81,201.470000,24.120000,14.700000,22.640000,96.460000,66.160000,5.380000,29,27.84,15.140000,0.380000,70,27.83,0.000000,12.420000,6.903708,2.2,9.09,0.000000,0.390000,7.900000,0.000000,72.340000,83.5,70,13.8,12.900000,22.640000,272.740000,0.380000,0.000000,7.370000,96.460000,0.000000,2,2,2.99,1,0.6,1,2.92,0,4,0

27,06:30-06:45,30.280000,62.700000,57.590000,34.41,201.470000,24.120000,14.700000,22.640000,96.460000,66.160000,5.380000,29,27.84,15.140000,0.760000,70,27.83,0.000000,12.420000,9.868012,5.5,13.1,0.000000,0.780000,7.900000,0.000000,72.340000,83.5,70,22.64,12.900000,22.640000,272.740000,0.760000,0.000000,7.370000,96.460000,0.000000,5,5,6.73,3,1.34,3,4.94,0,7,0

28,06:45-07:00,30.280000,62.700000,57.590000,34.01,201.470000,24.120000,14.700000,22.640000,96.460000,66.160000,5.380000,29,27.84,15.140000,1.100000,70,27.83,0.000000,12.420000,13.914677,9.9,22.03,0.000000,1.130000,7.900000,0.000000,72.340000,83.5,70,33,12.900000,22.640000,272.740000,1.100000,0.000000,7.370000,96.460000,0.000000,8,6,11.97,6,2.39,4,7.94,0,14,0

29,07:00-07:15,30.280000,100.490000,57.590000,32.81,201.470000,24.120000,14.700000,22.640000,96.460000,66.160000,5.200000,29.34,27.66,15.140000,1.590000,70,27.67,0.000000,12.420000,18.858434,17.6,33,0.000000,1.630000,7.670000,0.000000,72.340000,83,70,33,12.700000,22.640000,272.740000,1.590000,0.000000,6.980000,96.460000,0.000000,10,7,18.69,9,3.74,5,11,0,21,0

30,07:15-07:30,30.280000,100.490000,57.590000,32.01,201.470000,24.120000,14.700000,22.640000,96.460000,66.160000,5.200000,29.34,27.5,15.140000,2.150000,70,27.5,0.000000,12.420000,24.08497,28.6,33,0.000000,2.210000,7.670000,0.000000,72.340000,82.5,70,33,12.700000,22.640000,272.740000,2.150000,0.000000,6.980000,96.460000,0.000000,12,9.5,27.69,12,5.54,6,14,0,28,0

31,07:30-07:45,31.280000,100.490000,57.590000,36.02,201.470000,24.120000,14.700000,22.640000,96.460000,66.160000,5.200000,29.34,27.16,15.140000,2.750000,63.33,27.17,0.000000,12.420000,30.003827,32.67,32.66,0.000000,2.830000,7.670000,0.000000,72.340000,81.5,63.33,32.67,12.700000,22.640000,272.740000,2.750000,0.000000,6.980000,96.460000,0.000000,15,13.5,40.33,16,8.07,7,17,0,39,0

32,07:45:08:00,31.280000,100.490000,57.590000,35.22,145.580000,24.120000,14.700000,22.640000,96.460000,66.160000,5.200000,29.34,26.34,15.140000,3.590000,64,26.33,0.000000,12.420000,36.673511,33,33,0.000000,3.680000,7.670000,0.000000,72.340000,79,64,33,12.700000,22.640000,231.500000,3.590000,0.000000,6.980000,96.460000,0.000000,20,16.5,51.4,21,10.28,10,21,0,49,0

33,08:00-08:15,31.280000,53.050000,57.590000,41.02,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.200000,29.34,26,15.140000,4.440000,73.33,26,0.000000,12.420000,42.241332,33,33,0.000000,4.550000,7.450000,0.000000,0.000000,78,73.33,33,12.520000,22.640000,192.920000,4.440000,0.000000,6.980000,0.000000,0.000000,25,19.5,69.42,24,13.88,12,25,0,56,0

34,08:15-08:30,31.280000,53.050000,57.590000,40.42,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.200000,29.34,25.34,15.140000,5.280000,73.33,25.33,0.000000,12.420000,46.892559,33,33,0.000000,5.410000,7.450000,0.000000,0.000000,76,73.33,33,12.520000,22.640000,150.000000,5.280000,0.000000,6.980000,0.000000,0.000000,32,22.5,84.12,30,16.82,15,31,0,70,0

35,08:30-08:45,31.280000,53.050000,57.590000,39.82,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.200000,29.34,30.84,15.140000,6.140000,73.33,30.83,0.000000,12.420000,51.270758,33,33,0.000000,6.290000,7.450000,0.000000,0.000000,92.5,73.33,33,12.520000,22.640000,150.000000,6.140000,0.000000,6.980000,0.000000,0.000000,38,23.5,100.42,36,20.08,18,35,0,84,0

36,08:45:09:00,31.280000,53.050000,57.590000,39.22,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.200000,29.34,30.84,15.140000,6.960000,73.33,30.83,0.000000,12.420000,55.541696,33,33,0.000000,7.130000,7.450000,0.000000,0.000000,92.5,73.33,33,12.520000,22.640000,150.000000,6.960000,0.000000,6.980000,0.000000,0.000000,44,26.5,118.12,42,23.62,21,42,0,98,0

37,09:00:09:15,31.290000,53.050000,57.590000,38.62,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.010000,29.34,25.84,15.140000,7.700000,65,25.83,0.000000,12.420000,92.14695,33,33,0.000000,7.900000,7.450000,0.000000,0.000000,77.5,65,33,12.520000,22.640000,150.000000,7.700000,0.000000,6.980000,0.000000,0.000000,49,30.5,136.43,49,27.29,23,49,0,116,0

38,09:15-09:30,31.290000,53.050000,57.590000,38.02,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.010000,29.34,25.34,15.140000,8.410000,65.33,25.33,0.000000,12.420000,96.476394,33,33,0.000000,8.620000,7.450000,0.000000,0.000000,76,65.33,33,12.520000,22.640000,150.000000,8.410000,0.000000,6.980000,0.000000,0.000000,54,32.5,152,54,30.4,26,55,0,126,0

39,09:30-09:45,30.280000,53.050000,57.590000,30.02,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.010000,23.34,25.66,15.140000,9.070000,53.33,25.67,0.000000,12.420000,99.928248,33,33,0.000000,9.300000,7.450000,0.000000,0.000000,77,53.33,33,12.520000,22.640000,150.000000,9.070000,0.000000,6.980000,0.000000,0.000000,60,36.5,166.32,52,33.26,28,62,0,123,0

40,09:45-10:00,30.780000,53.050000,57.590000,29.01,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.010000,24,25.84,15.140000,9.700000,55,25.83,0.000000,12.420000,102.834046,33,33,0.000000,9.950000,7.450000,0.000000,0.000000,77.5,55,33,12.520000,22.640000,150.000000,9.700000,0.000000,6.980000,0.000000,0.000000,65,37.5,179.91,57,35.98,31,67,0,133,0

41,10:00-10:15,31.280000,53.050000,57.590000,22.81,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,5.010000,18.34,20.84,15.140000,11.570000,55,20.83,0.000000,12.420000,105.564326,33,33,0.000000,11.850000,7.290000,0.000000,0.000000,62.5,55,33,12.520000,22.640000,192.920000,11.570000,0.000000,6.750000,0.000000,0.000000,69,38.5,179.17,61,35.83,33,72,0,144,0

42,10:15-10:30,31.280000,53.050000,57.590000,21.81,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,5.010000,18.66,21,15.140000,12.330000,56,21,0.000000,12.420000,108.294606,33,33,0.000000,12.630000,7.290000,0.000000,0.000000,63,56,33,12.520000,22.640000,231.500000,12.330000,0.000000,6.750000,0.000000,0.000000,73,40.5,183.33,64,36.67,35,76,0,151,0

43,10:30-10:45,30.280000,53.050000,57.590000,29.01,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,5.010000,19,21.34,15.140000,12.960000,58.33,21.33,0.000000,12.420000,74.487889,33,33,0.000000,13.280000,7.290000,0.000000,0.000000,64,58.33,33,12.520000,22.640000,231.500000,12.960000,0.000000,6.750000,0.000000,0.000000,68,40.5,187.39,70,37.48,32,78,0,165,0

44,10:45-11:00,30.280000,53.050000,57.590000,28.81,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,5.010000,19,22,15.140000,13.410000,61.67,22,0.000000,12.420000,76.750121,33,33,0.000000,13.740000,7.290000,0.000000,0.000000,66,61.67,33,12.520000,22.640000,272.740000,13.410000,0.000000,6.750000,0.000000,0.000000,71,41.5,194.41,73,38.88,34,81,0,172,0

45,11:00-11:15,30.280000,53.050000,57.590000,29.01,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,4.820000,25.34,22.5,15.140000,13.790000,62.67,22.5,0.000000,12.420000,81.957155,33,33,0.000000,14.130000,7.290000,0.000000,0.000000,67.5,62.67,33,12.250000,22.640000,272.740000,13.790000,0.000000,6.750000,0.000000,0.000000,78,42.5,200.66,63,40.13,37,84,0,147,0

46,11:15-11:30,30.280000,53.050000,57.590000,29.42,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,4.820000,25.66,23,15.140000,13.920000,63.33,23,0.000000,12.420000,87.329956,33,33,0.000000,14.280000,7.290000,0.000000,0.000000,69,63.33,33,12.250000,22.640000,272.740000,13.920000,0.000000,6.750000,0.000000,0.000000,81,42.5,205.26,66,41.05,39,85,0,154,0

47,11:30-11:45,29.780000,53.050000,57.590000,37.02,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,26,25.84,15.140000,14.030000,64,25.83,0.000000,12.420000,92.234709,33,33,0.000000,14.380000,7.290000,0.000000,0.000000,77.5,64,33,12.250000,22.640000,272.740000,14.030000,0.000000,6.750000,0.000000,0.000000,87,43.5,191.78,69,38.35,41,86,0,161,0

48,11:45-12:00,29.780000,53.050000,57.590000,36.82,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,26.34,26,15.140000,14.140000,64.33,26,0.000000,12.420000,95.871832,33,33,0.000000,14.500000,7.290000,0.000000,0.000000,78,64.33,33,12.250000,22.640000,272.740000,14.140000,0.000000,6.750000,0.000000,0.000000,87,43.5,193.35,72,38.67,41,87,0,168,0

49,12:00-12:15,29.780000,53.050000,57.590000,40.01,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,28.66,26.34,15.140000,14.150000,64.67,26.33,0.000000,12.420000,70.148694,33,33,0.000000,14.510000,7.450000,0.000000,0.000000,79,64.67,33,12.250000,22.640000,272.740000,14.150000,0.000000,6.750000,0.000000,0.000000,85,43.5,194.14,75,38.83,40,87,0,175,0

50,12:15-12:30,29.780000,53.050000,57.590000,40.01,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,28.66,27,15.140000,14.180000,65,27,0.000000,12.420000,70.616742,33,33,0.000000,14.540000,7.450000,0.000000,0.000000,81,65,33,12.250000,22.640000,272.740000,14.180000,0.000000,6.750000,0.000000,0.000000,84,43.5,194.27,75,38.85,40,88,0,175,0

51,12:30-12:45,29.280000,53.050000,57.590000,40.01,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,29,30,15.140000,14.210000,65.33,30,0.000000,12.420000,71.777111,33,33,0.000000,14.560000,7.450000,0.000000,0.000000,90,65.33,33,12.250000,22.640000,272.740000,14.210000,0.000000,6.750000,0.000000,0.000000,85,43.5,225,73,45,40,88,0,172,0

52,12:45-13:00,29.280000,53.050000,57.590000,40.01,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,29.34,30,15.140000,14.230000,65.67,30,0.000000,12.420000,71.708854,33,33,0.000000,14.590000,7.450000,0.000000,0.000000,90,65.67,33,12.250000,22.640000,231.500000,14.230000,0.000000,6.750000,0.000000,0.000000,85,43.5,225,73,45,40,88,0,172,0

53,13:00-13:15,29.280000,53.050000,57.590000,43.01,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,29.66,30,15.140000,14.180000,65.67,30,0.000000,12.420000,71.426075,33,33,0.000000,14.540000,8.440000,0.000000,0.000000,90,65.67,33,12.250000,22.640000,192.920000,14.180000,0.000000,7.140000,0.000000,0.000000,85,43.5,225,73,45,40,88,0,172,0

54,13:15-13:30,29.280000,53.050000,57.590000,43.01,110.930000,0.000000,14.700000,22.640000,0.000000,70.320000,4.820000,30,30,15.140000,14.130000,65.67,30,0.000000,12.420000,70.665497,33,33,0.000000,14.490000,8.440000,0.000000,0.000000,90,65.67,33,12.250000,22.640000,192.920000,14.130000,0.000000,7.140000,0.000000,0.000000,85,43.5,225,73,45,40,88,0,172,0

55,13:30-13:45,29.280000,53.050000,57.590000,43.01,110.930000,0.000000,14.700000,22.640000,0.000000,66.160000,4.820000,30,30,15.140000,14.090000,71.33,30,0.000000,12.420000,78.992851,33,33,0.000000,14.440000,8.440000,0.000000,0.000000,90,71.33,33,12.250000,22.640000,231.500000,14.090000,0.000000,7.370000,0.000000,0.000000,87,42.5,225,76,45,41,87,0,179,0

56,13:45-14:00,29.280000,53.050000,57.590000,43.01,159.160000,0.000000,14.700000,22.640000,0.000000,66.160000,4.820000,30,30,15.140000,13.970000,71.33,30,0.000000,12.420000,79.509654,33,33,0.000000,14.330000,8.440000,0.000000,0.000000,90,71.33,33,12.250000,22.640000,272.740000,13.970000,0.000000,7.370000,0.000000,0.000000,87,42.5,225,76,45,41,87,0,179,0

57,14:00-14:15,29.280000,53.050000,57.590000,43.01,205.410000,0.000000,14.700000,22.640000,0.000000,66.160000,4.920000,30,30,15.140000,13.570000,71.67,30,0.000000,12.420000,80.865043,33,33,0.000000,13.900000,8.830000,0.000000,0.000000,90,71.67,33,12.250000,22.640000,272.740000,13.570000,0.000000,7.760000,0.000000,0.000000,81,42.5,221.72,72,44.34,39,86,0,168,0

58,14:15-14:30,29.280000,53.050000,76.480000,43.01,227.240000,0.000000,14.700000,22.640000,0.000000,66.160000,4.920000,30,30,15.140000,13.130000,71.67,30,0.000000,12.420000,81.996159,33,33,0.000000,13.460000,8.830000,0.000000,0.000000,90,71.67,33,12.250000,22.640000,272.740000,13.130000,0.000000,7.760000,0.000000,0.000000,80,41.5,214.07,69,42.81,38,85,0,161,0

