Block,Time,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/22052037/LT-59,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/29072024/29072024/DD20240729NR25886,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01072024/31072024/R2,NR/16072024/31072024/NR/16072024/31072024/717758,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05
6,01:15-01:30,38.530000,258.700000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.120000,0.000000,6.510000,12.410000,100.350000,30.270000,13.610000,9.920000,96.320000,0.000000,115.140000,272.340000,67.420000,0.000000,86.880000,9.580000,14.720000,30.820000,24.080000,48.160000,25,25,0,0,0,0,11.34,0,11.67,43.01,0,0,0,11.66,0,0,0,0,0,0,35

7,01:30-01:45,38.530000,258.700000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.120000,0.000000,6.510000,12.410000,100.350000,30.270000,13.610000,9.920000,96.320000,0.000000,66.070000,272.340000,67.420000,0.000000,86.880000,9.580000,14.720000,30.820000,24.080000,48.160000,24.67,24.67,0,0,0,0,8,0,11.33,43.01,0,0,0,11.34,0,0,0,0,0,0,34

8,01:45-02:00,38.530000,258.700000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.120000,0.000000,6.510000,12.410000,100.350000,30.270000,13.610000,9.920000,96.320000,0.000000,66.070000,272.340000,67.420000,0.000000,76.370000,9.580000,14.720000,30.820000,24.080000,48.160000,24.33,24.33,0,0,0,0,7.66,0,10.83,43.01,0,0,0,10.84,0,0,0,0,0,0,32.5

9,02:00-02:15,38.530000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.920000,0.000000,6.510000,12.410000,100.350000,30.270000,13.610000,9.680000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,86.880000,13.440000,14.720000,30.820000,24.080000,48.160000,24,24,0,0,0,0,7.34,0,10.67,42.21,0,0,0,10.66,0,0,0,0,0,0,32

10,02:15-02:30,38.530000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.920000,0.000000,6.510000,12.410000,100.350000,30.270000,13.610000,9.680000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,76.370000,13.440000,14.720000,30.820000,24.080000,48.160000,23.67,23.67,0,0,0,0,7.34,0,10.67,41.41,0,0,0,10.66,0,0,0,0,0,0,32

11,02:30-02:45,38.530000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.920000,0.000000,6.510000,12.410000,100.350000,30.270000,13.610000,9.680000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,76.370000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,7.34,0,7.5,43.01,0,0,0,7.5,0,0,0,0,0,0,22.5

12,02:45-03:00,38.530000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.920000,0.000000,6.510000,12.410000,100.350000,30.270000,13.610000,9.680000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,76.370000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,7.34,0,7.5,43.01,0,0,0,7.5,0,0,0,0,0,0,22.5

13,03:00-03:15,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.790000,0.000000,6.130000,12.410000,100.350000,31.280000,13.610000,8.370000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,76.370000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

14,03:15-03:30,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.790000,0.000000,6.130000,12.410000,100.350000,31.280000,13.610000,8.370000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,76.370000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

15,03:30-03:45,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.790000,0.000000,6.130000,12.410000,100.350000,31.280000,13.610000,8.370000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,76.370000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

16,03:45-04:00,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.790000,0.000000,6.130000,12.410000,100.350000,31.280000,13.610000,8.370000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,76.370000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

17,04:00-04:15,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.690000,0.000000,6.130000,12.410000,100.350000,31.280000,13.150000,8.140000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,86.880000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,43.82,0,0,0,7.5,0,0,0,0,0,0,22.5

18,04:15-04:30,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.690000,0.000000,6.130000,12.410000,100.350000,31.280000,13.150000,8.140000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,86.880000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,43.42,0,0,0,7.5,0,0,0,0,0,0,22.5

19,04:30-04:45,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.690000,0.000000,6.130000,12.410000,100.350000,31.290000,13.150000,8.140000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,86.880000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,43.02,0,0,0,7.5,0,0,0,0,0,0,22.5

20,04:45-05:00,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.690000,0.000000,6.130000,12.410000,100.350000,31.290000,13.150000,8.140000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,86.880000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,42.62,0,0,0,7.5,0,0,0,0,0,0,22.5

21,05:00-05:15,0.000000,202.890000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.560000,0.000000,5.750000,12.410000,52.980000,31.290000,13.150000,7.740000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,57.500000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,42.22,0,0,0,7.5,0,0,0,0,0,0,22.5

22,05:15-05:30,0.000000,202.890000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.560000,0.000000,5.750000,12.410000,52.980000,31.290000,13.150000,7.740000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,57.500000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,41.82,0,0,0,7.5,0,0,0,0,0,0,22.5

23,05:30-05:45,0.000000,202.890000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.280000,0.000000,5.750000,12.410000,52.980000,31.290000,13.150000,7.740000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,57.500000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,41.42,0,0,0,7.5,0,0,0,0,0,0,22.5

24,05:45-06:00,0.000000,202.890000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.280000,0.000000,5.750000,12.410000,52.980000,31.290000,13.150000,7.740000,96.320000,0.000000,66.070000,231.170000,0.000000,0.000000,57.500000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,0,0,0,0,6.66,0,7.5,41.42,0,0,0,7.5,0.701784,0,0,0,0,0,22.5

25,06:00-06:15,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.000000,5.100000,0.000000,5.750000,12.410000,100.350000,31.290000,13.150000,7.740000,96.320000,0.000000,66.070000,272.340000,0.000000,0.000000,86.880000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,1,1,0.76,0,6.66,0,7.5,41.02,6.25,1,0,7.5,2.076111,0.82,8.38,0.15,0,1,22.5

26,06:15-06:30,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.430000,5.100000,0.420000,5.750000,12.410000,100.350000,31.290000,13.150000,7.740000,96.320000,0.420000,66.070000,272.340000,0.000000,0.000000,86.880000,1.300000,14.720000,30.820000,24.080000,48.160000,15,15,1,2,3.02,1.9,6.66,1,7.5,40.62,9.09,4,0,7.5,5.243886,2.92,13.17,0.6,0,2,22.5

27,06:30-06:45,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,0.850000,5.100000,0.830000,5.750000,12.410000,100.350000,30.280000,13.150000,7.360000,96.320000,0.830000,66.070000,272.340000,0.000000,0.000000,86.880000,1.300000,14.720000,30.820000,24.080000,48.160000,15,15,3,3,6.78,4.9,6.66,3,7.5,39.02,13.1,7,0,7.5,9.483831,4.94,21.62,1.36,0,5,22.5

28,06:45-07:00,0.000000,258.700000,0.000000,96.320000,0.000000,72.240000,12.520000,1.230000,5.100000,1.200000,5.750000,12.410000,100.350000,30.280000,13.150000,7.360000,96.320000,1.200000,66.070000,272.340000,0.000000,0.000000,86.880000,13.440000,14.720000,30.820000,24.080000,48.160000,15,15,6,5,12.07,8.6,6.66,4,7.5,39.02,22.03,14,0,7.5,15.176079,7.94,33,2.41,0,8,22.5

29,07:00-07:15,0.000000,210.540000,0.000000,96.320000,0.000000,72.240000,12.520000,1.800000,4.820000,1.750000,5.750000,12.410000,100.350000,30.280000,13.150000,7.130000,96.320000,1.750000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,24.080000,48.160000,15,15,9,7,18.85,15.4,6.66,5,7.5,39.02,33,21,0,7.5,22.379112,11,33,3.77,0,10,22.5

30,07:15-07:30,0.000000,201.170000,0.000000,96.320000,0.000000,72.240000,12.520000,2.420000,4.820000,2.360000,5.750000,12.410000,100.350000,30.280000,13.150000,7.130000,96.320000,2.360000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,24.080000,48.160000,15,15,12,9.5,27.92,24.9,6.66,6,7.5,39.42,33,28,0,7.5,30.859002,14,33,5.58,0,12,22.5

31,07:30-07:45,0.000000,201.170000,0.000000,96.320000,0.000000,72.240000,6.740000,3.100000,4.820000,3.030000,5.600000,12.410000,100.350000,30.280000,0.000000,7.130000,96.320000,3.030000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,24.080000,48.160000,13.33,13.33,16,12.5,40.66,32.66,6.66,7,7,39.42,32.67,39,0,7,29.318976,17,32.67,8.13,0,15,21

32,07:45:08:00,0.000000,201.170000,0.000000,96.320000,0.000000,72.240000,6.740000,4.030000,4.820000,3.930000,5.600000,12.410000,100.350000,30.280000,0.000000,7.130000,96.320000,3.930000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,24.080000,48.160000,13.33,13.33,21,15.5,51.81,33,6.66,10,7,39.82,33,49,0,7,38.968506,21,33,10.36,0,20,21

33,08:00-08:15,0.000000,201.170000,0.000000,0.000000,0.000000,0.000000,6.740000,4.990000,4.820000,4.870000,5.600000,12.410000,100.350000,30.780000,0.000000,0.000000,0.000000,4.870000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,22,19.5,69.98,33,6.66,11,7,40.02,33,53,0,7,49.875399,23,33,14,0,22,21

34,08:15-08:30,0.000000,201.170000,0.000000,0.000000,0.000000,0.000000,6.740000,5.930000,4.820000,5.790000,5.600000,12.410000,100.350000,31.280000,0.000000,0.000000,0.000000,5.790000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,28,22.5,84.79,33,6.66,13,7,40.02,33,67,0,7,61.883703,30,33,16.96,0,28,21

35,08:30-08:45,0.000000,201.170000,0.000000,0.000000,0.000000,0.000000,6.740000,6.900000,4.820000,6.730000,0.000000,12.410000,100.350000,31.280000,0.000000,0.000000,0.000000,6.730000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,33,26.5,101.23,33,6.66,16,7,40.02,33,77,0,7,71.1531,37,33,20.24,0,33,21

36,08:45:09:00,0.000000,201.170000,0.000000,0.000000,0.000000,0.000000,6.740000,7.820000,4.820000,7.630000,0.000000,12.410000,100.350000,31.280000,0.000000,0.000000,0.000000,7.630000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,39,29.5,119.06,33,6.66,19,7,40.02,33,91,0,7,80.753895,43,33,23.81,0,39,21

37,09:00:09:15,0.000000,201.170000,0.000000,0.000000,0.000000,0.000000,6.740000,8.650000,4.630000,8.440000,0.000000,12.410000,71.450000,31.280000,0.000000,0.000000,0.000000,8.440000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,46,30.5,137.53,33,6.66,22,7,41.02,33,109,0,7,90.072027,51,33,27.51,0,47,21

38,09:15-09:30,0.000000,201.170000,0.000000,0.000000,0.000000,0.000000,6.740000,9.450000,4.630000,9.230000,0.000000,12.410000,59.720000,31.280000,0.000000,0.000000,0.000000,9.230000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,51,32.5,153.23,33,6.66,25,7,42.02,33,119,0,7,99.039267,57,33,30.65,0,53,21

39,09:30-09:45,0.000000,153.010000,0.000000,0.000000,0.000000,0.000000,6.740000,7.940000,4.630000,7.750000,0.000000,12.410000,52.980000,30.280000,0.000000,0.000000,0.000000,7.750000,66.070000,250.430000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,55,36.5,167.65,33,6.66,28,7,44.02,33,130,0,7,107.675109,62,33,33.53,0,59,21

40,09:45-10:00,0.000000,145.370000,0.000000,0.000000,0.000000,0.000000,6.740000,8.920000,4.630000,8.700000,0.000000,12.410000,52.980000,30.780000,0.000000,0.000000,0.000000,8.700000,66.070000,250.430000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,60,37.5,181.36,33,6.66,31,7,44.02,33,140,0,7,116.437662,66,33,36.27,0,65,21

41,10:00-10:15,0.000000,171.100000,0.000000,0.000000,0.000000,0.000000,9.630000,9.890000,4.630000,9.660000,0.000000,12.410000,52.980000,31.290000,0.000000,0.000000,0.000000,9.660000,66.070000,250.430000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,67,38.5,192.46,33,6.66,34,7,44.02,33,158,0,7,123.757659,70,33,38.49,0,70,21

42,10:15-10:30,0.000000,171.100000,0.000000,0.000000,0.000000,0.000000,9.630000,10.930000,4.630000,10.670000,0.000000,12.410000,52.980000,31.290000,0.000000,0.000000,0.000000,10.670000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,13.33,13.33,70,40.5,202.88,33,6.66,36,7,44.02,33,165,0,7,129.674088,74,33,40.58,0,74,21

43,10:30-10:45,0.000000,171.100000,0.000000,0.000000,0.000000,0.000000,9.630000,12.840000,4.630000,12.520000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,12.520000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,15,15,73,41.5,213.81,33,6.66,38,7,44.02,33,172,0,7,133.894539,77,33,42.76,0,79,21

44,10:45-11:00,0.000000,190.370000,0.000000,0.000000,0.000000,0.000000,9.630000,13.810000,4.630000,13.480000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,13.480000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,17,17,76,41.5,224.81,33,7,40,7,44.02,33,179,0,7,137.539917,82,33,44.96,0,85,21

45,11:00-11:15,0.000000,200.000000,0.000000,0.000000,0.000000,0.000000,9.630000,14.420000,4.630000,14.070000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,14.070000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,18.33,18.33,73,44.5,229.73,33,7,39,7,44.02,33,172,0,7,140.658957,87,33,45.95,0,81,21

46,11:15-11:30,0.000000,209.630000,0.000000,0.000000,0.000000,0.000000,9.630000,14.550000,4.630000,14.200000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,14.200000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,19.67,19.67,75,44.5,229.73,33,7.34,40,7,44.02,33,175,0,7,143.202924,87,33,45.95,0,85,21

47,11:30-11:45,0.000000,226.910000,0.000000,0.000000,0.000000,0.000000,9.630000,14.680000,4.630000,14.320000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,14.320000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,20.67,20.67,76,43.5,208.33,33,7.66,41,7,44.02,33,179,0,7,143.18343,83,33,41.67,0,87,21

48,11:45-12:00,0.000000,226.910000,0.000000,0.000000,0.000000,0.000000,9.630000,14.790000,4.630000,14.430000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,14.430000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,21.97,21.97,78,43.5,208.33,33,7.66,43,7,44.02,33,182,0,7,142.59861,83,33,41.67,0,89,21

49,12:00-12:15,0.000000,226.910000,0.000000,0.000000,0.000000,0.000000,9.630000,14.800000,4.630000,14.440000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,14.440000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,21,21,69,43.5,166.67,33,8,43,7.17,44.02,33,161,0,7.16,141.185295,83,33,33.33,0,90,21.5

50,12:15-12:30,0.000000,226.910000,0.000000,0.000000,0.000000,0.000000,9.630000,14.820000,4.630000,14.460000,6.130000,12.410000,52.980000,30.280000,3.500000,0.000000,0.000000,14.460000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,20,20,72,43.5,166.67,33,8.34,43,7.5,44.02,33,168,0,7.5,138.982473,83,33,33.33,0,90,22.5

51,12:30-12:45,0.000000,226.910000,0.000000,0.000000,0.000000,0.000000,9.630000,14.860000,4.630000,14.500000,6.130000,12.410000,52.980000,30.780000,3.500000,7.740000,0.000000,14.500000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,19.33,19.33,70,44,166.67,33,8.66,39,7.67,44.02,33,165,0,7.66,132.325272,85,33,33.33,0,79,23

52,12:45-13:00,0.000000,226.910000,0.000000,0.000000,0.000000,0.000000,9.630000,14.880000,4.630000,14.520000,6.130000,12.410000,52.980000,30.780000,3.500000,7.740000,0.000000,14.520000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,19.33,19.33,72,44,166.67,33,9,41,7.83,44.02,33,168,0,7.84,124.927299,85,33,33.33,0,81,23.5

53,13:00-13:15,0.000000,190.370000,0.000000,0.000000,0.000000,0.000000,9.630000,14.830000,4.630000,14.470000,7.280000,12.410000,52.980000,30.780000,3.500000,7.740000,0.000000,14.470000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,16.67,16.67,76,43.5,211.7,33,9.34,44,8.17,44.02,33,179,0,8.16,116.271963,85,33,42.34,0,89,24.5

54,13:15-13:30,0.000000,190.370000,0.000000,0.000000,0.000000,0.000000,9.630000,14.780000,4.630000,14.420000,7.280000,12.410000,52.980000,30.780000,3.500000,7.740000,0.000000,14.420000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,16.67,16.67,76,43.5,217.22,33,9.66,44,8.5,44.02,33,179,0,8.5,106.53471,85,33,43.44,0,89,25.5

55,13:30-13:45,0.000000,243.290000,0.000000,0.000000,0.000000,0.000000,9.630000,14.740000,4.630000,14.370000,7.280000,12.410000,52.980000,30.780000,3.500000,7.740000,0.000000,14.370000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,16.67,16.67,76,42.5,225,33,9.66,43,8.83,44.02,33,179,0,8.84,128.056086,86,33,45,0,87,26.5

56,13:45-14:00,0.000000,261.510000,0.000000,0.000000,0.000000,0.000000,9.630000,14.610000,4.630000,14.250000,7.280000,12.410000,52.980000,30.780000,3.500000,7.740000,0.000000,14.250000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,16.67,16.67,76,42.5,225,33,9.66,43,9.17,44.02,33,179,0,9.16,119.186316,86,33,45,0,85,27.5

