Block,Time,NR/16022024/29022024/HP-38,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/19022024/29022024/NVVN/OA/16907,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/16022024/29022024/HP-40,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31032024/ ChanjuII,NR/01102023/31102037/L_NR_2019_11,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/30042040/GNA_LT_35,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/22052037/LT-59,NR/16022024/29022024/HP-45,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01022024/29022024/79,NR/16022024/29022024/HP-36,NR/30092023/26122029/SH-06,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/14022024/29022024/SJVN140224NR1518,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469
6,01:15-01:30,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,65.620000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.83,0,23.78,0,0,73.33,0,0,0,73.33,17.96,30.84,0,0,0,0,0,0,92.5,0,0,0,0

7,01:30-01:45,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,65.620000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.83,0,23.84,0,0,57.82,0,0,0,57.82,16.68,30.84,0,0,0,0,0,0,92.5,0,0,0,0

8,01:45-02:00,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,65.620000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.83,0,23.79,0,0,56.65,0,0,0,56.65,15.61,30.84,0,0,0,0,0,0,92.5,0,0,0,0

9,02:00-02:15,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,65.620000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.83,0,24.1,0,0,54.35,0,0,0,54.35,15.17,30.84,0,0,0,0,0,0,92.5,0,0,0,0

10,02:15-02:30,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,65.620000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.83,0,23.86,0,0,52,0,0,0,52,14.92,30.84,0,0,0,0,0,0,92.5,0,0,0,0

11,02:30-02:45,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,65.620000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.83,0,23.75,0,0,68.88,0,0,0,68.88,14.7,30.84,0,0,0,0,0,0,92.5,0,0,0,0

12,02:45-03:00,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,65.620000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.83,0,23.94,0,0,68.64,0,0,0,68.64,14.47,30.84,0,0,0,0,0,0,92.5,0,0,0,0

13,03:00-03:15,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.660000,0.000000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,19.79,0,0,68.12,0,0,0,68.12,14.54,35,0,0,0,0,0,0,105,0,0,0,0

14,03:15-03:30,128.270000,18.330000,24.120000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.660000,0.000000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,19.6,0,0,66.94,0,0,0,66.94,14.55,35,0,0,0,0,0,0,105,0,0,0,0

15,03:30-03:45,128.270000,18.330000,24.120000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,19.66,0,0,66.45,0,0,0,66.45,14,35,0,0,0,0,0,0,105,0,0,0,0

16,03:45-04:00,128.270000,18.330000,24.120000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,19.6,0,0,65.25,0,0,0,65.25,13.58,35,0,0,0,0,0,0,105,0,0,0,0

17,04:00-04:15,128.270000,18.330000,24.120000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,19.05,0,0,73.02,0,0,0,73.02,13.54,35,0,0,0,0,0,0,105,0,0,0,0

18,04:15-04:30,128.270000,18.330000,24.120000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,18.53,0,0,72.46,0,0,0,72.46,13.53,35,0,0,0,0,0,0,105,0,0,0,0

19,04:30-04:45,128.270000,18.330000,24.120000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,35.170000,11.580000,0.000000,16.340000,149.200000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,18.45,0,0,72.37,0,0,0,72.37,13.68,35,0,0,0,0,0,0,105,0,0,0,0

20,04:45-05:00,128.270000,18.330000,24.120000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,33.090000,11.580000,0.000000,16.340000,192.920000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,21.94,0,0,71.47,0,0,0,71.47,13.56,35,0,0,0,0,0,0,105,0,0,0,0

21,05:00-05:15,128.270000,18.330000,25.080000,19.290000,53.050000,33.760000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,33.090000,11.580000,0.000000,16.340000,231.500000,109.000000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,21.34,0,0,70.82,0,0,0,70.82,13.53,35,0,0,0,0,0,0,105,0,0,0,0

22,05:15-05:30,128.270000,18.330000,25.080000,19.290000,53.050000,52.730000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,33.090000,11.580000,0.000000,16.340000,271.290000,157.230000,26.030000,0.000000,0.000000,38.220000,26.030000,0,35,0,20.74,0,0,69.21,0,0,0,69.21,13.62,35,0,0,0,0,0,0,105,0,0,0,0

23,05:30-05:45,128.270000,18.330000,25.080000,19.290000,53.050000,76.480000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,33.090000,11.580000,0.000000,16.340000,271.290000,205.460000,26.030000,0.000000,0.000000,38.220000,26.030000,0,31.27,0,16.77,0,0,67.75,0,0,0,67.75,13.35,31.26,0,0,0,0,0,0,93.8,0,0,0,0

24,05:45-06:00,128.270000,18.330000,25.080000,19.290000,53.050000,57.510000,0.000000,0.000000,1.110000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,33.090000,11.580000,0.000000,16.340000,271.290000,171.920000,26.030000,0.000000,0.000000,38.220000,26.030000,0,30.94,0,16.55,0,0,65.73,0,0,0,65.73,13.23,30.95,0,0,0,0,0,0,92.82,0,0,0,0

25,06:00-06:15,0.000000,18.330000,25.080000,48.230000,53.050000,57.510000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,33.090000,11.580000,0.000000,0.000000,271.290000,220.150000,30.870000,0.000000,96.460000,0.000000,30.870000,0,30.67,0,15.96,0,0,66.04,0,0,0,66.04,18.13,30.67,0,0,0,0,0,0,92.01,0,0,0,0

26,06:15-06:30,0.000000,18.330000,25.080000,48.230000,81.990000,76.480000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,33.090000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,0.000000,96.460000,0.000000,30.870000,0,30.05,0,15.25,0.01,0,63.52,0,0,0,63.52,18.33,30.06,0,0,0,0,0,0,90.15,0,0,0,0

27,06:30-06:45,0.000000,18.330000,24.120000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,0.000000,96.460000,0.000000,30.870000,0,29.43,0,14.57,0.01,0,63.13,0,0,0,63.13,13.61,29.43,0,0,0,0,0,0,88.29,0,0,0,0

28,06:45-07:00,0.000000,18.330000,23.150000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,0.000000,96.460000,0.000000,30.870000,0,29.22,0,13.88,0.01,0,62.75,2.66,0,0,62.75,13.6,29.22,2.66,0,1.79216,0,0,2,87.66,0,0,0,0

29,07:00-07:15,0.000000,18.330000,22.190000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.000000,6.750000,0.000000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,0.000000,96.460000,0.000000,30.870000,0,28.71,1,14.16,0.26,0.05,43.3,7.58,0,0,43.3,13.15,28.71,7.58,0,7.6946,1,0,7,86.13,0,0,0,0

30,07:15-07:30,0.000000,18.330000,22.190000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,0.920000,6.750000,0.900000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,0.900000,96.460000,0.000000,30.870000,0,28.26,2,14.47,2.03,0.4,41.94,16.99,0,0,41.94,12.72,28.25,16.98,0,14.82428,4,1,15,84.76,1,0,0,0

31,07:30-07:45,0.000000,18.330000,0.000000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,1.340000,6.750000,1.300000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,1.300000,96.460000,0.000000,30.870000,0,19.61,3,12.51,8.08,1.62,40.49,32.33,0,0.33,40.49,12.31,19.6,32.32,0,22.66498,11,4,25,58.83,3,1,0,0

32,07:45:08:00,0.000000,18.330000,0.000000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,1.750000,6.750000,1.710000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,1.710000,96.460000,0.000000,30.870000,0,18.5,6,12.69,25.29,5.06,38.65,29.88,0,4.98,38.65,11.9,18.52,29.89,0,32.4829,18,7,29.88,55.51,12,6,0,0

33,08:00-08:15,0.000000,18.330000,0.000000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,3.020000,6.750000,2.940000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,2.940000,48.230000,0.000000,30.870000,0,22.87,9,13.27,40.47,8.09,48.26,30.05,0,10.21,48.26,17.81,22.88,30.05,0,44.09298,25,10,30.05,68.62,18,9,0,0

34,08:15-08:30,0.000000,18.330000,0.000000,48.230000,99.950000,87.010000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,4.290000,6.750000,4.180000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,30.870000,4.180000,48.230000,0.000000,30.870000,0,22.83,12.44,13.01,60.06,12.01,49.11,30.05,0,19.75,49.11,18.42,22.83,30.05,0,56.74524,46,19,30.05,68.49,25,12,0,0

35,08:30-08:45,0.000000,18.330000,0.000000,48.230000,96.410000,86.230000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,5.560000,6.750000,5.420000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.400000,5.420000,48.230000,0.000000,30.870000,0,22.69,16.81,13.01,84.36,16.87,51,31.72,0,29.09,51,18.88,22.68,31.71,0,69.24166,67,28,31.72,68.07,33,17,0,0

36,08:45:09:00,0.000000,18.330000,0.000000,48.230000,67.470000,76.070000,39.150000,0.000000,1.110000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,6.830000,6.750000,6.670000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.400000,6.670000,48.230000,0.000000,30.870000,0,22.44,22.61,13,106.79,21.36,54.1,31.72,0,38.29,54.1,19.42,22.45,31.71,0,81.04654,84,36,31.72,67.33,42,21,0,0

37,09:00:09:15,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.160000,4.820000,96.460000,1.660000,0.000000,6.750000,5.790000,8.210000,6.750000,8.010000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.400000,8.010000,48.230000,0.000000,30.870000,0,22.24,27.31,12.94,124.6,24.92,55.25,31.72,14.95,46.85,55.25,19.03,22.22,31.71,0,86.1016,99,42,31.72,66.71,51,26,0,0

38,09:15-09:30,0.000000,18.330000,0.000000,48.230000,54.020000,76.480000,39.150000,0.000000,1.160000,4.820000,96.460000,1.660000,0.000000,6.750000,5.790000,9.590000,6.750000,9.360000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.400000,9.360000,48.230000,0.000000,30.870000,0,21.78,30.64,12.83,142.41,28.48,55.31,31.72,14.95,54.55,55.31,19.18,21.77,31.71,0,96.56236,114,49,31.72,65.34,60,30,0,0

39,09:30-09:45,0.000000,18.330000,0.000000,48.230000,54.020000,76.480000,39.150000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,11.130000,6.750000,10.860000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.400000,10.860000,48.230000,0.000000,30.870000,0,21.15,33.78,12.77,162.53,32.5,43.56,31.72,18.04,61.74,43.56,19.1,21.13,31.71,0,106.14652,127,55,31.72,63.44,68,34,0,0

40,09:45-10:00,0.000000,18.330000,0.000000,48.230000,54.020000,76.480000,39.150000,0.000000,1.160000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,12.450000,6.750000,12.150000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.400000,12.150000,48.230000,0.000000,30.870000,0,20.51,36.44,12.68,181.93,36.39,43.02,32.22,18.04,68.39,43.02,18.8,20.53,32.21,0,114.77616,151,64,32.22,61.54,75,38,0,0

41,10:00-10:15,0.000000,18.330000,0.000000,48.230000,54.020000,76.480000,39.150000,0.000000,1.160000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,13.650000,6.750000,13.320000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,13.320000,48.230000,0.000000,25.960000,0,15.83,38.94,8.6,200,40,31.74,32.22,18.04,74.45,31.74,18.1,15.84,32.21,0,122.24674,154,66,32.22,47.5,79,40,0,0

42,10:15-10:30,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.160000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,14.620000,6.750000,14.270000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,14.270000,48.230000,0.000000,25.960000,0,16,41.11,8.55,217.77,43.55,31.93,32.22,18.04,79.94,31.93,17.85,16,32.21,0,128.69462,168,72,32.22,48,85,43,0,0

43,10:30-10:45,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.160000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,15.410000,6.750000,15.040000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,15.040000,48.230000,0.000000,25.960000,0,11.08,43.08,8.4,232.59,46.52,23.33,32.22,18.04,84.62,23.33,18.27,11.09,32.21,0,140.4021,189,81,32.22,33.24,91,46,0,0

44,10:45-11:00,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.160000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,16.120000,6.750000,15.730000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,15.730000,48.230000,0.000000,25.960000,0,11.41,44.86,8.26,237.5,47.5,23.33,32.22,15.43,88.37,23.33,19.11,11.43,32.21,0,144.58056,196,84,32.22,34.24,93,47,0,0

45,11:00-11:15,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.210000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,16.690000,6.750000,16.290000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,16.290000,96.460000,0.000000,25.960000,0,11.78,46.27,8.07,237.5,47.5,23.33,32.22,14.57,91.05,23.33,19.49,11.8,32.21,0,148.83694,196,84,32.22,35.35,93,47,0,0

46,11:15-11:30,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.210000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,17.110000,6.750000,16.690000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,16.690000,96.460000,0.000000,25.960000,0,12.2,47,7.84,237.5,47.5,23.33,32.22,14.57,91.96,23.33,19.91,12.21,32.21,0,152.54788,196,84,32.22,36.61,95,47,0,0

47,11:30-11:45,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.210000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,17.200000,6.750000,16.780000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,16.780000,96.460000,0.000000,25.960000,0,12.47,47.8,7.6,237.5,47.5,23.33,32.22,14.57,92,23.33,20.44,12.47,32.21,0,155.5478,200,85,32.22,37.4,95,47,0,0

48,11:45-12:00,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.210000,4.820000,96.460000,1.750000,0.950000,6.750000,5.790000,17.200000,6.750000,16.780000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,16.780000,96.460000,0.000000,25.960000,0,12.8,47.8,7.4,237.5,47.5,23,32.22,14.57,91.99,23,20.91,12.79,32.21,0,157.5445,200,85,32.22,38.39,95,47,0,0

49,12:00-12:15,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.210000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,17.200000,6.750000,16.780000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,16.780000,96.460000,0.000000,25.960000,0,10.02,47.8,7.23,237.5,47.5,22.33,32.22,14.95,91.97,22.33,20.43,10.01,32.21,0,159.96002,203,87,32.22,30.06,95,47,0,0

50,12:15-12:30,0.000000,18.330000,0.000000,48.230000,54.020000,76.070000,39.150000,0.000000,1.210000,4.820000,96.460000,1.660000,0.950000,6.750000,5.790000,17.200000,6.750000,16.780000,8.200000,57.860000,11.580000,0.000000,0.000000,271.290000,261.020000,25.960000,16.780000,96.460000,0.000000,25.960000,0,10.03,47.8,7.03,237.5,47.5,21.67,32.22,14.95,91.97,21.67,20.88,10.04,32.21,0,160.30092,203,87,32.22,30.09,95,47,0,0

