Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/R2,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/19072037/LT-05,NR/22062024/22062024/DD20240622NR25264,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/23072042/L_NR_2012_04,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/30092023/26122029/SH-06,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/IEPL01,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09
6,01:15-01:30,5.570000,24.150000,0.000000,0.000000,31.290000,38.640000,5.990000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,5.670000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,16.110000,0,0,17.08,0,0,0,0,15.86,0,0,24.61,0,0,17.09,0,48.33,0,0,0,51.25,48.33

7,01:30-01:45,5.570000,24.150000,0.000000,0.000000,31.290000,38.640000,5.990000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,5.670000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,16.110000,0,0,16.88,0,0,0,0,15.1,0,0,33.02,0,0,16.89,0,44.33,0,0,0,50.65,44.33

8,01:45-02:00,5.570000,24.150000,0.000000,0.000000,31.290000,38.640000,5.990000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,5.670000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,16.110000,0,0,16.7,0,0,0,0,14.3,0,0,32.42,0,0,16.7,0,40.67,0,0,0,50.1,40.67

9,02:00-02:15,5.570000,24.150000,0.000000,0.000000,31.290000,38.640000,5.770000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,0.000000,67.620000,5.670000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.100000,131.130000,24.150000,16.110000,0,0,16.33,0,0,0,0,15.1,0,0,32.02,0,0,16.34,0,39.33,0,0,0,49,39.33

10,02:15-02:30,5.570000,24.150000,0.000000,0.000000,31.290000,38.640000,5.770000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,0.000000,67.620000,5.670000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.100000,131.130000,24.150000,16.110000,0,0,15.93,0,0,0,0,14.44,0,0,31.02,0,0,15.94,0,38.33,0,0,0,47.8,38.33

11,02:30-02:45,5.570000,24.150000,0.000000,0.000000,31.290000,38.640000,5.770000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,0.000000,67.620000,5.670000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.100000,131.130000,24.150000,15.630000,0,0,15.5,0,0,0,0,14,0,0,30.02,0,0,15.5,0,37.33,0,0,0,46.5,37.33

12,02:45-03:00,5.570000,24.150000,0.000000,0.000000,31.290000,38.640000,5.770000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,0.000000,67.620000,5.670000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.100000,131.130000,24.150000,15.630000,0,0,15.07,0,0,0,0,14,0,0,27.41,0,0,15.06,0,37,0,0,0,45.2,37

13,03:00-03:15,5.480000,24.150000,0.000000,0.000000,31.290000,0.000000,5.770000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.000000,131.130000,24.150000,15.630000,0,0,13.52,0,0,0,0,13.86,0,0,26.61,0,0,13.51,0,36.33,0,0,0,40.55,36.33

14,03:15-03:30,5.480000,24.150000,0.000000,0.000000,31.290000,0.000000,5.770000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.000000,131.130000,24.150000,15.630000,0,0,13.02,0,0,0,0,13.73,0,0,25.21,0,0,13.01,0,35.67,0,0,0,39.05,35.67

15,03:30-03:45,5.480000,24.150000,0.000000,0.000000,31.290000,0.000000,6.140000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,30.910000,48.300000,14.170000,273.140000,24.150000,38.640000,13.000000,131.130000,24.150000,15.630000,0,0,12.97,0,0,0,0,13.7,0,0,34.02,0,0,12.96,0,35,0,0,0,38.9,35

16,03:45-04:00,5.480000,24.150000,0.000000,0.000000,31.290000,0.000000,6.140000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,30.910000,48.300000,14.170000,273.140000,24.150000,38.640000,13.000000,131.130000,24.150000,15.630000,0,0,13.03,0,0,0,0,13.3,0,0,33.82,0,0,13.04,0,34.33,0,0,0,39.1,34.33

17,04:00-04:15,5.390000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,68.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,14.170000,48.300000,14.170000,231.840000,24.150000,38.640000,12.920000,112.810000,24.150000,15.630000,0,0,12.58,0,0,0,0,12.66,0,0,33.42,0,0,12.59,0,33.67,0,0,0,37.75,33.67

18,04:15-04:30,5.390000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,68.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,14.170000,48.300000,14.170000,193.200000,24.150000,38.640000,12.920000,112.810000,24.150000,15.630000,0,0,11.9,0,0,0,0,12.56,0,0,33.42,0,0,11.9,0,32.33,0,0,0,35.7,32.33

19,04:30-04:45,5.390000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,68.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,14.170000,48.300000,14.170000,150.220000,24.150000,38.640000,12.920000,112.810000,24.150000,15.630000,0,0,11.2,0,0,0,0,12.23,0,0,25.81,0,0,11.2,0,31.67,0,0,0,33.6,31.67

20,04:45-05:00,5.390000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,68.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,19.030000,0.000000,0.000000,14.170000,48.300000,14.170000,150.220000,24.150000,38.640000,12.920000,112.810000,24.150000,15.630000,0,0,10.48,0,0,0,0,11.77,0,0,24.81,0,0,10.49,0,30.67,0,0,0,31.45,30.67

21,05:00-05:15,5.290000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,57.670000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.720000,82.550000,24.150000,11.820000,0,0,9.83,0,0,0,0,11.06,0,0,22.01,0,0,9.84,0,29.67,0,0,0,29.5,29.67

22,05:15-05:30,5.290000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,57.670000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.720000,82.550000,24.150000,11.820000,0,0,9.23,0,0,0,0,10.53,0,0,21.01,0,0,9.24,0,27.67,0,0,0,27.7,27.67

23,05:30-05:45,5.290000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,57.670000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.720000,82.550000,24.150000,11.820000,0,0,8.67,0,1.236853,0,0,10.5,0,0,18.8,0,0,8.66,0,26.33,0,0,0,26,26.33

24,05:45-06:00,5.290000,24.150000,0.000000,0.000000,31.290000,0.000000,5.990000,57.670000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.720000,82.550000,24.150000,11.820000,0.55,0,8.12,0,2.610052,0,0,10.5,0.2,0.11,17.8,0,0,8.11,0.18,23.67,0,0,0,24.35,23.67

25,06:00-06:15,5.290000,24.150000,0.000000,0.000000,31.290000,0.000000,5.770000,57.670000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.640000,82.550000,24.150000,11.820000,3.47,0,7.67,6.94,5.327233,1,0,10.5,1,0.69,17.2,0,1,7.66,1.67,21.67,1,9.35,0,23,21.67

26,06:15-06:30,5.290000,24.150000,0.100000,0.000000,31.290000,0.000000,5.770000,57.670000,0.100000,24.150000,21.780000,100.640000,0.100000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.640000,82.550000,24.150000,11.820000,7.48,1,7.33,10.1,9.748739,4,0,10.5,2,1.49,16.6,0,1,7.34,3.82,20.67,2,17.67,1,22,20.67

27,06:30-06:45,5.290000,24.150000,0.700000,0.000000,31.290000,0.000000,5.770000,57.670000,0.720000,24.150000,21.780000,100.640000,0.700000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.640000,82.550000,24.150000,11.820000,11.96,3,7.17,14.55,14.822758,7,0,10.5,5,2.39,16,0,3,7.16,6.57,20,5,24.25,5,21.5,20

28,06:45-07:00,5.290000,24.150000,1.110000,0.000000,31.290000,0.000000,5.770000,57.670000,1.140000,24.150000,21.780000,100.640000,1.110000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.640000,82.550000,24.150000,11.820000,17.83,4,6.83,20.72,20.909633,14,0,10.5,6,3.56,16.4,0,6,6.84,9.55,20,8,33,12,20.5,20

29,07:00-07:15,5.210000,24.150000,1.630000,0.000000,31.290000,0.000000,5.770000,57.670000,1.680000,24.150000,21.780000,100.640000,1.630000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.540000,82.550000,24.150000,11.820000,26.31,5,6.67,31.97,27.873018,21,0,10.5,8,5.26,28.61,0,9,6.66,12.55,20,11,31.98,20,20,20

30,07:15-07:30,5.210000,24.150000,2.270000,0.000000,31.290000,0.000000,5.770000,57.670000,2.330000,24.150000,21.780000,100.640000,2.270000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.540000,82.550000,24.150000,11.820000,37.31,8,6.67,29.65,35.430482,35,0,10.5,12.86,7.46,29.22,0,15,6.66,16.25,20,16,29.65,29.65,20,20

31,07:30-07:45,5.210000,24.150000,2.990000,0.000000,31.290000,0.000000,5.770000,57.670000,3.070000,24.150000,21.780000,100.640000,2.990000,48.300000,66.270000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,150.220000,24.150000,38.640000,12.540000,82.550000,24.150000,3.860000,50.23,9,6.67,29.99,41.400489,49,0,10.5,13,10.04,35.22,0,21,6.66,20.8,20,19,29.98,29.98,20,20

32,07:45:08:00,5.210000,24.150000,3.970000,0.000000,31.290000,0.000000,5.770000,57.670000,4.080000,24.150000,21.780000,100.640000,3.970000,48.300000,70.430000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,150.220000,24.150000,38.640000,12.540000,82.550000,24.150000,3.860000,64.57,10,6.67,30.65,48.169094,63,0,10.5,16,12.91,35.42,0,27,6.66,25.01,20,22,30.65,30.65,20,20

33,08:00-08:15,5.210000,24.150000,4.950000,0.000000,31.290000,0.000000,5.610000,57.670000,5.070000,24.150000,21.780000,100.640000,4.950000,48.300000,70.430000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,150.220000,24.150000,38.640000,12.360000,82.550000,24.150000,3.860000,73.43,15,6.67,30.99,54.986394,63,0,7.34,20,14.68,35.62,0,27,6.66,30.44,14,30,30.98,30.98,20,14

34,08:15-08:30,5.210000,24.150000,5.940000,0.000000,31.290000,0.000000,5.610000,57.670000,6.090000,24.150000,21.780000,100.640000,5.940000,48.300000,70.430000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,150.220000,24.150000,38.640000,12.360000,82.550000,24.150000,3.860000,87.73,18,6.67,31.15,61.774477,77,0,7.34,23,17.54,35.82,0,33,6.66,35.56,14,37,31.15,31.15,20,14

35,08:30-08:45,5.210000,24.150000,6.890000,0.000000,31.290000,0.000000,5.610000,57.670000,7.060000,24.150000,21.780000,100.640000,6.890000,48.300000,70.430000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.360000,82.550000,24.150000,3.860000,101.58,20,6.67,32.5,70.003932,91,0,7.34,26,20.32,36.42,0,39,6.66,43.44,14,43,32.5,32.5,20,14

36,08:45:09:00,5.210000,24.150000,7.780000,0.000000,31.290000,0.000000,5.610000,57.670000,7.970000,24.150000,21.780000,71.660000,7.780000,48.300000,70.430000,0.000000,67.620000,5.590000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,150.220000,24.150000,38.640000,12.360000,81.140000,24.150000,3.860000,114.81,24,6.67,32.5,78.252865,105,0,7.34,29,22.96,37.22,0,45,6.66,50.06,14,49,32.5,32.5,20,14

37,09:00:09:15,5.110000,24.150000,8.650000,0.000000,31.290000,0.000000,5.610000,57.670000,8.870000,24.150000,21.780000,53.130000,8.650000,0.000000,70.430000,0.000000,67.620000,4.670000,24.150000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.270000,81.140000,24.150000,3.860000,127.38,26,6.67,32.5,86.657622,112,0,6.66,31,25.48,29.01,0,48,6.66,56.3,14,55,32.5,32.5,20,14

38,09:15-09:30,5.110000,24.150000,7.640000,0.000000,31.290000,0.000000,5.610000,57.670000,7.830000,24.150000,21.780000,53.130000,7.640000,0.000000,70.430000,0.000000,67.620000,4.670000,24.150000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.270000,81.140000,24.150000,3.860000,138.98,29,6.67,32.5,94.117696,126,0,6.66,33,27.79,30.42,0,54,6.66,62.12,14,61,32.5,32.5,20,14

39,09:30-09:45,5.110000,24.150000,8.510000,0.000000,31.290000,0.000000,5.830000,57.670000,8.720000,24.150000,21.780000,53.130000,8.510000,0.000000,70.430000,0.000000,67.620000,5.130000,24.150000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.270000,65.690000,24.150000,3.860000,149.93,32,6.67,32.5,100.574653,140,0,6.66,39,29.99,33.42,0,60,6.66,72.93,14,68,32.5,32.5,20,14

40,09:45-10:00,5.110000,24.150000,9.270000,0.000000,31.290000,0.000000,5.830000,57.670000,9.500000,24.150000,21.780000,53.130000,9.270000,0.000000,70.430000,0.000000,67.620000,5.130000,24.150000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.270000,65.690000,24.150000,3.860000,160.77,35,6.67,32.5,106.827091,151,0,6.66,37,32.15,35.02,0,64,6.66,78.12,14,73,32.5,32.5,20,14

41,10:00-10:15,5.110000,0.000000,10.040000,0.000000,31.290000,0.000000,5.830000,57.670000,10.290000,0.000000,21.780000,53.130000,10.040000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.170000,65.690000,24.150000,3.860000,180.17,38,6.67,32.5,112.125107,161,0,6.66,39,36.03,38.01,0,69,6.66,82.62,14,79,32.5,32.5,20,14

42,10:15-10:30,5.110000,0.000000,12.220000,0.000000,31.290000,0.000000,5.830000,57.670000,12.530000,0.000000,21.780000,53.130000,12.220000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.170000,65.690000,24.150000,3.860000,195.03,40,6.67,32.5,116.439484,168,0,6.66,45,39,40.01,0,72,6.66,86.7,14,83,32.5,32.5,20,14

43,10:30-10:45,5.110000,0.000000,12.780000,0.000000,31.290000,0.000000,5.830000,57.670000,13.090000,0.000000,21.780000,53.130000,12.780000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.170000,65.690000,24.150000,3.860000,221.77,42,6.67,32.5,118.543108,175,0,6.66,42,44.35,32.02,0,75,6.66,88.98,14,88,32.5,32.5,20,14

44,10:45-11:00,5.110000,0.000000,13.210000,0.000000,31.290000,0.000000,5.830000,57.670000,13.530000,0.000000,21.780000,53.130000,13.210000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.170000,65.690000,24.150000,3.860000,230,45,6.67,32.5,119.848134,182,0,6.66,43,46,34.02,0,78,6.66,89.79,14,95,32.5,32.5,20,14

45,11:00-11:15,5.110000,0.000000,13.540000,0.000000,31.290000,0.000000,5.830000,57.670000,13.880000,0.000000,21.780000,53.130000,13.540000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.080000,65.690000,24.150000,3.860000,230,43,6.67,32.5,120.685688,179,0,6.66,45,46,30.02,0,76,6.66,93.5,14,90,32.5,32.5,20,14

46,11:15-11:30,5.110000,0.000000,13.660000,0.000000,31.290000,0.000000,5.830000,57.670000,14.000000,0.000000,21.780000,53.130000,13.660000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.080000,65.690000,24.150000,3.860000,230,43,6.67,32.5,120.929163,179,0,6.66,45,46,31.02,0,76,6.66,93.46,14,90,32.5,32.5,20,14

47,11:30-11:45,5.110000,0.000000,13.760000,0.000000,31.290000,0.000000,5.830000,57.670000,14.110000,0.000000,21.780000,53.130000,13.760000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.080000,65.690000,24.150000,3.860000,230,43,6.67,32.5,120.150043,179,0,6.66,44,46,32.02,0,76,6.66,93.54,14,90,32.5,32.5,20,14

48,11:45-12:00,5.110000,0.000000,13.790000,0.000000,31.290000,0.000000,5.830000,57.670000,14.130000,0.000000,21.780000,53.130000,13.790000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,12.080000,65.690000,24.150000,3.860000,230,43,6.67,32.5,118.786583,179,0,6.66,46,46,34.02,0,76,6.66,93.72,14,90,32.5,32.5,20,14

49,12:00-12:15,5.110000,0.000000,13.790000,0.000000,31.290000,0.000000,5.990000,57.670000,14.130000,0.000000,21.780000,53.130000,13.790000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,43,6.67,32.5,116.653742,179,0,6.66,46,46,16,0,76,6.66,93.83,14,90,32.5,32.5,20,14

50,12:15-12:30,5.110000,0.000000,13.790000,0.000000,31.290000,0.000000,5.990000,57.670000,14.130000,0.000000,21.780000,53.130000,13.790000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,43,6.67,32.5,113.293787,179,0,6.66,45,46,16.4,0,76,6.66,93.78,14,90,32.5,32.5,20,14

51,12:30-12:45,5.110000,0.000000,13.790000,0.000000,31.290000,0.000000,5.990000,57.670000,14.130000,0.000000,21.780000,53.130000,13.790000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,43,6.67,32.16,116.721915,179,0,7.34,45,46,17,0,76,6.66,93.73,14,90,32.17,32.17,20,14

