Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
17,04:00-04:15,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,0,26.2683,1.321,19.9716,0,0,653.1525,8.874,0,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

18,04:15-04:30,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.9716,0,0,653.1525,8.874,0,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

19,04:30-04:45,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.9716,0,0,653.1525,8.874,0,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

20,04:45-05:00,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.9716,0,0,653.1525,8.874,0,13.17004,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

21,05:00-05:15,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.9716,0,0,653.1525,8.874,0,13.17004,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

22,05:15-05:30,0,42.392196,9.9925,0,15.561,10.089,26.39091,341.564563,32.957704,0,37.88,26.2683,1.321,19.9716,0,0,653.1525,8.874,0,13.17004,0,0,92,103.5,5.1987,123.665625,0.59303,8.832,0,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

23,05:30-05:45,0,42.392196,9.9925,0,15.561,10.089,26.39091,341.564563,32.957704,0,56.82,26.2683,9.136036,19.9716,0,0,653.1525,8.874,25.2,13.17004,0,0,92,103.5,5.1987,123.665625,0.59303,8.832,0,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

24,05:45-06:00,0,42.392196,9.9925,0,31.122,10.089,26.39091,341.564563,32.957704,0,75.76,26.2683,18.2298,19.9716,0,0,653.1525,17.748,31.5,26.34008,3.819,0,92,103.5,5.1987,123.665625,0.59303,8.832,8.69,0,1.1,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.639,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

25,06:00-06:15,0,42.392196,9.9925,0,47.25,10.089,26.39091,341.564563,49.436556,0,104.17,26.2683,27.3447,19.9716,9.67784,0,653.1525,26.622,37.8,26.34008,16.350412,0,92,103.5,5.1987,123.665625,0.59303,8.832,22.515,0,3.3,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

26,06:15-06:30,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.9716,29.062808,0,653.1525,39.0456,44.1,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.59303,8.832,42.107,0,19.5624,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

27,06:30-06:45,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.9716,29.062808,0,653.1525,39.0456,50.4,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.59303,8.832,42.107,0,19.5624,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

28,06:45-07:00,0,42.392196,9.9925,0,62.244,11.03064,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.9716,29.062808,0,653.1525,39.0456,56.7,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.59303,8.832,42.107,0,19.5624,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

29,07:00-07:15,0,42.392196,9.9925,0,62.244,31.897382,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.9716,29.062808,0,653.1525,39.0456,56.7,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.59303,51.336,42.107,0,19.5624,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

30,07:15-07:30,0,42.392196,9.9925,0,62.244,31.897382,26.39091,341.564563,49.436556,0,104.17,26.2683,27.3447,19.9716,9.67784,0,653.1525,26.622,56.7,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.59303,51.336,13.983,0,6.5208,13.363,5.124,0,40.95,0,0,0,32.88,46.58,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

31,07:30-07:45,0,42.392196,9.9925,0,62.244,31.897382,26.39091,341.564563,49.436556,0,75.76,26.2683,18.2298,19.9716,0,0,653.1525,17.748,56.7,26.34008,3.819,0,92,103.5,15.804048,123.665625,0.59303,13.248,8.69,0,0,13.363,5.124,0,40.95,0,0,0,32.88,44.388,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

32,07:45:08:00,0,42.392196,9.9925,0,62.244,31.897382,26.39091,341.564563,49.436556,0,56.82,26.2683,10.0396,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,15.804048,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,40.95,0,0,0,32.88,44.388,6.028,0,22.263,39.096,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

33,08:00-08:15,0,42.392196,9.9925,0,62.244,31.897382,26.39091,341.564563,49.436556,0,37.88,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,15.804048,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,40.95,0,0,0,32.88,44.388,6.028,0,22.263,38.553,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

34,08:15-08:30,0,42.392196,9.9925,0,47.25,31.897382,26.39091,341.564563,49.436556,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,10.55736,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,40.95,0,0,0,32.88,44.388,6.028,0,22.263,38.553,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

35,08:30-08:45,0,42.392196,9.9925,0,47.25,11.03064,26.39091,341.564563,49.436556,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,5.27868,123.665625,0.59303,15.456,0,0,0,25.564,5.124,0,40.95,0,0,0,32.88,44.388,6.028,0,22.263,38.553,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

36,08:45:09:00,0,42.392196,9.9925,0,31.122,10.089,26.39091,341.564563,49.436556,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,5.15871,123.665625,0.59303,15.456,0,0,0,70.882,5.124,0,40.95,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

37,09:00:09:15,0,42.392196,9.9925,0,31.122,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,51.336,0,0,0,70.882,5.124,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

38,09:15-09:30,0,42.392196,9.9925,0,15.561,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,51.336,0,0,0,70.882,5.124,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

39,09:30-09:45,0,42.392196,9.9925,0,15.561,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,70.882,12.1695,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

40,09:45-10:00,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,25.564,12.1695,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

41,10:00-10:15,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,12.1695,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

42,10:15-10:30,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,12.1695,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

43,10:30-10:45,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

44,10:45-11:00,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,39.9,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

45,11:00-11:15,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,38.85,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

46,11:15-11:30,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,38.85,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

47,11:30-11:45,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,38.85,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

48,11:45-12:00,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,38.85,0,0,0,32.88,44.388,6.028,0,22.263,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

49,12:00-12:15,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,13.17004,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

50,12:15-12:30,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,13.248,0,0,0,13.363,5.124,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

51,12:30-12:45,0,42.392196,9.9925,0,0,11.03064,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,51.336,0,0,0,13.363,5.124,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

52,12:45-13:00,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,51.336,0,0,0,13.363,5.124,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

53,13:00-13:15,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,6.624,0,0,0,13.363,12.1695,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

54,13:15-13:30,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,6.624,0,0,0,13.363,12.1695,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

55,13:30-13:45,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.9716,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,6.5208,13.363,5.7645,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.47,418.77

