Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
6,01:15-01:30,42.504,37.89052,124.384996,130.580717,0,148.982313,12.9381,66.29485,10.453965,27.63898,83.664,1.191161,43.706625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.115948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.143,15.00135,348.975

7,01:30-01:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.9381,66.29485,10.453965,27.63898,83.664,1.191161,43.706625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.115948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.143,15.00135,348.975

8,01:45-02:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.9381,66.29485,10.453965,27.63898,83.664,1.191161,43.706625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.115948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.143,15.00135,348.975

9,02:00-02:15,42.504,37.89052,124.384996,130.580717,0,148.982313,12.9381,66.29485,10.453965,27.63898,83.664,1.191161,43.706625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

10,02:15-02:30,42.504,37.89052,124.384996,130.580717,0,148.982313,12.9381,66.29485,10.953965,27.63898,83.664,1.191161,43.706625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

11,02:30-02:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.9381,66.29485,10.953965,27.63898,83.664,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

12,02:45-03:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.9381,66.29485,10.953965,27.63898,83.664,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

13,03:00-03:15,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

14,03:15-03:30,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

15,03:30-03:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

16,03:45-04:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

17,04:00-04:15,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,19.597822,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

18,04:15-04:30,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

19,04:30-04:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

20,04:45-05:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

21,05:00-05:15,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.00135,348.975

22,05:15-05:30,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,9.154482,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.00135,348.975

23,05:30-05:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,12.205976,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.00135,348.975

24,05:45-06:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,78.386778,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.00135,348.975

25,06:00-06:15,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,78.386778,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.00135,348.975

26,06:15-06:30,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,78.386778,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.00135,348.975

27,06:30-06:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,78.386778,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.3492,15.00135,346.5

28,06:45-07:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,58.790083,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0846,15.00135,346.5

29,07:00-07:15,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,78.386778,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0258,15.00135,346.5

30,07:15-07:30,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,7.628735,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0258,15.00135,346.5

31,07:30-07:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.8788,15.00135,346.5

32,07:45:08:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.8788,15.00135,346.5

33,08:00-08:15,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.8788,15.00135,346.5

34,08:15-08:30,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0258,15.00135,346.5

35,08:30-08:45,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.9964,15.00135,346.5

36,08:45:09:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.9964,15.00135,346.5

37,09:00:09:15,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,14.04936,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.408,15.00135,346.5

38,09:15-09:30,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,14.04936,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.408,15.00135,346.5

39,09:30-09:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,14.04936,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,6.5208,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.408,15.00135,346.5

40,09:45-10:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,66.29485,10.953965,27.63898,77.854,1.191161,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,14.04936,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,6.5208,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.408,15.00135,346.5

41,10:00-10:15,26.496,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,0,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,0,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,346.5

42,10:15-10:30,26.496,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,4.272092,6.745515,0,97.055943,0,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,0,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,346.5

43,10:30-10:45,25.392,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,0,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,0,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,346.5

44,10:45-11:00,25.392,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,0,36.816672,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,0,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,12.1128,15.00135,346.5

45,11:00-11:15,25.392,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,0,32.333219,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,0,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,12.3774,15.00135,346.5

46,11:15-11:30,25.392,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,0,32.333219,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,0,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,12.3774,15.00135,346.5

47,11:30-11:45,25.392,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,0,32.333219,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,6.5208,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,12.1422,15.00135,346.5

48,11:45-12:00,25.392,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,77.854,1.212818,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,0,32.333219,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,6.5208,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,12.1422,15.00135,346.5

49,12:00-12:15,25.392,37.89052,124.384996,130.580717,0,148.982313,12.0414,65.338675,10.953965,27.63898,80.178,1.212818,44.906625,3.094586,5.534085,49.374993,0,6.745515,0,97.055943,0,29.453337,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,23.197434,43.536137,6.5208,0,0,0,50.181712,0,78.755068,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,12.1422,15.00135,346.5

