Time,Block,WR/2023/20256/A/930,NR/2023/17905/A/913,NR/2023/17901/A/900,NR/2023/16187/A,WR/2023/20254/A/929,NR/2023/17982/C,WR/2023/18560/A,WR/2023/18560/A/II,NR/2023/17980/C,NR/2023/17979/C,NR/2023/17064/A,Total
,,MANIKARAN,IEXL,ITCLH,APPCPL,APPCPL,SJVNL,MANIKARAN,MANIKARAN,NVVNL,TPDDL,GMRETL,Total

,,DELHI,HIMACHAL PRADESH,ANDHRA PRADESH,DELHI,DELHI,NA,DELHI,DELHI,NA,HIMACHAL PRADESH,DELHI,
,,BRPL,BSHP,ITCWIND,BYPL,BRPL,RSRPL_BKN,BYPL,BYPL,SOLAPUR_SOLAR,CHANJUII,BYPL,
,,GOA,DELHI,DELHI,HIMACHAL PRADESH,GOA,DELHI,MAHARASHTRA,MAHARASHTRA,DELHI,DELHI,RAJASTHAN,
,,GOA_Beneficiary,MES (Delhi),ITCLH,HP,GOA_Beneficiary,NDMC,AEML,AEML,MES (Delhi),TPDDL,RUVNL,
,,North-West,North-North,South-West-North,North-North,North-West,North-North,North-West,North-East-West,West-North,North-North,North-North,
1,00:00-00:15,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

2,00:15-00:30,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

3,00:30-00:45,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

4,00:45-01:00,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

5,01:00-01:15,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

6,01:15-01:30,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

7,01:30-01:45,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

8,01:45-02:00,0.000000,1.930000,0.480000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123

9,02:00-02:15,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

10,02:15-02:30,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

11,02:30-02:45,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

12,02:45-03:00,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

13,03:00-03:15,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

14,03:15-03:30,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

15,03:30-03:45,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

16,03:45-04:00,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

17,04:00-04:15,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

18,04:15-04:30,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

19,04:30-04:45,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

20,04:45-05:00,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

21,05:00-05:15,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

22,05:15-05:30,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

23,05:30-05:45,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

24,05:45-06:00,0.000000,1.930000,0.430000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,122.95

25,06:00-06:15,0.000000,1.930000,0.430000,0.000000,0.000000,0,0.000000,100.000000,0,3.510000,100.000000,205.87

26,06:15-06:30,0.000000,1.930000,0.430000,0.000000,0.000000,0,0.000000,100.000000,0,3.510000,100.000000,205.87

27,06:30-06:45,0.000000,1.930000,0.430000,0.000000,0.000000,0,0.000000,100.000000,0,3.510000,100.000000,205.87

28,06:45-07:00,0.000000,1.930000,0.430000,0.000000,0.000000,0,0.000000,100.000000,0,3.510000,100.000000,205.87

29,07:00-07:15,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0,3.410000,100.000000,205.92

30,07:15-07:30,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0.14,3.410000,100.000000,206.06

31,07:30-07:45,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0.19,3.410000,100.000000,206.11

32,07:45:08:00,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0.29,3.410000,100.000000,206.21

33,08:00-08:15,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,0.58,3.410000,50.000000,156.89

34,08:15-08:30,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,0.87,3.410000,50.000000,157.18

35,08:30-08:45,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,1.16,3.410000,50.000000,157.47

36,08:45:09:00,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,1.35,3.410000,50.000000,157.66

37,09:00:09:15,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,1.45,3.410000,50.000000,181.92

38,09:15-09:30,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,1.74,3.410000,50.000000,182.21

39,09:30-09:45,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,2.13,3.410000,50.000000,182.6

