Block,Time,NR/01072024/31072024/R2,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/31072024/31072024/IEX_240730_01784,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,24.080000,14.720000,30.820000,94.190000,96.320000,5.840000,12.410000,0.000000,96.320000,48.160000,261.510000,38.530000,0,0,24,30.820000,0.000000,18.33,77.060000,72.240000,0.000000,0.000000,6.280000,15.450000,117.220000,115.140000,0.000000,0.000000,272.340000,8,8,18.33,0,0.000000,6.740000,0,8.66,31.280000,0,0,37.02,0,0,0,0,0,0

7,01:30-01:45,24.080000,14.720000,30.820000,94.190000,96.320000,5.840000,12.410000,0.000000,96.320000,48.160000,261.510000,38.530000,0,0,23.5,30.820000,0.000000,17.67,77.060000,72.240000,0.000000,0.000000,6.280000,15.450000,117.220000,115.140000,0.000000,0.000000,272.340000,7.84,7.83,17.67,0,0.000000,6.740000,0,8.66,31.280000,0,0,33.02,0,0,0,0,0,0

8,01:45-02:00,24.080000,14.720000,30.820000,94.190000,96.320000,5.840000,12.410000,0.000000,96.320000,48.160000,261.510000,38.530000,0,0,23,30.820000,0.000000,17,77.060000,72.240000,0.000000,0.000000,6.280000,15.450000,117.220000,115.140000,0.000000,0.000000,272.340000,7.66,7.67,17,0,0.000000,6.740000,0,8.34,31.280000,0,0,31.62,0,0,0,0,0,0

9,02:00-02:15,24.080000,14.720000,30.820000,94.190000,96.320000,5.690000,12.410000,0.000000,96.320000,48.160000,261.510000,38.530000,0,0,22.5,30.820000,0.000000,16.67,77.060000,19.920000,0.000000,0.000000,6.280000,14.990000,117.220000,115.140000,9.680000,0.000000,272.340000,7.5,7.5,16.67,0,0.000000,6.740000,0,8,31.280000,0,0,28.01,0,0,0,0,0,0

10,02:15-02:30,24.080000,14.720000,30.820000,94.190000,96.320000,5.690000,12.410000,0.000000,96.320000,48.160000,261.510000,38.530000,0,0,22,30.820000,0.000000,16.67,77.060000,18.140000,0.000000,0.000000,6.280000,14.990000,117.220000,115.140000,9.680000,0.000000,272.340000,7.34,7.33,16.67,0,0.000000,6.740000,0,7.66,31.280000,0,0,26.01,0,0,0,0,0,0

11,02:30-02:45,24.080000,14.720000,30.820000,94.190000,96.320000,5.690000,12.410000,0.000000,96.320000,48.160000,261.510000,38.530000,0,0,21.5,30.820000,0.000000,35.67,77.060000,18.140000,0.000000,0.000000,6.280000,14.990000,117.220000,115.140000,9.680000,0.000000,272.340000,7.16,7.17,35.67,0,0.000000,6.740000,0,13.34,31.280000,0,0,37.02,0,0,0,0,0,0

12,02:45-03:00,24.080000,14.720000,30.820000,94.190000,96.320000,5.690000,12.410000,0.000000,96.320000,48.160000,261.510000,38.530000,0,0,21.5,30.820000,0.000000,35.33,77.060000,18.140000,0.000000,0.000000,6.280000,14.990000,117.220000,115.140000,9.680000,0.000000,272.340000,7.16,7.17,35.33,0,0.000000,6.740000,0,13.34,31.280000,0,0,36.42,0,0,0,0,0,0

13,03:00-03:15,24.080000,14.720000,30.820000,94.190000,96.320000,5.560000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,45,30.820000,0.000000,35.33,77.060000,18.140000,0.000000,0.000000,6.130000,14.530000,0.000000,115.140000,9.290000,0.000000,272.340000,15,15,35.33,0,0.000000,6.740000,0,13.34,31.280000,0,0,43.02,0,0,0,0,0,0

14,03:15-03:30,24.080000,14.720000,30.820000,94.190000,96.320000,5.560000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,46.5,30.820000,0.000000,35,77.060000,18.140000,0.000000,0.000000,6.130000,14.530000,0.000000,115.140000,9.290000,0.000000,272.340000,15.5,15.5,35,0,0.000000,6.740000,0,13,31.280000,0,0,43.02,0,0,0,0,0,0

15,03:30-03:45,24.080000,14.720000,30.820000,94.190000,96.320000,5.560000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,60,30.820000,0.000000,43.33,77.060000,18.140000,0.000000,0.000000,6.130000,14.530000,0.000000,115.140000,9.290000,0.000000,272.340000,20,20,43.33,0,0.000000,6.740000,0,12.66,31.280000,0,0,43.02,0,0,0,0,0,0

16,03:45-04:00,24.080000,14.720000,30.820000,94.190000,96.320000,5.560000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,59,30.820000,0.000000,43,77.060000,18.140000,0.000000,0.000000,6.130000,14.530000,0.000000,115.140000,9.290000,0.000000,272.340000,19.66,19.67,43,0,0.000000,6.740000,0,12.66,31.280000,0,0,43.02,0,0,0,0,0,0

17,04:00-04:15,24.080000,14.720000,30.820000,94.190000,96.320000,5.370000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,58.5,30.820000,0.000000,43,77.060000,18.140000,0.000000,0.000000,5.970000,14.530000,0.000000,115.140000,8.520000,0.000000,272.340000,19.5,19.5,43,0,0.000000,6.740000,0,13.66,31.280000,0,0,43.02,0,0,0,0,0,0

18,04:15-04:30,24.080000,14.720000,30.820000,94.190000,96.320000,5.370000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,58.5,30.820000,0.000000,42.67,77.060000,18.140000,0.000000,0.000000,5.970000,14.530000,0.000000,115.140000,8.520000,0.000000,272.340000,19.5,19.5,42.67,0,0.000000,6.740000,0,13.66,31.280000,0,0,43.02,0,0,0,0,0,0

19,04:30-04:45,24.080000,14.720000,30.820000,94.190000,96.320000,5.370000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,72,30.820000,0.000000,51.67,77.060000,18.140000,0.000000,0.000000,5.970000,14.530000,0.000000,115.140000,6.200000,0.000000,272.340000,24,24,51.67,0,0.000000,6.740000,0,13.66,31.290000,0,0,43.02,0,0,0,0,0,0

20,04:45-05:00,24.080000,14.720000,30.820000,94.190000,96.320000,5.370000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,71.5,30.820000,0.000000,52,77.060000,18.140000,0.000000,0.000000,5.970000,14.530000,0.000000,115.140000,6.200000,0.000000,272.340000,23.84,23.83,52,0,0.000000,6.740000,0,13.66,31.290000,0,0,43.02,0,0,0,0,0,0

21,05:00-05:15,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,71,30.820000,0.000000,37.33,77.060000,18.140000,0.000000,0.000000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,23.66,23.67,37.33,0,0.000000,6.740000,0,13.66,31.290000,0,0,39.02,0,0,0,0,0,0

22,05:15-05:30,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,70.5,30.820000,0.000000,37.67,77.060000,18.140000,0.000000,0.000000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,23.5,23.5,37.67,0,0.000000,6.740000,0,13.66,31.290000,0,0,38.02,0,0,0,0,0,0

23,05:30-05:45,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,69.5,30.820000,0.000000,36.33,77.060000,18.140000,0.000000,0.000000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,23.16,23.17,36.33,0,0.000000,6.740000,0,13.66,31.290000,0,0,37.62,0,0,0,0,0,0

24,05:45-06:00,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,68.5,30.820000,0.000000,35,77.060000,18.140000,0.000000,0.000000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,22.84,22.83,35,0.692037,0.000000,6.740000,0,13.66,31.290000,0,0,37.02,0,0,0,0,0,0

25,06:00-06:15,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,7.41,6,42.5,30.820000,0.000000,32.33,77.060000,18.140000,0.000000,0.000000,5.750000,13.610000,0.000000,115.140000,6.200000,0.000000,272.340000,14.16,14.17,32.33,2.232063,0.000000,6.740000,6.25,12,31.290000,0.77,1,39.02,1,0.15,1,0.82,1,0

26,06:15-06:30,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,11.65,8,38.5,30.820000,0.000000,32,77.060000,18.140000,0.420000,0.440000,5.750000,13.610000,0.000000,115.140000,6.200000,0.000000,272.340000,12.84,12.83,32,5.965164,0.420000,6.740000,9.09,12.34,31.290000,3.05,2,39.62,4,0.61,2,2.92,1,1

27,06:30-06:45,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,19.12,12,37,30.820000,0.000000,31.33,77.060000,18.140000,0.850000,0.870000,5.750000,13.610000,0.000000,115.140000,6.200000,0.000000,272.340000,12.34,12.33,31.33,10.292832,0.850000,6.740000,13.1,12.66,31.280000,6.84,3,40.02,7,1.37,5,4.94,3,3

28,06:45-07:00,24.080000,14.720000,30.820000,94.190000,96.320000,5.230000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,31.87,16,37,30.820000,0.000000,30.67,77.060000,18.140000,1.220000,1.260000,5.750000,13.610000,0.000000,115.140000,6.200000,0.000000,272.340000,12.34,12.33,30.67,15.30279,1.220000,6.740000,22.03,13.34,31.280000,12.18,5,40.42,14,2.43,8,7.94,6,4

29,07:00-07:15,24.080000,14.720000,30.820000,94.190000,96.320000,5.100000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,33,18,34.5,30.820000,0.000000,30,86.880000,18.140000,1.790000,1.820000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,11.5,11.5,30,20.702628,1.790000,6.740000,33,12.66,31.280000,19.03,7,41.02,21,3.8,10,11,9,5

30,07:15-07:30,24.080000,14.720000,30.820000,94.190000,96.320000,5.100000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,33,22,31.5,30.820000,0.000000,29.33,86.880000,18.140000,2.400000,2.460000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,10.5,10.5,29.33,26.063478,2.400000,6.740000,33,12,31.280000,28.18,9.5,41.62,28,5.64,12,14,12,6

31,07:30-07:45,24.080000,14.720000,30.820000,94.190000,96.320000,5.100000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,32.67,32.67,28,30.820000,0.000000,28.67,86.880000,18.140000,3.080000,3.160000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,9.34,9.33,28.67,30.547098,3.080000,6.740000,32.66,11.66,31.280000,41.04,13.5,42.02,42,8.21,15,17,18,7

32,07:45:08:00,24.080000,14.720000,30.820000,94.190000,96.320000,5.100000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,33,33,26.5,30.820000,0.000000,28.33,86.880000,18.140000,4.010000,4.110000,5.750000,14.070000,0.000000,115.140000,6.200000,0.000000,272.340000,8.84,8.83,28.33,36.434286,4.010000,6.740000,33,11,31.280000,52.3,16.5,42.42,53,10.46,18,21,22,9

33,08:00-08:15,0.000000,14.720000,30.820000,100.350000,0.000000,5.100000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,26.5,30.820000,0.000000,29,86.880000,0.000000,4.960000,5.080000,5.750000,13.610000,0.000000,115.140000,6.200000,0.000000,272.340000,8.84,8.83,29,42.545655,4.960000,14.680000,33,15.66,31.280000,70.64,20.5,43.02,63,14.13,25,25,27,12

34,08:15-08:30,0.000000,14.720000,30.820000,100.350000,0.000000,5.100000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,26.5,30.820000,0.000000,30,86.880000,0.000000,5.900000,6.050000,5.750000,13.610000,0.000000,84.930000,6.200000,0.000000,272.340000,8.84,8.83,30,48.744747,5.900000,14.680000,33,15.34,31.280000,85.58,23.5,43.02,74,17.12,31,31,31,15

35,08:30-08:45,0.000000,14.720000,30.820000,100.350000,0.000000,5.100000,12.410000,0.000000,0.000000,0.000000,205.690000,0.000000,33,33,26.5,30.820000,0.000000,31.33,67.930000,0.000000,6.870000,7.040000,5.750000,13.610000,0.000000,66.070000,6.200000,0.000000,231.170000,8.84,8.83,31.33,52.516836,6.870000,14.680000,33,15,31.280000,102.18,26.5,43.02,81,20.43,38,37,34,18

36,08:45:09:00,0.000000,14.720000,30.820000,100.350000,0.000000,5.100000,12.410000,0.000000,0.000000,0.000000,205.690000,0.000000,33,33,28,30.820000,0.000000,32.33,67.930000,0.000000,7.780000,7.970000,5.750000,13.610000,0.000000,66.070000,6.200000,0.000000,192.640000,9.34,9.33,32.33,55.860057,7.780000,14.680000,33,14.66,31.280000,120.18,29.5,43.02,95,24.04,44,44,40,21

37,09:00:09:15,0.000000,14.720000,30.820000,100.350000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,205.690000,0.000000,33,33,49,30.820000,0.000000,48.33,67.930000,0.000000,8.600000,8.820000,5.600000,13.610000,0.000000,66.070000,6.200000,0.000000,154.110000,16.34,16.33,48.33,58.316301,8.600000,14.680000,33,14.34,31.280000,138.83,31.5,43.02,109,27.76,51,51,46,24

38,09:15-09:30,0.000000,14.720000,30.820000,100.350000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,205.690000,0.000000,33,33,49,30.820000,0.000000,49.67,67.930000,0.000000,9.400000,9.640000,5.600000,13.610000,0.000000,66.070000,6.200000,0.000000,154.110000,16.34,16.33,49.67,60.314436,9.400000,14.680000,33,14,31.280000,154.68,33.5,43.02,119,30.93,57,56,51,27

39,09:30-09:45,0.000000,14.720000,30.820000,52.980000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,65,30.820000,0.000000,51,57.500000,0.000000,10.140000,10.400000,5.600000,13.610000,0.000000,66.070000,6.200000,0.000000,154.110000,21.66,21.67,51,68.989266,10.140000,14.680000,33,16,31.290000,169.23,37.5,30.01,126,33.85,63,62,54,30

40,09:45-10:00,0.000000,14.720000,30.820000,52.980000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,66.5,30.820000,0.000000,52.67,57.500000,0.000000,10.850000,11.120000,5.600000,13.610000,0.000000,66.070000,6.200000,0.000000,154.110000,22.16,22.17,52.67,77.839542,10.850000,14.680000,33,16,31.290000,183.07,38.5,32.01,137,36.61,66,67,58,32

41,10:00-10:15,0.000000,14.720000,30.820000,52.980000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,68,30.820000,0.000000,41.67,57.500000,0.000000,11.870000,12.170000,5.600000,13.430000,0.000000,66.070000,6.200000,0.000000,154.110000,22.66,22.67,41.67,86.962734,11.870000,14.680000,33,15.66,31.290000,194.27,39.5,36.01,144,38.85,71,73,61,34

42,10:15-10:30,0.000000,14.720000,30.820000,52.980000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,69.5,30.820000,0.000000,42,57.500000,0.000000,12.540000,12.850000,6.130000,13.430000,0.000000,66.070000,6.200000,0.000000,154.110000,23.16,23.17,42,96.056685,12.540000,14.680000,33,15.34,31.290000,204.78,41.5,37.02,151,40.96,76,77,64,36

43,10:30-10:45,0.000000,14.720000,30.820000,52.980000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,70.5,30.820000,0.000000,52.33,57.500000,0.000000,13.240000,13.570000,6.130000,13.430000,0.000000,66.070000,6.200000,0.000000,154.110000,23.5,23.5,52.33,98.405712,13.240000,14.680000,33,18.66,31.290000,215.82,43,39.42,161,43.16,78,81,69,37

44,10:45-11:00,0.000000,14.720000,30.820000,52.980000,0.000000,4.950000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,72.5,30.820000,0.000000,53,57.500000,0.000000,13.930000,14.290000,6.130000,13.430000,0.000000,66.070000,6.200000,0.000000,154.110000,24.16,24.17,53,100.618281,13.930000,14.680000,33,19,31.290000,226.92,43,40.62,168,45.38,83,84,72,39

45,11:00-11:15,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,74,30.820000,0.000000,53.67,57.500000,0.000000,14.340000,14.700000,6.130000,13.430000,0.000000,66.070000,6.200000,0.000000,192.640000,24.66,24.67,53.67,102.021849,14.340000,14.680000,33,19.66,31.290000,230,44.5,42.82,175,46,86,85,75,41

46,11:15-11:30,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,225.950000,0.000000,33,33,75.5,30.820000,0.000000,54,57.500000,0.000000,14.480000,14.830000,6.130000,13.430000,0.000000,66.070000,6.200000,0.000000,231.170000,25.16,25.17,54,102.967308,14.480000,14.680000,33,20.34,31.290000,230,44.5,43.02,182,46,88,87,78,42

47,11:30-11:45,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,225.950000,0.000000,33,33,76.5,30.820000,0.000000,54.67,57.500000,0.000000,14.590000,14.960000,6.130000,13.430000,0.000000,66.070000,6.200000,0.000000,272.340000,25.5,25.5,54.67,100.744992,14.590000,14.680000,33,25.66,31.290000,230,45.5,44.02,186,46,89,88,79,42

48,11:45-12:00,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,225.950000,0.000000,33,33,77.5,30.820000,0.000000,55.33,57.500000,0.000000,14.710000,15.080000,6.130000,13.430000,0.000000,66.070000,6.200000,0.000000,272.340000,25.84,25.83,55.33,98.288748,14.710000,14.680000,33,27,31.290000,230,45.5,44.02,186,46,89,88,79,42

49,12:00-12:15,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,165.620000,0.000000,33,33,78.5,30.820000,0.000000,61.67,57.500000,0.000000,14.720000,15.080000,6.130000,13.150000,0.000000,66.070000,6.200000,0.000000,272.340000,26.16,26.17,61.67,94.887045,14.720000,14.680000,33,27.34,31.290000,230,44.5,44.02,179,46,89,88,76,42

50,12:15-12:30,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,165.620000,0.000000,33,33,79,30.820000,0.000000,62,57.500000,0.000000,14.740000,15.110000,6.130000,13.150000,0.000000,66.070000,6.200000,0.000000,272.340000,26.34,26.33,62,90.822546,14.740000,14.680000,33,27.66,31.290000,230,44.5,44.02,179,46,89,88,76,42

51,12:30-12:45,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,165.620000,0.000000,33,33,90,30.820000,0.000000,62.33,57.500000,0.000000,14.770000,15.140000,6.130000,13.150000,0.000000,66.070000,6.200000,0.000000,272.340000,30,30,62.33,96.670746,14.770000,14.680000,33,28.34,31.290000,230,44.5,44.02,181,46,89,88,77,42

52,12:45-13:00,0.000000,14.720000,30.820000,52.980000,0.000000,4.820000,12.410000,0.000000,0.000000,0.000000,165.620000,0.000000,33,33,91,30.820000,0.000000,63,57.500000,0.000000,14.800000,15.170000,6.130000,13.150000,0.000000,66.070000,6.200000,0.000000,272.340000,30.34,30.33,63,102.187548,14.800000,14.680000,33,28.66,31.290000,230,44.5,44.02,181,46,89,88,77,42

53,13:00-13:15,0.000000,14.720000,30.820000,52.980000,0.000000,4.910000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,99.5,30.820000,0.000000,64.33,57.500000,0.000000,14.750000,15.120000,7.280000,13.150000,0.000000,66.070000,6.200000,0.000000,272.340000,33.16,33.17,64.33,106.115589,14.750000,14.680000,33,29.34,31.290000,230,44,39.02,181,46,89,88,77,42

54,13:15-13:30,0.000000,14.720000,30.820000,52.980000,0.000000,4.910000,12.410000,0.000000,0.000000,0.000000,170.140000,0.000000,33,33,101.5,30.820000,0.000000,65,57.500000,0.000000,14.700000,15.070000,7.280000,13.150000,0.000000,66.070000,6.200000,0.000000,272.340000,33.84,33.83,65,108.640062,14.700000,14.680000,33,30,31.290000,230,44,39.42,181,46,89,88,77,43

55,13:30-13:45,0.000000,14.720000,26.010000,52.980000,0.000000,4.490000,12.410000,0.000000,0.000000,0.000000,205.690000,0.000000,33,33,102.5,30.820000,0.000000,65.67,57.500000,0.000000,15.390000,15.770000,7.280000,13.150000,0.000000,66.070000,9.290000,0.000000,272.340000,34.16,34.17,65.67,105.65748,15.390000,14.680000,33,32,31.290000,230,43,40.02,168,46,81,86,72,39

56,13:45-14:00,0.000000,14.720000,26.010000,67.420000,0.000000,4.490000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,103.5,30.820000,0.000000,66.67,57.500000,0.000000,15.250000,15.630000,7.280000,13.150000,0.000000,66.070000,9.290000,0.000000,272.340000,34.5,34.5,66.67,102.3435,15.250000,14.680000,33,32.34,31.290000,230,43,41.02,168,46,80,86,72,38

57,14:00-14:15,0.000000,14.720000,22.120000,52.980000,0.000000,4.490000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,104,22.120000,0.000000,66.67,76.370000,0.000000,14.810000,15.180000,7.660000,13.150000,0.000000,66.070000,9.290000,0.000000,272.340000,34.66,34.67,66.67,98.668881,14.810000,14.680000,33,32.66,31.290000,220.83,43,42.02,168,44.17,78,85,72,37

